Gene	NAME	CSM5LLGB.kegg.e-40.m8-hit-keg-cat	CSM6J2H9.kegg.e-40.m8-hit-keg-cat	CSM79HGR.kegg.e-40.m8-hit-keg-cat	ESM5GEYX.kegg.e-40.m8-hit-keg-cat	ESM5GEYY.kegg.e-40.m8-hit-keg-cat	ESM5GEZ1.kegg.e-40.m8-hit-keg-cat	ESM5MEAB.kegg.e-40.m8-hit-keg-cat	ESM5MEB9.kegg.e-40.m8-hit-keg-cat	ESM5MEC7.kegg.e-40.m8-hit-keg-cat	ESM5MEDP.kegg.e-40.m8-hit-keg-cat	ESM5MEE2.kegg.e-40.m8-hit-keg-cat	ESM5MEEJ.kegg.e-40.m8-hit-keg-cat	ESM718U9.kegg.e-40.m8-hit-keg-cat	ESM7F5AE.kegg.e-40.m8-hit-keg-cat	HSM5MD6G.kegg.e-40.m8-hit-keg-cat	HSM5MD6S.kegg.e-40.m8-hit-keg-cat	HSM67VDR.kegg.e-40.m8-hit-keg-cat	HSM67VDT.kegg.e-40.m8-hit-keg-cat	HSM6XRQC.kegg.e-40.m8-hit-keg-cat	HSM6XRTE.kegg.e-40.m8-hit-keg-cat	HSM7CZ2X.kegg.e-40.m8-hit-keg-cat	HSM7J4JV.kegg.e-40.m8-hit-keg-cat	HSMA33J1.kegg.e-40.m8-hit-keg-cat	mock_even_lc-hit-keg-cat	Category	SuperPathway	SubPathway	KOAnnot
K01652	K01652: acetolactate synthase I/II/III large subunit	0.000319403	0.0002638	0.000788043	0.00073895	0.00103559	0.00106839	0.00093698	0.000926307	0.000918173	0.00042598800000000003	0.00104585	0.0007024339999999999	0.000985677	0.0006207280000000001	0.0	0.000936447	0.000741216	0.000579278	0.000686196	0.0007753739999999999	0.00102924	0.000953712	0.000585108	0.0007662330000000001	Metabolism	Carbohydrate metabolism	Butanoate_metabolism	E2.2.1.6L ilvB ilvG ilvI; acetolactate synthase I/II/III large subunit
K01655	K01655: homocitrate synthase	0.0	0.0	5.98e-05	0.0	7.020000000000001e-05	2.0600000000000003e-05	0.0	5.610000000000001e-05	0.0	0.0	0.0	2.72e-05	0.0	2.55e-05	0.0	0.0	0.0	0.0	0.0	4.6899999999999995e-05	0.0	6.02e-05	0.0	5.3700000000000004e-05	Metabolism	Carbohydrate metabolism	Pyruvate_metabolism	LYS21 LYS20; homocitrate synthase
K01654	K01654: N-acetylneuraminate synthase	0.0005297909999999999	0.0	0.00034408400000000003	0.000386554	0.00019824599999999999	0.00018078700000000002	0.00033152199999999995	0.000181796	0.000432085	0.000219827	0.000235608	0.00021260099999999998	7.36e-05	0.000541455	0.0	0.000249837	0.000380846	0.00016583	0.000282001	0.00024068	9.19e-05	0.0	0.000110954	0.000196157	Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	E2.5.1.56 neuB; N-acetylneuraminate synthase
K01657	K01657: anthranilate synthase component I	0.0	0.0	0.0005095459999999999	0.000415399	0.000327506	0.00036037300000000004	0.000742861	0.000349444	0.000312908	0.000355574	0.00034666300000000004	0.00042632099999999996	0.000532491	0.000517009	0.0	0.000374821	0.00043914400000000004	0.000383996	0.00081356	0.000403751	0.000244589	0.000470789	0.000319895	0.00065194	Metabolism	Amino acid metabolism	Phenylalanine_tyrosine_and_tryptophan_biosynthesis	trpE; anthranilate synthase component I
K12854	K12854	0.0	0.0	2.51e-06	2.15e-06	2e-06	2.32e-06	0.0	3.15e-06	2.67e-06	4.55e-06	2.97e-06	3.06e-06	0.0	2.86e-06	0.0	8.81e-06	3.51e-06	3.41e-06	0.0	2.76e-06	4.56e-06	6.75e-06	3.86e-06	0.0	Genetic Information Processing	Transcription	Spliceosome	SNRNP200 BRR2; pre-mRNA-splicing helicase BRR2
K02874	K02874: large subunit ribosomal protein L14	0.00436321	0.0038968	0.000962011	0.000864582	0.000986291	0.00146075	0.0008848080000000001	0.00101486	0.00139022	0.00100047	0.00122163	0.0007573460000000001	0.00125806	0.00133555	0.0	0.00101713	0.0008454160000000001	0.00093822	0.00107544	0.00113689	0.0012500999999999999	0.00166896	0.00116345	0.0	Genetic Information Processing	Translation	Ribosome	RP-L14 MRPL14 rplN; large subunit ribosomal protein L14
K10195	K10195: oligogalacturonide transport system ATP-binding protein	0.0	0.0	0.0	0.0	1.7800000000000002e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.73e-05	0.0	0.0	0.0	0.0	1.0800000000000002e-05	Environmental Information Processing	Membrane transport	ABC_transporters	togA; oligogalacturonide transport system ATP-binding protein
K02876	K02876: large subunit ribosomal protein L15	0.00228474	0.00366669	0.0008313760000000001	0.0007632839999999999	0.000987579	0.00103707	0.000589033	0.0007757080000000001	0.000776187	0.0012788	0.000802187	0.000743945	0.0006808239999999999	0.00109221	0.0	0.000904957	0.00101394	0.000907861	0.000441098	0.000917408	0.0008099339999999999	0.00134576	0.00103953	0.000469406	Genetic Information Processing	Translation	Ribosome	RP-L15 MRPL15 rplO; large subunit ribosomal protein L15
K02871	K02871: large subunit ribosomal protein L13	0.0	0.00361824	0.000918255	0.00102543	0.00089382	0.000988584	0.000937345	0.000819857	0.000986198	0.00133853	0.00099847	0.000790833	0.000991776	0.00108073	0.0	0.0009069560000000001	0.00100439	0.0006637	0.000618992	0.00103072	0.00111908	0.00152509	0.00105018	0.000469025	Genetic Information Processing	Translation	Ribosome	RP-L13 MRPL13 rplM; large subunit ribosomal protein L13
K11737	K11737: D-serine/D-alanine/glycine transporter	0.0	0.0	0.0	1.34e-05	5.520000000000001e-05	4.8700000000000005e-05	0.0	6.6e-05	5.6899999999999994e-05	0.0	0.0	0.0	0.000105461	2.05e-05	0.0	0.0	0.0	0.0	6.64e-05	0.0	6.48e-05	0.0	0.0	7.85e-05	None	None	None	None
K03204	K03204: type IV secretion system protein VirB9	0.0	0.0	0.0	0.0	2.1899999999999997e-05	5.13e-05	0.00017670400000000002	0.0	3.06e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0799999999999996e-05	0.0	0.0	0.0	0.0	Environmental Information Processing	Membrane transport	Bacterial_secretion_system	virB9 lvhB9; type IV secretion system protein VirB9
K02878	K02878: large subunit ribosomal protein L16	0.00231262	0.00209272	0.000944582	0.0010440999999999998	0.00106253	0.00111328	0.00109288	0.0007853	0.0009126739999999999	0.00113226	0.000884384	0.000747045	0.000538264	0.00104479	0.0	0.000842196	0.00111685	0.00100946	0.00157587	0.00108469	0.000935295	0.00169478	0.00116286	0.00048699699999999997	Genetic Information Processing	Translation	Ribosome	RP-L16 MRPL16 rplP; large subunit ribosomal protein L16
K02879	K02879: large subunit ribosomal protein L17	0.00260681	0.0018202000000000001	0.000738814	0.0008971280000000001	0.000934412	0.000962117	0.0007949130000000001	0.00088532	0.000848718	0.00127906	0.000907633	0.0007352789999999999	0.000685007	0.00089728	0.0	0.00120052	0.00114062	0.000821439	0.000393367	0.00122225	0.000996827	0.00120622	0.00130822	0.00104412	Genetic Information Processing	Translation	Ribosome	RP-L17 MRPL17 rplQ; large subunit ribosomal protein L17
K11736	K11736: proline-specific permease ProY	0.0	0.0	0.0	1.23e-05	1.31e-05	1.52e-05	0.0	0.0	1.75e-05	0.0	0.0	0.0	5.660000000000001e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.99e-05	0.0	0.0	2.17e-05	None	None	None	None
K02052	K02052: putative spermidine/putrescine transport system ATP-binding protein	0.0	0.0	2.5e-05	8.499999999999999e-05	3.8299999999999996e-05	0.00013149600000000002	0.0	2.7699999999999996e-05	9.68e-05	0.0	8.7e-05	8.209999999999999e-05	0.0	0.000102421	0.0	7.809999999999999e-05	6.26e-05	6.36e-05	8.609999999999999e-05	0.000125105	4.01e-05	5.94e-05	0.00016874900000000002	0.00020896	None	None	None	None
K02053	K02053: putative spermidine/putrescine transport system permease protein	0.0	0.0	6.29e-05	7.890000000000001e-05	0.000198825	0.000169802	6.330000000000001e-05	0.000116368	9.86e-05	0.0	0.00010617399999999999	0.0	9.51e-05	3.6700000000000004e-05	0.0	0.0	0.0	0.0	0.00012214	3.07e-05	0.000114746	0.0	4.71e-05	0.00046713300000000006	None	None	None	None
K02050	K02050: sulfonate/nitrate/taurine transport system permease protein	0.0	0.000311091	0.000468371	0.000615196	0.000975447	0.00132675	0.000549533	0.000428096	0.00061165	0.000286155	0.000667443	0.000491519	0.000373978	0.000355716	0.0	0.00033962	0.000479192	0.00030310900000000003	0.000129894	0.000484121	0.000862131	7.7e-05	0.00060928	0.000996153	None	None	None	None
K02051	K02051: sulfonate/nitrate/taurine transport system substrate-binding protein	0.0	0.0	0.000494059	0.0006747480000000001	0.00117562	0.0010463	0.0005689369999999999	0.0007187210000000001	0.0008121410000000001	0.0005161230000000001	0.00108873	0.00060122	0.0008579460000000001	0.000538021	0.0	0.00034068699999999995	0.000911922	0.00046933699999999996	0.000628661	0.00071812	0.000829538	0.00043558400000000004	0.00046585	0.00105553	None	None	None	None
K02056	K02056: simple sugar transport system ATP-binding protein	0.00173892	0.00120409	0.00032628299999999997	0.0005878319999999999	0.000467897	0.0008192789999999999	0.00017649400000000002	0.000392706	0.0006903739999999999	0.000236748	0.000581954	0.000457977	0.00035479099999999997	0.000352305	0.0	0.000242173	0.000297661	0.000181129	0.000319442	0.00030033400000000003	0.00035672599999999997	0.000391795	0.000546705	0.000536321	None	None	None	None
K02057	K02057: simple sugar transport system permease protein	0.00206712	0.00167301	0.000657538	0.00136018	0.0009292419999999999	0.0017124000000000002	0.00037456800000000004	0.000614761	0.000929679	0.000644529	0.0010894	0.000568101	0.00045751099999999996	0.000555803	0.0	0.00055483	0.000478675	0.000234633	0.000586584	0.00067472	0.000530813	0.000917045	0.0008809139999999999	0.000579557	None	None	None	None
K02054	K02054: putative spermidine/putrescine transport system permease protein	0.0	0.0	5.8200000000000005e-05	4.93e-05	0.000132109	0.000242434	6.49e-05	0.000100214	6.440000000000001e-05	0.0	0.000247128	0.000145721	0.0	3.45e-05	0.0	9.95e-05	0.00012555	0.0	0.0	9.4e-05	0.000207115	8.170000000000001e-05	9.04e-05	0.00024844	None	None	None	None
K02055	K02055: putative spermidine/putrescine transport system substrate-binding	0.0	0.0	2.33e-05	1.65e-05	0.00017943	8.49e-05	0.0	0.0	7.070000000000001e-05	0.0	2.8300000000000003e-05	2.97e-05	0.000130524	2.7300000000000003e-05	0.0	0.0	0.0	2.98e-05	7.979999999999999e-05	2.3800000000000003e-05	0.00016453599999999998	0.0	3.5600000000000005e-05	6.15e-05	None	None	None	None
K03503	K03503: DNA polymerase V	0.0	0.0	0.00023088099999999997	0.000217606	0.00036519199999999997	0.000164077	0.000254258	0.00021863	0.000350367	0.000407575	0.00011297299999999999	0.0	0.0005398530000000001	6.24e-05	0.0	0.0	7.979999999999999e-05	0.000152233	0.00044842300000000004	0.00018664	0.00021454700000000002	0.0	0.0	0.0	None	None	None	None
K03502	K03502: DNA polymerase V	0.0	0.0	0.000433434	0.000443817	0.000777287	0.000380686	0.00041996599999999997	0.000240417	0.000513058	0.00050681	0.000517074	0.000340345	0.000234564	0.000417105	0.0	0.000439116	0.00031821599999999996	0.00025135	0.000623491	0.00043119199999999995	0.0005042	0.00036144800000000005	0.00046023099999999996	0.0	None	None	None	None
K03501	K03501: glucose inhibited division protein B	0.0	0.000333407	0.0008895369999999999	0.000749395	0.000738269	0.000724303	0.000718181	0.000473561	0.0007925689999999999	0.000758123	0.000847057	0.00084235	0.000332728	0.000665592	0.0	0.000869622	0.0008269639999999999	0.0006698769999999999	0.00043368300000000003	0.000609112	0.0007355739999999999	0.000503094	0.000663603	0.0	None	None	None	None
K03500	K03500: ribosomal RNA small subunit methyltransferase B	0.000398535	0.0	0.000245641	0.00039464	0.000209588	0.000453244	0.000161541	0.000236253	0.00016089	0.000140378	0.00035537800000000005	0.00018273400000000002	0.00017937	0.000233952	0.0	0.00033532900000000004	0.000185425	0.00010144200000000001	0.000285561	0.00018873099999999998	0.00034448	0.000351804	0.000355008	0.000129106	None	None	None	None
K03675	K03675: glutaredoxin 2	0.0	0.0	0.0	0.0	3.1e-05	7.06e-05	0.0	4.8899999999999996e-05	4.14e-05	0.0	9.23e-05	0.0	0.000113729	0.0	0.0	0.0	5.45e-05	5.0900000000000004e-05	0.0	0.0	0.0	0.0	0.0	0.0	None	None	None	None
K05559	K05559: multicomponent K+:H+ antiporter subunit A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09e-05	None	None	None	None
K03895	K03895: aerobactin synthetase subunit beta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.3799999999999994e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Metabolism	Amino acid metabolism	Lysine_degradation	iucC; aerobactin synthase
K03894	K03894: aerobactin synthetase subunit alpha	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.49e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Metabolism	Amino acid metabolism	Lysine_degradation	iucA; N2-citryl-N6-acetyl-N6-hydroxylysine synthase
K03897	K03897: lysine N6-hydroxylase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.720000000000001e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Metabolism	Amino acid metabolism	Lysine_degradation	iucD; lysine N6-hydroxylase
K03893	K03893: arsenical pump membrane protein	0.0	0.0	0.0	2.8699999999999996e-05	4.6399999999999996e-05	0.0	0.0	2.47e-05	2.0399999999999998e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None	None	None	None
K03892	K03892: ArsR family transcriptional regulator	0.0	0.0	0.000850194	0.000764315	0.000529939	0.000815109	0.000784192	0.000638289	0.00045447099999999997	0.000177501	0.0010131	0.000769015	8.35e-05	0.000766918	0.0	0.0007037489999999999	0.00019235299999999998	0.000226602	0.00028713400000000003	0.000527905	0.000520967	0.000394696	0.00139013	0.000643925	None	None	None	None
K03481	K03481: RpiR family transcriptional regulator glv operon transcriptional	0.0	0.0	0.0	0.0	0.0	0.0	7.11e-05	0.0	0.0	0.0	3.9500000000000005e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None	None	None	None
K02278	K02278: prepilin peptidase CpaA	0.0	0.0	5.36e-05	3.8799999999999994e-05	0.0	9.559999999999999e-05	0.00011485299999999999	6.49e-05	0.0	0.0	6.12e-05	6.31e-05	0.0	0.0	0.0	0.000169597	0.0	0.0	0.0	0.0	9.4e-05	0.00013926799999999998	0.0	0.000391744	None	None	None	None
K09748	K09748: hypothetical protein	0.0	0.00151703	0.000754042	0.000525015	0.0006864239999999999	0.000876972	0.00103018	0.000938483	0.000903252	0.0006849489999999999	0.0009494130000000001	0.000595225	0.000474287	0.000802377	0.0	0.00106353	0.00119361	0.000737362	0.0008488999999999999	0.000945141	0.000861331	0.000873344	0.000981287	0.0	None	None	None	None
K13014	K13014	0.0	0.0	0.0	0.0	0.000111806	5.2300000000000004e-05	0.0	3.5499999999999996e-05	8.96e-05	0.0	0.0	0.0	8.49e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010236200000000001	0.0	0.0	0.000228591	Human Diseases	Drug resistance	Cationic_antimicrobial_peptide_CAMP_resistance	arnD; undecaprenyl phosphate-alpha-L-ara4FN deformylase
K06023	K06023: HPr kinase/phosphorylase	0.0	0.00025489400000000003	0.000344886	0.000556004	0.000213159	0.000345473	0.00034184	0.000334692	0.00033419900000000003	0.000192053	0.0005059880000000001	0.000325696	0.000159221	0.000152111	0.0	0.000346442	0.000373371	0.000216695	0.000103915	0.000406086	0.000334078	0.000280535	0.000615158	0.0	None	None	None	None
K06022	K06022: molybdate-transporting ATPase	0.0	0.000141862	7.509999999999998e-05	6.759999999999999e-05	1.2e-05	1.27e-05	3.2200000000000003e-05	0.0	6.4e-05	5.4600000000000006e-05	0.0	3.39e-05	0.0	1.7100000000000002e-05	0.0	4.93e-05	6.32e-05	4.09e-05	0.0	6.620000000000001e-05	0.0	8.1e-05	4.6299999999999994e-05	0.0	None	None	None	None
K06020	K06020: sulfate-transporting ATPase	0.000319403	0.000245206	0.000280874	0.00030968	0.000498996	0.000244188	0.000393735	0.000435161	0.0005131280000000001	0.000421049	0.000312093	0.000437259	0.00031517599999999997	0.00050411	0.0	0.000371639	0.000371435	0.000478046	0.000389001	0.000404767	0.00045403699999999996	0.000390292	0.000296329	5.93e-05	None	None	None	None
K09747	K09747: hypothetical protein	0.0	0.0	0.000295678	0.000602635	0.000357095	0.0009508230000000001	0.000627961	0.000452197	0.0002411	0.000281763	0.000984795	0.000463309	0.000418256	0.000504684	0.0	0.0005026680000000001	0.000636783	0.000415593	0.0	0.000574498	0.000375558	0.00019790700000000001	0.0011437	0.00185796	None	None	None	None
K06026	K06026	0.0	0.0	1.59e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3000000000000001e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None	None	None	None
K02274	K02274: cytochrome c oxidase subunit I	0.000340943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.43e-06	Metabolism	Energy metabolism	Oxidative_phosphorylation	coxA; cytochrome c oxidase subunit I
K06024	K06024: segregation and condensation protein B	0.0	0.0	0.000410245	0.000326142	0.00021539	0.000575109	0.000185845	0.000320663	0.00022785400000000002	0.00022617200000000002	0.00056934	0.000379879	0.0	0.00039633800000000004	0.0	0.000432869	0.00031748	0.000292241	0.000193688	0.000364461	8.14e-05	0.000589829	0.000606254	0.0	None	None	None	None
K13018	K13018	0.0	0.0	4.31e-05	9.73e-05	6.829999999999999e-05	0.0	0.00018471200000000002	5.42e-05	0.000137742	0.00023537	5.11e-05	0.00010545	0.0	0.000147712	0.0	7.120000000000001e-05	0.000120891	0.00023691	0.000168728	0.000190558	7.85e-05	0.000116296	6.65e-05	1.53e-05	Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	wbpD wlbB; UDP-2-acetamido-3-amino-23-dideoxy-glucuronate N-acetyltransferase
K02568	K02568: cytochrome c-type protein NapB	0.0	0.0	0.0	0.0	0.0	0.000106109	0.000125294	7.049999999999999e-05	0.0	0.0	0.0	0.0	0.000170975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010218799999999999	0.0	0.0	0.0007794939999999999	Metabolism	Energy metabolism	Nitrogen_metabolism	napB; cytochrome c-type protein NapB
K14054	K14054	0.0	0.0	0.0	0.0	2.68e-05	3.13e-05	0.0	0.0	6.979999999999999e-05	0.0	0.0	0.0	9.719999999999999e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.11e-05	0.0	0.0	0.0	None	None	None	None
K11442	K11442: putative uridylyltransferase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.51e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None	None	None	None
K13292	K13292	0.0	0.0	0.000415147	0.000503467	0.000468536	0.000625625	0.000510754	0.0006823710000000001	0.000469114	0.000469285	0.000688888	0.000522309	0.000331501	0.000319072	0.0	0.000713093	0.00062389	0.000562175	0.000485509	0.000455155	0.000643631	0.0005148290000000001	0.000323804	0.000478065	None	None	None	None
K02858	K02858: 34-dihydroxy 2-butanone 4-phosphate synthase	0.000442374	0.000608807	0.000696523	0.000587104	0.000616504	0.000475176	0.0007125810000000001	0.0004908019999999999	0.0006910410000000001	0.000487477	0.000446357	0.000628275	0.0008638739999999999	0.0008702960000000001	0.0	0.000674047	0.000748065	0.0005927759999999999	0.00065306	0.000696564	0.000599508	0.000727028	0.000569771	0.000986515	Metabolism	Metabolism of cofactors and vitamins	Riboflavin_metabolism	ribB RIB3; 34-dihydroxy 2-butanone 4-phosphate synthase
K03477	K03477: DeoR family transcriptional regulator ulaG and ulaABCDEF operon	0.0	0.0	0.0	2.5e-05	2.6600000000000003e-05	3.0799999999999996e-05	0.0	4.1899999999999995e-05	7.099999999999999e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000130412	0.0	6.07e-05	0.0	0.0	0.0	None	None	None	None
K03476	K03476: L-ascorbate 6-phosphate lactonase	0.0	0.0	0.0	0.0	1.88e-05	4.3700000000000005e-05	5.0600000000000003e-05	2.8300000000000003e-05	5.03e-05	0.0	5.4000000000000005e-05	0.0	0.00014272299999999998	0.0	0.0	0.0	0.0	3.2200000000000003e-05	0.0	0.0	4.29e-05	0.0	7.11e-05	0.000189636	Metabolism	Carbohydrate metabolism	Ascorbate_and_aldarate_metabolism	ulaG; L-ascorbate 6-phosphate lactonase
K03475	K03475: PTS system ascorbate-specific IIC component	0.0	0.0	0.0	1.06e-05	0.000252969	6.790000000000001e-05	3.96e-05	0.00013953700000000002	3.96e-05	0.0	0.000132461	0.0	0.00011358	6.65e-05	0.0	0.0	2.42e-05	7.32e-05	0.000303061	1.82e-05	9.44e-05	0.0	0.0	0.0	Metabolism	Carbohydrate metabolism	Ascorbate_and_aldarate_metabolism	PTS-Ula-EIIC ulaA sgaT; PTS system ascorbate-specific IIC component
K03474	K03474: pyridoxine 5-phosphate synthase	0.000746624	0.000993332	0.00065925	0.000367097	0.000277081	0.000144235	0.00045327800000000005	0.000310271	0.00037412	0.0006961589999999999	0.000167243	0.00038806800000000004	0.000422925	0.000522612	0.0	0.00046178	0.000565953	0.000573814	0.000551882	0.000386154	0.00031909799999999997	0.000567667	0.000322897	0.000269101	Metabolism	Metabolism of cofactors and vitamins	Vitamin_B6_metabolism	pdxJ; pyridoxine 5-phosphate synthase
K03473	K03473: erythronate-4-phosphate dehydrogenase	0.0	0.0	0.000395389	0.000250678	0.000242928	8.78e-05	0.000255555	0.00021050799999999998	0.000274562	0.000471611	0.00014156799999999998	0.000292477	0.00042935900000000003	0.000353741	0.0	0.000386325	0.00033119599999999996	0.000382843	0.00056823	0.000206532	0.000291919	0.000579141	0.000365164	0.0	Metabolism	Metabolism of cofactors and vitamins	Vitamin_B6_metabolism	pdxB; erythronate-4-phosphate dehydrogenase
K03472	K03472: D-erythrose 4-phosphate dehydrogenase	0.0	0.0	0.0	1.7100000000000002e-05	1.9600000000000002e-05	2.11e-05	0.0	5.99e-05	2.4299999999999998e-05	0.0	0.0	0.0	6.94e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.15e-05	0.0	0.0	0.000216559	Metabolism	Metabolism of cofactors and vitamins	Vitamin_B6_metabolism	epd; D-erythrose 4-phosphate dehydrogenase
K03471	K03471: ribonuclease HIII	0.0	0.0	0.00010488799999999999	4.8700000000000005e-05	0.0	0.0	5.65e-05	0.0	0.0	5.17e-05	0.0	0.0	8.669999999999999e-05	0.0	0.0	0.0	0.0	3.8799999999999994e-05	0.0	3.13e-05	0.0	0.0	0.0	0.0	Genetic Information Processing	Replication and repair	DNA_replication	rnhC; ribonuclease HIII
K03470	K03470: ribonuclease HII	0.0	0.0	0.0009410210000000001	0.000718385	0.0007576260000000001	0.000718105	0.000772911	0.000900295	0.000808822	0.000963243	0.000854857	0.00092004	0.000745059	0.000927347	0.0	0.000784392	0.00101639	0.000766071	0.00108822	0.000915125	0.000843595	0.000823158	0.000993602	0.00205786	Genetic Information Processing	Replication and repair	DNA_replication	rnhB; ribonuclease HII
K02352	K02352: drp35	0.0	0.0	0.0	0.0	1.9e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None	None	None	None
K14051	K14051	0.0	0.0	6.28e-05	3.77e-05	6.979999999999999e-05	0.000185396	0.000107854	1.52e-05	9.31e-05	0.0	7.44e-05	1.53e-05	7.670000000000001e-05	2.8600000000000004e-05	0.0	6.18e-05	0.00012311899999999998	0.0	4.74e-05	0.0	0.000112621	3.3799999999999995e-05	1.9399999999999997e-05	0.000151681	None	None	None	None
K12983	K12983	0.0	0.0	0.000102366	3.84e-05	0.000122432	9.44e-05	0.0	0.0	0.000190266	4.5799999999999995e-05	9.1e-05	6.26e-05	7.79e-05	0.000116845	0.0	8.4e-05	3.53e-05	3.4899999999999995e-05	0.0	5.6399999999999995e-05	4.66e-05	0.0	3.9399999999999995e-05	0.0	None	None	None	None
K12982	K12982	0.0	0.0	0.0	1.85e-05	5.9e-05	6.850000000000001e-05	5.16e-05	3.0299999999999998e-05	0.0	0.0	5.85e-05	6.0299999999999995e-05	0.0	2.8199999999999998e-05	0.0	0.0	3.3299999999999996e-05	0.0	0.000193117	2.72e-05	8.98e-05	0.0	0.0	0.00019265900000000003	None	None	None	None
K12985	K12985	0.0	0.0	0.0	0.0	1.95e-05	2.26e-05	0.0	0.0	2.6000000000000002e-05	0.0	0.0	0.0	7.45e-05	0.0	0.0	0.0	0.0	0.0	9.570000000000001e-05	0.0	4.45e-05	0.0	0.0	0.0	None	None	None	None
K12984	K12984	0.0	0.0	0.0	0.0	0.000129019	6.07e-05	0.0	4.15e-05	6.97e-05	0.0	7.709999999999999e-05	0.0	0.0	0.0	0.0	0.0	4.6299999999999994e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None	None	None	None
K12987	K12987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.55e-05	None	None	None	None
K03478	K03478: hypothetical protein	0.0	0.0	5.91e-05	2.22e-05	7.65e-05	5.8099999999999996e-05	6.330000000000001e-05	7.890000000000001e-05	6.29e-05	5.3700000000000004e-05	3.5100000000000006e-05	7.23e-05	0.00010109299999999999	6.75e-05	0.0	0.000103055	8.290000000000001e-05	4.03e-05	0.0	3.26e-05	0.000114223	0.0	0.0	0.0	None	None	None	None
K13854	K13854	0.0	0.0	0.0	1.3300000000000001e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None	None	None	None
K07674	K07674: two-component system NarL family nitrate/nitrite sensor histidine	0.0	0.0	0.0	0.0	0.0	5.4000000000000005e-05	6.35e-05	5.5700000000000005e-05	7.38e-05	0.0	5.24e-05	0.0	0.0	0.0	0.0	0.0	4.14e-05	0.0	0.0	0.0	5.2000000000000004e-05	0.0	0.0	0.000119789	Environmental Information Processing	Signal transduction	Two-component_system	narQ; two-component system NarL family nitrate/nitrite sensor histidine kinase NarQ
K11293	K11293: protein HIRA/HIR1	0.0	0.0	5.63e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.2e-06	1.0199999999999999e-05	0.0	0.0	0.0	None	None	None	None
K03098	K03098: outer membrane lipoprotein Blc	0.0	0.0	0.00014552600000000002	0.00010526100000000001	0.00014994799999999998	4.0799999999999996e-05	0.0	0.000173782	0.000146975	8.99e-05	5.5100000000000004e-05	5.68e-05	0.000284822	5.31e-05	0.0	0.0	6.51e-05	0.00013078	0.000183895	5.45e-05	0.000164726	0.0	0.0	0.0	None	None	None	None
