Gene	NAME	ERR688513.kegg.e-15.m8-hit-keg-cat	ERR688523.kegg.e-15.m8-hit-keg-cat	ERR688534.kegg.e-15.m8-hit-keg-cat	ERR688548.kegg.e-15.m8-hit-keg-cat	ERR688557.kegg.e-15.m8-hit-keg-cat	ERR688560.kegg.e-15.m8-hit-keg-cat	ERR688561.kegg.e-15.m8-hit-keg-cat	ERR688574.kegg.e-15.m8-hit-keg-cat	ERR688580.kegg.e-15.m8-hit-keg-cat	ERR688581.kegg.e-15.m8-hit-keg-cat	ERR688589.kegg.e-15.m8-hit-keg-cat	ERR688613.kegg.e-15.m8-hit-keg-cat	ERR688615.kegg.e-15.m8-hit-keg-cat	ERR688623.kegg.e-15.m8-hit-keg-cat	ERR688627.kegg.e-15.m8-hit-keg-cat	ERR688632.kegg.e-15.m8-hit-keg-cat	ERR688635.kegg.e-15.m8-hit-keg-cat	ERR688638.kegg.e-15.m8-hit-keg-cat	ERR688642.kegg.e-15.m8-hit-keg-cat	ERR688650.kegg.e-15.m8-hit-keg-cat	ERR710424.kegg.e-15.m8-hit-keg-cat	ERR710426.kegg.e-15.m8-hit-keg-cat	ERR710427.kegg.e-15.m8-hit-keg-cat	ERR710428.kegg.e-15.m8-hit-keg-cat	ERR710429.kegg.e-15.m8-hit-keg-cat	ERR710430.kegg.e-15.m8-hit-keg-cat	ERR710431.kegg.e-15.m8-hit-keg-cat	ERR710432.kegg.e-15.m8-hit-keg-cat	mock_even_lc-hit-keg-cat	Category	SuperPathway	SubPathway	KOAnnot
K01829	K01829: protein disulfide-isomerase	0.0	0.0	3.1e-05	1.58e-05	1.85e-05	1.98e-05	0.0	4.24e-05	0.0	1.64e-05	2.8000000000000003e-05	2.0600000000000003e-05	1.7899999999999998e-05	2.07e-05	4.1700000000000004e-05	9.73e-06	0.0	3.4399999999999996e-05	1.07e-05	2.47e-05	5.5299999999999996e-05	1.42e-05	7.65e-06	1.11e-05	2.24e-05	0.0	0.0	0.0	0.0	None	None	None	None
K01834	K01834: phosphoglycerate mutase	0.00212427	0.0	0.00216323	0.00216943	0.00238104	0.00207164	0.00233512	0.00201413	0.00182963	0.00226604	0.00196795	0.00198767	0.00220575	0.00209918	0.00211815	0.00209615	0.0	0.00297241	0.00218404	0.00205387	0.0020925	0.00205127	0.00203739	0.00226764	0.00215069	0.00197902	0.00247484	0.00224719	0.00233474	Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	PGAM gpmA; 23-bisphosphoglycerate-dependent phosphoglycerate mutase
K01835	K01835: phosphoglucomutase	0.000235776	0.0	0.000198035	0.000220373	0.00018476599999999997	0.000248422	0.000148917	0.000268397	0.00022360299999999998	0.000226718	0.000288889	0.000217835	0.000233475	0.000318967	0.000222358	0.000264297	0.0	0.00021726099999999998	0.000265219	0.000119143	0.000323547	0.000127905	0.00017052299999999998	0.000193602	0.000204881	0.000283657	0.00034836800000000005	0.000247737	0.000321535	Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	pgm; phosphoglucomutase
K01838	K01838: beta-phosphoglucomutase	0.00019936700000000002	0.0	0.00022391400000000002	0.000240121	0.000251148	0.000384699	0.000170558	0.00017718400000000002	0.000160855	0.00026287799999999997	0.00016696700000000002	0.00019539099999999997	0.000256871	0.000285143	0.000182847	0.000232377	0.0	0.000512451	0.000167501	0.000195277	0.00019591	0.000136402	0.000179513	0.000226325	0.000218058	0.000149261	0.00017269	0.00022532799999999998	0.000307425	Metabolism	Carbohydrate metabolism	Starch_and_sucrose_metabolism	pgmB; beta-phosphoglucomutase
K01839	K01839: phosphopentomutase	0.000471619	0.0	0.000400735	0.00042943800000000003	0.000498814	0.000479763	0.00046173599999999997	0.00042693699999999995	0.000367025	0.000345266	0.000448916	0.00040476900000000003	0.000509198	0.000414462	0.000332066	0.000312399	0.0	0.000503628	0.00036333199999999996	0.000367353	0.000400684	0.00039007	0.000372329	0.000376305	0.00038522199999999995	0.0004905280000000001	0.000360489	0.00033728400000000003	0.000506726	Metabolism	Carbohydrate metabolism	Pentose_phosphate_pathway	deoB; phosphopentomutase
K01840	K01840: phosphomannomutase	0.00056556	0.0	0.0006871389999999999	0.0006629689999999999	0.000433733	0.000439373	0.00035984900000000003	0.000748161	0.000662162	0.0007014460000000001	0.0008841639999999999	0.000643575	0.000587499	0.000646995	0.0007826860000000001	0.00076461	0.0	0.000479848	0.000774767	0.0006764239999999999	0.00106029	0.000670366	0.0007135039999999999	0.0006686039999999999	0.0007003760000000001	0.000601678	0.000941707	0.0007958910000000001	0.00100675	Metabolism	Carbohydrate metabolism	Fructose_and_mannose_metabolism	manB; phosphomannomutase
K01841	K01841: phosphoenolpyruvate phosphomutase	1.01e-05	0.0	7.53e-06	2.1e-05	1.04e-05	0.0	0.0	4.15e-05	4.22e-05	3.59e-05	4.270000000000001e-05	5.68e-06	0.0	4.85e-05	4.8200000000000006e-05	2.51e-05	0.0	5.5e-05	7.09e-05	4.73e-05	2.4299999999999998e-05	1.25e-05	7.01e-05	4.5e-05	4.83e-05	3.19e-05	0.000123812	4.270000000000001e-05	0.0	Metabolism	Metabolism of other amino acids	Phosphonate_and_phosphinate_metabolism	pepM; phosphoenolpyruvate phosphomutase
K01842	K01842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.18e-06	0.0	0.0	3.61e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.36e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None	None	None	None
K01843	K01843: lysine 2-3-aminomutase	0.000115115	0.0	0.000153175	4.24e-05	3.71e-05	2.7399999999999995e-05	5.0900000000000004e-05	0.00010182299999999999	8.36e-05	0.000111529	7.340000000000001e-05	2.65e-05	1.73e-05	9.209999999999999e-05	0.00013095	0.000118676	0.0	0.000185102	0.000104459	9.18e-05	5.9699999999999994e-05	0.000134848	0.000123471	7.759999999999999e-05	7.85e-05	5.8299999999999994e-05	7.609999999999999e-05	0.00015861	0.0	Metabolism	Amino acid metabolism	Lysine_degradation	kamA; lysine 23-aminomutase
K01844	K01844: beta-lysine 5-6-aminomutase	0.000126148	0.0	4.83e-05	7.08e-06	3.8799999999999994e-05	6.38e-06	0.0	0.000115016	0.00010431700000000001	6.840000000000001e-05	7.48e-05	4.75e-06	5.76e-06	3.6099999999999997e-05	9.27e-05	0.000121812	0.0	8.55e-05	5.02e-05	0.000118635	4.03e-05	5.6000000000000006e-05	8.32e-05	8.97e-05	3.68e-05	0.0	6.86e-05	0.000128362	0.0	Metabolism	Amino acid metabolism	Lysine_degradation	kamD; beta-lysine 56-aminomutase alpha subunit
K01845	K01845: glutamate-1-semialdehyde 2-1-aminomutase	0.000230532	0.0	0.000240253	0.00022930799999999998	0.00030156599999999997	0.000293413	0.00025498700000000003	0.000245076	0.000257354	0.00022118299999999999	0.00021848	0.000258324	0.000235159	0.000254277	0.00021668	0.00020504	0.0	0.000182586	0.000193682	0.00023931200000000002	0.000338209	0.00016185899999999998	0.00020338099999999998	0.00022448400000000003	0.000201318	0.000263037	0.00033753699999999995	0.000140936	0.000517766	Metabolism	Metabolism of cofactors and vitamins	Porphyrin_and_chlorophyll_metabolism	hemL; glutamate-1-semialdehyde 21-aminomutase
K01846	K01846: methylaspartate mutase	1.85e-05	0.0	8.66e-05	4.8200000000000006e-05	5.870000000000001e-05	0.0	0.0	0.00010316	0.000113265	3.3799999999999995e-05	7.140000000000001e-05	9.02e-05	9.15e-05	2.35e-05	0.000157574	9.01e-05	0.0	0.000229	2.13e-05	5.45e-06	2.17e-05	4.09e-05	2.8100000000000002e-05	1.8100000000000003e-05	2.07e-05	2.9100000000000003e-05	0.0	5.6200000000000004e-05	0.0	Metabolism	Carbohydrate metabolism	Glyoxylate_and_dicarboxylate_metabolism	glmS mutS mamA; methylaspartate mutase sigma subunit
K01847	K01847: methylmalonyl-CoA mutase	0.000154124	0.0	0.000222263	0.00010934700000000001	0.0	5.59e-05	1.28e-05	0.00015351	0.000110849	0.00017963	0.000127424	0.0	1.7899999999999998e-05	0.000102728	0.000190532	0.00015921	0.0	0.000376995	0.000145509	0.000140881	0.000337606	0.00013147299999999998	0.00017029	0.000192602	0.000124125	5.73e-05	0.000154467	0.000298461	0.000281215	Metabolism	Carbohydrate metabolism	Glyoxylate_and_dicarboxylate_metabolism	MUT; methylmalonyl-CoA mutase
K01848	K01848: methylmalonyl-CoA mutase- N-terminal domain	4.29e-05	0.0	5.5799999999999994e-05	2.3e-05	2.47e-05	2.13e-05	5.8899999999999995e-05	1.62e-05	1.21e-05	2.61e-05	7.63e-06	6.75e-06	2.3e-05	1.12e-05	9.45e-06	1.27e-05	0.0	0.000101261	2.52e-05	3.24e-05	3.68e-05	9.95e-06	1.27e-05	4.7e-05	3.94e-06	4.2e-05	4.2e-05	6.81e-06	0.000113725	Metabolism	Carbohydrate metabolism	Glyoxylate_and_dicarboxylate_metabolism	E5.4.99.2A mcmA1; methylmalonyl-CoA mutase N-terminal domain
K01849	K01849: methylmalonyl-CoA mutase- C-terminal domain	6.34e-05	0.0	7.18e-05	2.7600000000000003e-05	0.0	3.48e-05	0.0	7.43e-05	9.38e-06	6.47e-05	3.77e-05	0.0	6.12e-05	3.17e-05	3.91e-05	4.01e-05	0.0	0.0	7.23e-05	1.85e-05	0.000115899	5.01e-05	3.37e-05	5.44e-05	3.43e-05	6.87e-05	8.669999999999999e-05	8e-05	0.0	Metabolism	Carbohydrate metabolism	Glyoxylate_and_dicarboxylate_metabolism	E5.4.99.2B mcmA2; methylmalonyl-CoA mutase C-terminal domain
K01850	K01850: chorismate mutase	8.48e-05	0.0	8.87e-05	4.3200000000000007e-05	0.0	0.0	0.0	7.13e-05	7.18e-05	9.9e-05	4.04e-05	1.91e-05	0.0	8.46e-05	7.709999999999999e-05	0.00014390100000000002	0.0	9.429999999999999e-05	0.000107469	0.000101023	8.18e-05	9.46e-05	0.00010856200000000001	0.000107104	9.15e-05	0.0	0.00016220200000000002	8.62e-05	0.0	Metabolism	Amino acid metabolism	Phenylalanine_tyrosine_and_tryptophan_biosynthesis	E5.4.99.5; chorismate mutase
K01854	K01854: UDP-galactopyranose mutase	0.000490985	0.0	0.000550486	0.000697403	0.000600821	0.000500517	0.000493287	0.0004995080000000001	0.0006439130000000001	0.000549935	0.000494383	0.000523499	0.000723275	0.000591782	0.00048484	0.000550194	0.0	0.00047559	0.000551411	0.000567362	0.000655998	0.000594	0.000525019	0.000601028	0.000596135	0.000578898	0.00076001	0.00055272	0.0009080560000000001	Metabolism	Carbohydrate metabolism	Galactose_metabolism	glf; UDP-galactopyranose mutase
K01856	K01856: muconate cycloisomerase	2.4100000000000003e-05	0.0	6.21e-05	4.02e-05	3.77e-05	2.59e-05	5.11e-05	2.95e-05	7.18e-05	3.65e-05	2.78e-05	5.3700000000000004e-05	1.0800000000000002e-05	2.3800000000000003e-05	3.86e-05	1.95e-05	0.0	6.65e-05	4.07e-05	2.8199999999999998e-05	5.8200000000000005e-05	2.13e-05	5.7100000000000006e-05	2.2899999999999998e-05	3.86e-05	1.21e-05	1.6e-05	1.95e-05	0.0	Metabolism	Xenobiotics biodegradation and metabolism	Benzoate_degradation	catB; muconate cycloisomerase
K01857	K01857: 3-carboxy-cis-cis-muconate cycloisomerase	9.71e-06	0.0	7.23e-06	0.0	2e-05	3.11e-05	0.0	0.0	0.0	8.69e-06	1.4300000000000002e-05	0.0	0.0	0.0	0.0	1.21e-05	0.0	1.8e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31e-05	8.15e-06	2.51e-06	Metabolism	Xenobiotics biodegradation and metabolism	Benzoate_degradation	pcaB; 3-carboxy-ciscis-muconate cycloisomerase
K01858	K01858: myo-inositol-1-phosphate synthase	5.24e-05	0.0	7.06e-05	5.3e-05	3.63e-05	0.0	2.48e-05	5.22e-05	5.6999999999999996e-05	8.9e-05	5.01e-05	2.36e-05	0.000115116	6.34e-05	7.840000000000001e-05	7.120000000000001e-05	0.0	0.000111477	6.74e-05	5.47e-05	9.8e-05	7.159999999999999e-05	7.54e-05	5.13e-05	5.0900000000000004e-05	2.33e-05	9.68e-05	0.000106498	0.0	Metabolism	Carbohydrate metabolism	Inositol_phosphate_metabolism	E5.5.1.4 INO1; myo-inositol-1-phosphate synthase
K01865	K01865	1.11e-05	0.0	3.66e-05	2.64e-05	1.6e-05	3.32e-05	0.0	2.8899999999999998e-05	1.6100000000000002e-05	7.59e-05	6.45e-05	3.77e-05	0.0	3.2200000000000003e-05	4.6899999999999995e-05	7.159999999999999e-05	0.0	0.0	8.94e-06	4.91e-05	2.6899999999999997e-05	3.73e-05	3.41e-05	5.720000000000001e-05	3.35e-05	0.0	4.57e-05	0.0	0.0	None	None	None	None
K01866	K01866: tyrosyl-tRNA synthetase	0.000639448	0.0	0.00055896	0.000619814	0.000517997	0.000545096	0.000583988	0.000640982	0.000670637	0.000655665	0.0007530680000000001	0.0006356469999999999	0.0006312430000000001	0.000657826	0.000754555	0.000598341	0.0	0.0006506390000000001	0.000591272	0.000582023	0.0006906960000000001	0.0005666180000000001	0.0007368380000000001	0.000617903	0.00063061	0.000588742	0.000689445	0.0007676310000000001	0.000492257	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	YARS tyrS; tyrosyl-tRNA synthetase
K01867	K01867: tryptophanyl-tRNA synthetase	0.0007437810000000001	0.0	0.000665471	0.000809665	0.000837605	0.000671355	0.000598914	0.0008167789999999999	0.000778579	0.000702151	0.000878703	0.000815873	0.000828518	0.0007612989999999999	0.000837359	0.000757683	0.0	0.000769307	0.000703007	0.00069034	0.00102875	0.000657982	0.0008442310000000001	0.0008021339999999999	0.000720112	0.0008510589999999999	0.000714967	0.000976787	0.00100056	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	WARS trpS; tryptophanyl-tRNA synthetase
K01868	K01868: threonyl-tRNA synthetase	0.0005933980000000001	0.0	0.000561871	0.000489682	0.000488772	0.000504994	0.000342951	0.000600998	0.000528809	0.000553718	0.0005806159999999999	0.0005561159999999999	0.0005402769999999999	0.000601015	0.000637809	0.0005404569999999999	0.0	0.000588526	0.000571834	0.000481863	0.000807542	0.000451306	0.000634776	0.000535754	0.000514086	0.000574977	0.000628614	0.000652575	0.0006338369999999999	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	TARS thrS; threonyl-tRNA synthetase
K01869	K01869: leucyl-tRNA synthetase	0.00045112699999999995	0.0	0.00053044	0.00050798	0.000381928	0.00047201	0.000299645	0.000542308	0.000574966	0.000492024	0.000533052	0.00048594400000000004	0.000512023	0.0004896540000000001	0.000566875	0.000495242	0.0	0.00046913099999999996	0.00047995599999999997	0.0004964769999999999	0.000714899	0.00038669400000000004	0.00050873	0.0005036530000000001	0.000433789	0.000451118	0.000633443	0.0006549640000000001	0.000478522	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	LARS leuS; leucyl-tRNA synthetase
K01870	K01870: isoleucyl-tRNA synthetase	0.00046688400000000004	0.0	0.00048031	0.000413195	0.00039071099999999997	0.00043789	0.000402332	0.0005260390000000001	0.00047529699999999996	0.000464095	0.000518184	0.00045315	0.0005596630000000001	0.00045684199999999995	0.000561456	0.00046875	0.0	0.000560036	0.000438331	0.0004361000000000001	0.000736372	0.000359357	0.00047082900000000003	0.00043301699999999995	0.00043064	0.000457624	0.000549799	0.000614277	0.00107189	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	IARS ileS; isoleucyl-tRNA synthetase
K01872	K01872: alanyl-tRNA synthetase	0.00040711800000000004	0.0	0.00044854199999999996	0.00043073300000000004	0.000391124	0.000456786	0.000329769	0.000534575	0.00047774199999999997	0.000475149	0.0005453999999999999	0.000445442	0.00047779800000000004	0.000444524	0.000545894	0.0004966419999999999	0.0	0.000418279	0.000422138	0.000424842	0.000634516	0.0003747	0.00046007800000000005	0.00041531900000000004	0.00041853	0.00044654199999999997	0.000550914	0.000539179	0.0008441939999999999	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	AARS alaS; alanyl-tRNA synthetase
K01873	K01873: valyl-tRNA synthetase	0.000469491	0.0	0.00048543	0.000390273	0.000432055	0.000385857	0.00022568799999999998	0.000494151	0.000475641	0.00045329800000000004	0.000532417	0.000430298	0.000518425	0.000493081	0.000541139	0.00044740599999999996	0.0	0.000535071	0.00042069599999999997	0.000478102	0.0007337689999999999	0.000383896	0.00047109	0.000456643	0.000454482	0.000486667	0.000582348	0.000620633	0.000783712	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	VARS valS; valyl-tRNA synthetase
K01874	K01874: methionyl-tRNA synthetase	0.0005351080000000001	0.0	0.000581969	0.000619248	0.00056713	0.000562706	0.000418807	0.000641535	0.000664935	0.0005884999999999999	0.000708416	0.000631107	0.000835013	0.000597447	0.00067392	0.000544786	0.0	0.00075989	0.000592467	0.0005439080000000001	0.000644824	0.000499205	0.000628531	0.000541756	0.000575424	0.00049576	0.0006864260000000001	0.000835346	0.00079768	Metabolism	Metabolism of other amino acids	Selenocompound_metabolism	MARS metG; methionyl-tRNA synthetase
K01875	K01875: seryl-tRNA synthetase	0.000639465	0.0	0.0006693360000000001	0.000731212	0.000605639	0.000587204	0.000470914	0.000704385	0.0007357689999999999	0.000688971	0.000736098	0.000624077	0.000625844	0.000642397	0.00070174	0.000595014	0.0	0.0007366	0.000638014	0.000581135	0.0008302489999999999	0.000585529	0.0006589160000000001	0.000686106	0.000630997	0.0006746460000000001	0.000694176	0.000867412	0.00127045	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	SARS serS; seryl-tRNA synthetase
K01876	K01876: aspartyl-tRNA synthetase	0.000603411	0.0	0.000603175	0.000572364	0.00062496	0.000565884	0.000454474	0.000686662	0.000680011	0.000649931	0.0007116889999999999	0.0006661610000000001	0.000652345	0.000657547	0.000758208	0.000622101	0.0	0.000681565	0.0006475130000000001	0.000645388	0.000849646	0.000532941	0.000748498	0.000602756	0.0006630439999999999	0.000606192	0.0008468	0.000956313	0.00121699	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	DARS aspS; aspartyl-tRNA synthetase
K01878	K01878: glycyl-tRNA synthetase alpha chain	0.000128708	0.0	0.000140269	0.000122128	0.000115722	0.000203853	0.000152451	9.14e-05	0.00011265799999999999	8.950000000000001e-05	0.000115119	9.75e-05	0.000181073	7.94e-05	5.8299999999999994e-05	8.149999999999999e-05	0.0	0.00032701700000000003	0.000106905	8.32e-05	6.94e-05	5.3700000000000004e-05	5.660000000000001e-05	6.42e-05	8.640000000000001e-05	0.000140036	3.82e-05	7.159999999999999e-05	0.00111742	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	glyQ; glycyl-tRNA synthetase alpha chain
K01879	K01879: glycyl-tRNA synthetase beta chain	8.87e-05	0.0	9.470000000000001e-05	6.97e-05	7.11e-05	0.00019623900000000002	0.000188695	5.7999999999999994e-05	5.6899999999999994e-05	7.09e-05	4.8e-05	6.4e-05	0.00016429200000000002	6.95e-05	2.8600000000000004e-05	4.8e-05	0.0	0.00018763099999999998	6.879999999999999e-05	4.1e-05	6.13e-05	4.29e-05	3.21e-05	7.020000000000001e-05	5.44e-05	0.00011366700000000001	3.4399999999999996e-05	4.270000000000001e-05	0.00019803599999999999	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	glyS; glycyl-tRNA synthetase beta chain
K01880	K01880: glycyl-tRNA synthetase	0.00039674199999999995	0.0	0.000397225	0.00038625599999999997	0.000491053	0.00029947599999999996	0.00023587	0.0005463919999999999	0.000531795	0.000498423	0.000580755	0.00046263	0.000386761	0.000521687	0.000540178	0.000479419	0.0	0.000392975	0.000456915	0.00052621	0.0006177169999999999	0.000473053	0.000523144	0.000499054	0.00043364	0.000521496	0.000542194	0.000655552	0.000292105	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	GARS glyS1; glycyl-tRNA synthetase
K01881	K01881: prolyl-tRNA synthetase	0.0005741780000000001	0.0	0.000530973	0.000598518	0.0005802709999999999	0.000516079	0.00043343300000000005	0.000655639	0.0006703060000000001	0.000580569	0.000620527	0.000581905	0.000633685	0.0006154019999999999	0.000699838	0.00062548	0.0	0.000623804	0.000605146	0.00054929	0.000692615	0.000486806	0.000652224	0.000676163	0.000575914	0.000559919	0.0006796110000000001	0.0007895760000000001	0.00150499	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	PARS proS; prolyl-tRNA synthetase
K01883	K01883: cysteinyl-tRNA synthetase	0.000549577	0.0	0.000640171	0.000529294	0.000507188	0.000570797	0.00042606400000000003	0.0006556289999999999	0.000618098	0.000593491	0.000614636	0.0005987119999999999	0.000626493	0.000591723	0.000657125	0.0005773530000000001	0.0	0.000622956	0.000628255	0.000584235	0.000661865	0.00047649	0.00061975	0.000601076	0.000574319	0.000586219	0.0006434619999999999	0.000736388	0.000578146	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	CARS cysS; cysteinyl-tRNA synthetase
K01885	K01885: glutamyl-tRNA synthetase	0.000587017	0.0	0.000709478	0.0006923869999999999	0.0006386769999999999	0.0007173489999999999	0.000577418	0.0008052999999999999	0.00087586	0.000724191	0.000737503	0.000764088	0.000701291	0.0007377789999999999	0.0008110239999999999	0.0006959310000000001	0.0	0.0006019819999999999	0.000677301	0.000690388	0.000939325	0.00064943	0.0006914060000000001	0.000743277	0.0007111239999999999	0.000626694	0.000750349	0.000962686	0.000746566	Metabolism	Metabolism of cofactors and vitamins	Porphyrin_and_chlorophyll_metabolism	EARS gltX; glutamyl-tRNA synthetase
K01886	K01886: glutaminyl-tRNA synthetase	0.000300872	0.0	0.000295789	0.000338039	0.000270853	0.000270249	0.0001949	0.000439737	0.000383162	0.000363835	0.00037299800000000004	0.0003125	0.000278263	0.000354902	0.000391897	0.000391953	0.0	0.00023795200000000001	0.000338925	0.00038350300000000004	0.000524233	0.000292881	0.000496591	0.00040721199999999995	0.000349101	0.00035662199999999996	0.000554783	0.000471888	0.000476446	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	QARS glnS; glutaminyl-tRNA synthetase
K01887	K01887: arginyl-tRNA synthetase	0.000492633	0.0	0.000516423	0.000536392	0.000480855	0.000459647	0.00044628699999999996	0.000602083	0.0006929	0.000519464	0.000607382	0.000552909	0.000701985	0.000571234	0.0006663530000000001	0.000559548	0.0	0.000530583	0.000500813	0.000566923	0.000794652	0.0004893219999999999	0.0006037519999999999	0.000568094	0.000593139	0.000499566	0.000662699	0.0007707360000000001	0.000123574	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	RARS argS; arginyl-tRNA synthetase
K01889	K01889: phenylalanyl-tRNA synthetase alpha chain	0.000618747	0.0	0.0006076230000000001	0.0006774880000000001	0.000663675	0.000513614	0.000588083	0.000747112	0.00071839	0.000715128	0.000731212	0.000671533	0.000674085	0.000625145	0.000773881	0.000664525	0.0	0.000595213	0.00068733	0.000649871	0.0009404060000000001	0.00059776	0.00070451	0.000706742	0.0006966769999999999	0.000538416	0.00059337	0.000808492	0.00100265	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	FARSA pheS; phenylalanyl-tRNA synthetase alpha chain
K01890	K01890: phenylalanyl-tRNA synthetase beta chain	0.000496418	0.0	0.00042927199999999997	0.00044513699999999996	0.00042805699999999997	0.000453666	0.000424469	0.000577308	0.00050733	0.000471791	0.00052124	0.000464871	0.000479618	0.000505725	0.000560908	0.00047323300000000004	0.0	0.000471558	0.00046668	0.000462195	0.000654459	0.000364136	0.000509468	0.000462234	0.0004466	0.000503231	0.000566724	0.0006260780000000001	0.000454241	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	FARSB pheT; phenylalanyl-tRNA synthetase beta chain
K01892	K01892: histidyl-tRNA synthetase	0.000651354	0.0	0.000644265	0.000475526	0.000567224	0.000580467	0.00045109699999999997	0.0007081510000000001	0.000657988	0.000641157	0.000700494	0.000565495	0.000649752	0.000613343	0.000696663	0.000649091	0.0	0.000648865	0.000529968	0.000549315	0.000803644	0.000528077	0.000668258	0.000584495	0.00063615	0.000606466	0.000728989	0.0007475060000000001	0.0006214430000000001	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	HARS hisS; histidyl-tRNA synthetase
K01893	K01893: asparaginyl-tRNA synthetase	0.00053411	0.0	0.00047576599999999997	0.000446725	0.00042620300000000005	0.00042326800000000003	0.000501238	0.000540543	0.000507989	0.000472382	0.000589826	0.000544441	0.000518161	0.000519832	0.000609336	0.000453044	0.0	0.000565863	0.000513439	0.000524065	0.0005652	0.000441198	0.000516308	0.00047820699999999997	0.000444044	0.000476164	0.000447446	0.000600252	0.000611349	Genetic Information Processing	Translation	Aminoacyl-tRNA_biosynthesis	NARS asnS; asparaginyl-tRNA synthetase
K01894	K01894: glutamyl-Q tRNA(Asp) synthetase	5.7600000000000004e-05	0.0	7.62e-05	3.8799999999999994e-05	6.07e-05	1.51e-05	6.27e-05	5.539999999999999e-05	4.39e-05	3.9899999999999994e-05	7.730000000000001e-05	8.25e-05	4.14e-05	3.59e-05	5.539999999999999e-05	5.7600000000000004e-05	0.0	5.3e-05	3.3799999999999995e-05	3.4200000000000005e-05	3.59e-05	2.8300000000000003e-05	5.4600000000000006e-05	4.35e-05	2.33e-05	1.64e-05	0.0	2.3199999999999998e-05	0.000321287	None	None	None	None
K01895	K01895: acetyl-CoA synthetase	0.000103132	0.0	0.000190578	0.000122698	0.00013776	6.0299999999999995e-05	9.22e-05	0.000191609	0.000275542	0.000180428	0.000224865	0.000152974	5.8399999999999997e-05	0.00026577400000000003	0.00023804900000000002	0.000188651	0.0	0.00017356900000000002	0.000274359	0.000129207	0.000209019	8.1e-05	0.00017916700000000001	0.00016481200000000002	0.000151507	7.929999999999999e-05	0.000245102	0.000269778	0.000434892	Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	ACSS acs; acetyl-CoA synthetase
K01896	K01896: medium-chain acyl-CoA synthetase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2e-05	1.4099999999999999e-05	0.0	1.07e-05	8.99e-06	0.0	0.0	3.08e-06	6.38e-06	0.0	0.0	8.93e-06	0.0	0.0	0.0	0.0	7.89e-06	4.06e-06	0.0	0.0	5.98e-06	0.0	Metabolism	Carbohydrate metabolism	Butanoate_metabolism	ACSM; medium-chain acyl-CoA synthetase
K01897	K01897: long-chain acyl-CoA synthetase	0.000472606	0.0	0.000619296	0.00038774800000000004	0.000253302	0.00030196	0.000245112	0.000584544	0.000458003	0.000615941	0.000629307	0.000325694	0.000390539	0.000557326	0.000743853	0.000628357	0.0	0.000484919	0.000571436	0.000531006	0.000976359	0.000474184	0.000751641	0.0006406630000000001	0.000605038	0.00042004699999999994	0.0007899819999999999	0.00115925	0.000349585	Metabolism	Lipid metabolism	Fatty_acid_biosynthesis	ACSL fadD; long-chain acyl-CoA synthetase
K01899	K01899: succinyl-CoA synthetase alpha subunit	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.85e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Metabolism	Carbohydrate metabolism	Citrate_cycle_TCA_cycle	LSC1; succinyl-CoA synthetase alpha subunit
