ID	NAME	ERR688513.kegg.e-15.m8-hit-keg-cat	ERR688523.kegg.e-15.m8-hit-keg-cat	ERR688534.kegg.e-15.m8-hit-keg-cat	ERR688548.kegg.e-15.m8-hit-keg-cat	ERR688557.kegg.e-15.m8-hit-keg-cat	ERR688560.kegg.e-15.m8-hit-keg-cat	ERR688561.kegg.e-15.m8-hit-keg-cat	ERR688574.kegg.e-15.m8-hit-keg-cat	ERR688580.kegg.e-15.m8-hit-keg-cat	ERR688581.kegg.e-15.m8-hit-keg-cat	ERR688589.kegg.e-15.m8-hit-keg-cat	ERR688613.kegg.e-15.m8-hit-keg-cat	ERR688615.kegg.e-15.m8-hit-keg-cat	ERR688623.kegg.e-15.m8-hit-keg-cat	ERR688627.kegg.e-15.m8-hit-keg-cat	ERR688632.kegg.e-15.m8-hit-keg-cat	ERR688635.kegg.e-15.m8-hit-keg-cat	ERR688638.kegg.e-15.m8-hit-keg-cat	ERR688642.kegg.e-15.m8-hit-keg-cat	ERR688650.kegg.e-15.m8-hit-keg-cat	ERR710424.kegg.e-15.m8-hit-keg-cat	ERR710426.kegg.e-15.m8-hit-keg-cat	ERR710427.kegg.e-15.m8-hit-keg-cat	ERR710428.kegg.e-15.m8-hit-keg-cat	ERR710429.kegg.e-15.m8-hit-keg-cat	ERR710430.kegg.e-15.m8-hit-keg-cat	ERR710431.kegg.e-15.m8-hit-keg-cat	ERR710432.kegg.e-15.m8-hit-keg-cat	mock_even_lc-hit-keg-cat
K00448	K00448: protocatechuate 3,4-dioxygenase, alpha subunit	0	0	1.56493e-05	0	2.15796e-05	0	0	0	0	0	0	0	0	0	0	0	0	3.88562e-05	0	0	0	0	0	0	0	0	0	0	0
K00446	K00446: catechol 2,3-dioxygenase	0	0	1.01721e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.52566e-05	0	0	0	0	0	0	7.35e-06	0	0	0	0
K00117	K00117: quinoprotein glucose dehydrogenase	4.67483e-05	0	2.79906e-05	1.39474e-05	3.94165e-05	1.75617e-05	3.46905e-05	0	9.92938e-06	7.37212e-06	0	1.82459e-05	4.91472e-06	0	0	2.30565e-06	0	6.08958e-05	9.45928e-06	9.82007e-06	2.1908e-05	0	0	0	1.47224e-05	1.722e-05	0	1.35245e-05	0
K00116	K00116: malate dehydrogenase (acceptor)	3.43856e-05	0	3.37665e-05	1.57165e-05	4.4071e-05	3.82264e-05	3.90906e-05	0	4.66488e-06	1.22765e-05	0	3.40632e-05	7.70513e-06	0	0	7.96372e-06	0	6.37816e-05	1.06591e-05	2.06667e-05	0	0	7.47048e-06	4.0797e-06	8.50634e-06	8.14776e-06	0	0	0.000650029
K00111	K00111: glycerol-3-phosphate dehydrogenase	0.000392475	0	0.000413113	0.000338266	0.000350942	0.000366853	0.000219479	0.000386383	0.000444248	0.000364096	0.000402799	0.000375413	0.000351931	0.000379864	0.000322205	0.000401429	0	0.000168108	0.000339623	0.00039701	0.000309938	0.000340622	0.000263039	0.000357333	0.00031536	0.000387168	0.000449956	0.000290221	0.000260311
K00442	K00442: coenzyme F420 hydrogenase delta subunit	0	0	0	0	0	0	0	0	1.67876e-05	1.24641e-05	1.3233e-05	0	0	1.38508e-05	1.14726e-05	1.17779e-05	0	0	4.81848e-05	0	0	0	0	0	1.49809e-05	0	0	2.35237e-05	0
K10189	K10189: lactose/L-arabinose transport system permease protein	0.000190179	0	0.000227516	0.000284965	0.000284979	0.000266008	0.000310364	0.000209207	0.000264169	0.000215336	0.00018848	0.000264342	0.000253853	0.000196684	0.000175697	0.000130617	0	8.2022e-05	0.000110864	0.000208124	0.000173949	0.000246617	0.000206415	0.000178215	0.000228244	0.000293272	0.000197488	0.000158912	0
K00112	K00112: glycerol-3-phosphate dehydrogenase subunit B	1.04036e-05	0	3.85344e-05	8.83581e-06	2.14251e-05	2.19663e-05	2.19767e-05	1.3166e-05	1.88561e-05	2.77528e-05	9.89319e-06	1.7263e-05	2.93869e-05	1.53789e-05	2.55453e-05	4.33328e-05	0	3.8578e-05	1.19994e-05	1.24076e-05	7.53527e-05	1.93905e-05	3.53717e-05	3.52326e-05	3.36401e-05	1.09868e-05	1.42467e-05	1.76287e-05	2.65807e-06
K01539	K01539: Na+/K+-exchanging ATPase alpha subunit	0	0	3.20065e-06	0	0	4.19961e-06	0	4.81426e-06	2.37446e-06	1.75976e-06	5.72053e-06	6.60226e-06	1.28795e-05	1.80313e-06	3.11331e-06	3.66195e-06	0	0	2.81488e-06	4.26228e-06	0	2.42959e-06	2.08523e-06	0	0	0	0	6.15197e-06	0
K01530	K01530: phospholipid-translocating ATPase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.12279e-06	0	0	0	0	1.21095e-06	0	1.53125e-06	0	0	0	0
K01531	K01531: Mg2+-importing ATPase	0.000126751	0	0.000152455	9.92853e-05	0.000169976	0.000140695	0.000317561	9.55672e-05	7.8695e-05	9.79502e-05	8.91645e-05	7.59602e-05	0.000160802	0.000183527	0.000117085	9.69811e-05	0	0.00024326	0.000131993	0.000129767	0.000187248	0.000138218	0.000118806	0.000149076	0.000122909	0.000219641	0.000126655	0.000189312	5.30287e-05
K04720	K04720: threonine-phosphate decarboxylase	0.000423357	0	0.000423601	0.000447042	0.000429345	0.000416549	0.000377291	0.000355728	0.00047534	0.000348453	0.000314971	0.000504726	0.000392027	0.000376502	0.000296618	0.000364637	0	0.00017747	0.000377276	0.000423249	0.000233421	0.000458302	0.000373421	0.000426914	0.000417952	0.000567238	0.000408894	0.000390206	0.000379439
K01533	K01533: Cu2+-exporting ATPase	0.000813602	0	0.000798695	0.000736706	0.000650686	0.000694346	0.000545838	0.000765003	0.000760489	0.000740585	0.000739267	0.000691073	0.000855754	0.000762235	0.000832589	0.000717656	0	0.000616099	0.000695317	0.000694834	0.000810163	0.000605205	0.000712901	0.000720582	0.000657716	0.000619974	0.000829857	0.000845054	0.0010057
K01534	K01534: Zn2+-exporting ATPase	0.000585486	0	0.000607915	0.000558373	0.000585933	0.000570517	0.000405457	0.00060806	0.000566734	0.000519231	0.000586994	0.000611558	0.000597519	0.000618457	0.000633925	0.00055149	0	0.000566952	0.000629439	0.000567172	0.000841738	0.000488692	0.000633581	0.000574797	0.000610306	0.000587819	0.000736145	0.000671644	0.000338382
K01535	K01535: H+-transporting ATPase	4.12013e-06	0	3.64509e-06	1.24374e-05	4.21857e-06	2.26593e-05	0	1.02578e-05	8.85438e-06	2.19133e-06	1.16643e-05	1.65352e-05	3.63298e-06	1.04869e-05	8.06808e-06	1.41621e-05	0	1.66465e-05	5.62345e-06	1.11762e-05	1.17758e-05	5.3585e-06	1.24974e-05	7.1132e-06	1.31691e-05	1.03101e-05	6.66868e-06	8.27147e-06	0
K01536	K01536: Na+-exporting ATPase	0	0	2.98356e-06	0	0	0	0	1.6979e-06	0	0	3.85092e-06	2.27564e-06	3.89898e-06	0	0	0	0	0	0	0	0	0	0	1.9479e-06	2.21886e-06	0	0	0	0
K01537	K01537: Ca2+-transporting ATPase	0.000473176	0	0.000381899	0.00032347	0.000408417	0.000339939	0.000327765	0.000463078	0.000426456	0.000372524	0.000447074	0.000345223	0.000433287	0.000527213	0.000510351	0.00050162	0	0.000506277	0.000495942	0.000392347	0.000704095	0.000423114	0.000428582	0.000479971	0.000410875	0.000442428	0.000420204	0.00057176	0.000250925
K14358	K14358	0	0	0	0	0	0	0	3.6278e-06	6.07294e-06	4.50889e-06	9.90532e-06	1.13415e-05	0	5.01053e-06	4.35072e-06	1.30769e-05	0	0	1.18067e-05	0	0	6.40215e-06	0	0	0	0	0	8.28074e-06	0
K14351	K14351	1.98945e-05	0	2.05151e-05	7.77775e-06	9.42975e-06	0	1.93451e-05	1.221e-05	2.21484e-05	8.22208e-06	8.72929e-06	1.03169e-05	8.83824e-06	1.07121e-05	1.13521e-05	7.76945e-06	0	0	5.27494e-06	1.09088e-05	0	5.67585e-06	7.81523e-06	1.33448e-05	1.48235e-05	9.67118e-06	1.25108e-05	7.75885e-06	0
K00413	K00413: ubiquinol-cytochrome c reductase cytochrome c1 subunit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000256836
K05777	K05777: putative thiamine transport system substrate-binding protein	4.27935e-05	0	5.68565e-05	4.64213e-05	5.6853e-05	3.62847e-05	4.70471e-05	3.16307e-05	4.56181e-05	3.41041e-05	4.11872e-05	1.86166e-05	4.08702e-05	2.72093e-05	3.52857e-05	3.62957e-05	0	6.13846e-05	3.13579e-05	4.61647e-05	0	4.01401e-05	1.38869e-05	4.21957e-05	4.11599e-05	8.11604e-05	0	6.50261e-05	0
K03972	K03972: phage shock protein E	3.79052e-05	0	2.83049e-05	3.21931e-05	7.91074e-05	7.8745e-05	8.00718e-05	1.62127e-05	2.29188e-05	1.70162e-05	1.83856e-05	2.13514e-05	0	1.9244e-05	1.59398e-05	1.6364e-05	0	0.000142441	2.18337e-05	2.29761e-05	9.30604e-05	2.39089e-05	0	1.87377e-05	0	0	0	0	0
K03973	K03973: phage shock protein C	0.000110058	0	0.000169373	0.000230087	0.000266628	0.000150216	0.000240387	8.71568e-05	0.000151523	8.34092e-05	7.60096e-05	0.000189825	6.21294e-05	0.000121011	0.000100234	8.34348e-05	0	0.000180697	9.59759e-05	0.000112064	6.41208e-05	9.40954e-05	7.73173e-05	7.32749e-05	7.78002e-05	8.72446e-05	3.63117e-05	5.97639e-05	0
K03970	K03970: phage shock protein B	5.89066e-05	0	8.79747e-05	5.00298e-05	0.000121312	6.29941e-05	0.000124436	0	3.5617e-05	2.6444e-05	0	3.31812e-05	0	0	0	0	0	0.000218435	3.39307e-05	3.50852e-05	0	0	0	0	3.17837e-05	0	0	0	0
K03971	K03971: phage shock protein D	5.44886e-05	0	8.13766e-05	4.62776e-05	0.000112214	5.82696e-05	0.000115103	0	3.29457e-05	2.44607e-05	0	3.06927e-05	0	0	0	0	0	0.000202052	3.13859e-05	0	0	0	0	0	3.22191e-05	0	0	0	0.000928774
K03976	K03976: putative transcription regulator	0.000949294	0	0.000765919	0.000977828	0.000950926	0.000887849	0.000666228	0.00101011	0.00120767	0.00101169	0.00116004	0.00103787	0.000966126	0.00108106	0.00114676	0.000992523	0	0.000783675	0.00101108	0.000979635	0.0009501	0.00105149	0.00110042	0.000984425	0.00104189	0.000906161	0.000996593	0.000926615	0.000418298
K03977	K03977: GTP-binding protein	0.000619758	0	0.000578944	0.000589823	0.0005031	0.000629634	0.000407122	0.000738591	0.000632259	0.00066891	0.000751124	0.000688885	0.000561494	0.000633893	0.000723496	0.000650377	0	0.000535821	0.000661943	0.000587725	0.000830481	0.000517719	0.000619838	0.000626852	0.000620833	0.000458209	0.000778535	0.000844142	0.00082812
K03974	K03974: psp operon transcriptional activator	3.95797e-05	0	2.89322e-05	1.14266e-05	2.74966e-05	1.43876e-05	2.84206e-05	5.06087e-06	1.59326e-05	1.70878e-05	5.73915e-06	1.50417e-05	0	6.0071e-06	4.97568e-06	1.00655e-05	0	4.95103e-05	7.74963e-06	7.75018e-06	0	7.46327e-06	0	1.18987e-05	7.25927e-06	0	0	0	1.00341e-05
K03975	K03975: membrane-associated protein	0.000284658	0	0.000217379	0.000210506	0.000320499	0.000254724	0.000282344	0.000185129	0.000225994	0.00019591	0.000151666	0.000216038	0.000218884	0.000161321	0.000139445	0.000179865	0	0.000520527	0.000219363	0.00019541	0.000189952	0.00015285	0.000121956	0.000157798	0.000214426	0.000118259	0.000158062	0.000278798	8.3004e-06
K03978	K03978: GTP-binding protein	0.000726538	0	0.000731375	0.000740738	0.000657822	0.000862092	0.000859849	0.000918922	0.000902725	0.000885683	0.000992302	0.000869024	0.000832742	0.000806506	0.000995238	0.000829079	0	0.000673893	0.000808875	0.000738639	0.000945785	0.00075526	0.000897504	0.00083214	0.000878958	0.000757588	0.000970348	0.00085263	6.60264e-06
K03979	K03979: GTP-binding protein	0.000602265	0	0.000617637	0.000497484	0.000518272	0.000504496	0.000524208	0.000740955	0.000675188	0.000635276	0.000744792	0.000613381	0.000638651	0.000614485	0.000687968	0.000597705	0	0.000543052	0.000632407	0.000618707	0.000706427	0.000577054	0.0006687	0.000584227	0.000585379	0.000609745	0.000736558	0.000765312	0.000409778
K13378	K13378	4.75733e-05	0	7.76261e-05	5.59009e-05	1.50247e-05	7.76928e-06	3.07714e-05	8.70069e-05	7.97014e-05	8.8008e-05	7.44403e-05	4.09236e-06	0	5.80059e-05	9.55529e-05	9.0983e-05	0	0.000119644	9.08031e-05	9.28795e-05	0.000159803	6.65367e-05	8.08136e-05	6.4514e-05	6.66585e-05	2.45454e-05	8.99094e-05	0.000160164	8.60144e-05
K13370	K13370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.90112e-06	0	0	0	0	0	0	1.05949e-05	0	8.11249e-06	9.6393e-06	0	0	0	0
K02372	K02372: 3R-hydroxymyristoyl ACP dehydrase	0.000999355	0	0.00107639	0.0010936	0.000854866	0.0011783	0.000915927	0.000931414	0.00105929	0.000803814	0.000847283	0.00109257	0.000965811	0.000923051	0.000926472	0.000869835	0	0.000913735	0.000922003	0.000998216	0.000895985	0.00100431	0.000997244	0.000983645	0.00102996	0.000972666	0.00123299	0.000956607	0.00131422
K02371	K02371: enoyl-[acyl carrier protein] reductase II	0.00069175	0	0.000568149	0.000587225	0.000384487	0.000531563	0.000409231	0.000506626	0.000569092	0.000492238	0.000463275	0.000540085	0.000452799	0.000470135	0.000478116	0.00056632	0	0.000356177	0.000503292	0.000554894	0.000402317	0.000559739	0.000486602	0.000601235	0.000570921	0.000513081	0.00058652	0.000538694	0.000109489
K02377	K02377: GDP-L-fucose synthase	0.000154209	0	0.000170187	0.000158181	5.28875e-05	6.99633e-05	7.99283e-05	0.000176339	0.000186885	0.000233814	0.000138589	0.000117599	5.06596e-05	0.000127054	0.000179978	0.000234355	0	0.00023436	0.000184268	0.000236535	0.000271958	0.00014051	0.000210824	0.000246006	0.000226718	0.000207315	0.000307926	0.000232863	0.000207731
K02379	K02379: FdhD protein	0.000142538	0	0.000106876	6.69389e-05	0.000115329	8.50732e-05	0.000168944	5.9543e-05	8.49465e-05	7.95691e-05	6.60194e-05	9.77163e-05	7.6382e-05	4.64611e-05	4.55729e-05	7.32693e-05	0	5.57551e-05	0.000112738	0.000111618	0.000154695	4.92111e-05	8.02888e-05	2.93072e-05	9.5799e-05	6.36065e-05	2.0535e-05	6.55716e-05	4.23608e-07
K12355	K12355: coniferyl-aldehyde dehydrogenase	0	0	0	7.38964e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.71263e-06	0	0	0	0	0	0
K03394	K03394: cobalt-factor-2 C20-methyltransferase	0.000336237	0	0.000333954	0.000315405	0.000332605	0.000344457	0.000308049	0.000300388	0.000361213	0.000334138	0.000188581	0.000357371	0.000392862	0.000307626	0.000257851	0.00028363	0	0.000238027	0.000410667	0.000322017	0.000181176	0.000453914	0.00029026	0.000336041	0.000292448	0.000416843	0.000199187	0.000236934	0
K03392	K03392: aminocarboxymuconate-semialdehyde decarboxylase	0	0	0	0	0	0	0	0	0	0	6.5746e-06	0	0	0	5.7e-06	5.85169e-06	0	0	1.58916e-05	8.21616e-06	0	0	5.88617e-06	6.70053e-06	7.44304e-06	0	0	0	0
K03390	K03390: heterodisulfide reductase subunit C	3.18182e-05	0	0.000132947	0.000155876	0.000198611	0.000138214	6.72136e-05	0.000151648	0.000189395	0.000188307	0.000335229	0.000187381	5.21723e-05	0.000135131	0.000240265	0.000167044	0	3.28541e-05	0.000155259	9.46564e-05	0.000152904	0.000119233	0.00010945	0.000146716	0.000159232	6.7204e-05	9.85316e-05	0.000185717	0
K03391	K03391: pentachlorophenol monooxygenase	0	0	5.87557e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03399	K03399: precorrin-6Y C5,15-methyltransferase	3.99925e-05	0	3.18437e-05	1.7799e-05	2.23311e-05	9.0977e-05	4.38488e-05	1.77563e-05	2.54802e-05	6.55889e-05	2.00849e-05	2.4311e-05	8.16233e-05	2.10226e-05	8.49621e-06	1.76123e-05	0	0.000118743	2.39736e-05	3.79459e-05	4.9603e-05	1.29889e-05	9.20802e-06	0	3.43814e-05	4.49216e-05	0	3.51766e-05	0
K12136	K12136: hydrogenase-4 component A	0.000122305	0	5.9726e-05	5.09479e-05	0.000146318	6.53956e-05	0.00012918	0	4.8942e-05	3.64285e-05	9.98831e-06	3.37901e-05	7.71927e-05	2.09094e-05	0	8.48228e-06	0	0.000185369	4.6742e-05	1.19097e-05	0	0	0	0	1.0789e-05	2.21321e-05	0	0	3.58221e-07
K12137	K12137: hydrogenase-4 component B	3.23572e-05	0	1.93254e-05	1.65195e-05	2.00283e-05	1.37919e-05	0	1.96067e-05	2.89942e-05	1.80762e-05	2.67365e-05	2.70059e-05	1.87167e-05	2.72758e-05	1.90131e-05	2.99525e-05	0	2.40359e-05	1.8861e-05	7.79964e-06	1.60547e-05	1.69572e-05	2.02162e-05	1.713e-05	1.48205e-05	6.84024e-06	2.67651e-05	2.86844e-05	3.25139e-06
K06610	K06610: MFS transporter, SP family, inositol transporter	1.98372e-05	0	3.80376e-05	1.7546e-05	2.09078e-05	4.29035e-05	2.10715e-05	1.2875e-05	6.24564e-06	1.3593e-05	9.84629e-06	1.72558e-05	3.88502e-05	2.02583e-05	1.69265e-05	1.29951e-05	0	3.69891e-05	4.06003e-05	1.8246e-05	0	1.28043e-05	0	1.00468e-05	0	5.34202e-05	0	1.75033e-05	0.000159235
K06611	K06611: stachyose synthetase	0	0	3.75007e-06	0	0	5.37667e-06	0	4.05318e-06	3.03647e-06	2.25704e-06	2.2982e-06	0	0	2.50816e-06	4.15501e-06	0	0	0	0	2.99458e-06	0	3.11256e-06	0	4.88435e-06	5.4256e-06	5.30967e-06	0	4.08541e-06	0
K12138	K12138: hydrogenase-4 component C	8.2835e-05	0	6.16635e-05	4.69576e-05	5.6345e-05	2.95629e-05	2.85971e-05	1.18578e-05	5.00849e-05	3.70475e-05	2.01706e-05	3.87626e-05	5.42002e-05	3.49633e-05	2.29701e-05	2.95782e-05	0	7.52991e-05	5.59644e-05	1.64653e-05	3.33835e-05	1.74867e-05	1.7886e-05	2.02747e-05	2.22203e-05	2.97959e-05	1.92722e-05	2.37893e-05	0
K12139	K12139: hydrogenase-4 component D	2.68327e-05	0	6.79555e-06	7.72904e-06	1.87414e-05	2.42589e-05	0	0	1.64169e-05	8.17059e-06	0	5.12613e-06	8.63861e-06	0	1.10099e-05	0	0	6.73162e-05	5.24191e-06	0	0	0	7.70248e-06	0	4.82956e-06	0	0	0	1.11809e-05
K11444	K11444: two-component system, PleD family, response regulator WspR	0	0	0	0	0	0	0	0	0	5.84138e-06	6.20173e-06	0	0	6.4527e-06	5.37672e-06	0	0	0	0	1.52323e-05	0	0	0	0	0	0	0	0	7.845e-06
K11441	K11441: dehydrogluconokinase	0	0	0	0	0	0	0	0	0	6.19259e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000123307
K11440	K11440: choline dehydrogenase	0	0	0	0	0	0	0	9.1146e-06	0	4.8678e-06	1.03362e-05	6.108e-06	0	1.62282e-05	8.96117e-06	4.59983e-06	0	0	0	6.45847e-06	0	6.72066e-06	0	0	0	0	0	9.18709e-06	0
K11115	K11115: cell division control protein 13	0	0	0	0	0	0	0	0	0	0	0	2.65738e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11442	K11442: putative uridylyltransferase	0	0	0	0	0	0	0	0	0	4.99198e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	5.36042e-06	0	0	1.50763e-05	9.3499e-06	0
K00612	K00612: carbamoyltransferase	0	0	0	0	0	0	3.00255e-05	1.8081e-05	4.31368e-06	1.62088e-05	7.6518e-06	4.45628e-06	0	1.11694e-05	3.02722e-06	6.22561e-06	0	0	4.10945e-06	4.28433e-06	0	4.45826e-06	1.87683e-05	1.05941e-05	7.91865e-06	0	0	1.88485e-05	0
K00613	K00613: glycine amidinotransferase	1.14112e-05	0	1.70422e-05	9.74265e-06	3.53123e-05	1.22673e-05	2.41054e-05	4.82115e-06	6.93594e-06	5.20441e-06	1.0906e-05	6.46161e-06	3.30972e-05	2.28303e-05	4.73999e-06	9.70679e-06	0	0	4.61145e-05	6.83237e-06	0	7.10975e-06	4.8948e-06	5.57201e-06	6.18946e-06	2.42943e-05	3.12608e-05	1.93871e-05	0
K00610	K00610: aspartate carbamoyltransferase regulatory subunit	0.000781971	0	0.000606499	0.000801322	0.000754689	0.000554853	0.000705709	0.000733033	0.000786302	0.000699642	0.000754008	0.000722392	0.000562782	0.000667187	0.000836765	0.000813299	0	0.000487355	0.000653926	0.000950386	0.000638494	0.000804481	0.000818579	0.000819222	0.000712793	0.000709687	0.00070016	0.000755431	0
K00611	K00611: ornithine carbamoyltransferase	0.000683657	0	0.000634625	0.000676839	0.000676306	0.000656441	0.000592836	0.0006633	0.000703362	0.000579043	0.000704208	0.000694023	0.000742764	0.000773394	0.000726671	0.000627184	0	0.000517712	0.000600442	0.000687862	0.00058793	0.000538304	0.000628323	0.000724007	0.000643509	0.000795061	0.000829882	0.000621437	0.000634086
K00616	K00616: transaldolase	0.00074523	0	0.000793454	0.000655975	0.000568737	0.00067608	0.000591684	0.000559662	0.000639967	0.000562021	0.000502705	0.000709696	0.000727984	0.000634658	0.000545285	0.000558164	0	0.000516827	0.000572903	0.000575129	0.000577584	0.000686518	0.00055182	0.000620718	0.000555572	0.000734518	0.000600212	0.000609716	0.00084872
K00614	K00614	0.000171217	0	0.000111897	5.28833e-05	0.000129638	9.22001e-05	0.000185011	2.9051e-05	2.39922e-05	5.89823e-05	2.15292e-05	9.6291e-06	9.11441e-05	4.64308e-05	9.33264e-06	9.58101e-06	0	0.000238487	2.28563e-05	1.01816e-05	0	1.39985e-05	1.98574e-05	1.16339e-05	4.35566e-05	6.71989e-05	0	0	0
K00615	K00615: transketolase	0.0015241	0	0.00192479	0.00164274	0.0019542	0.00199785	0.00149383	0.0019473	0.0019082	0.0018987	0.00232182	0.00204768	0.00184815	0.00240479	0.0018602	0.00175961	0	0.00184792	0.0018764	0.00175959	0.00205609	0.0020148	0.00181403	0.00163668	0.00173896	0.00206953	0.0019581	0.00176021	0.00170275
K00619	K00619: amino-acid N-acetyltransferase	2.95866e-05	0	7.79325e-05	8.37604e-06	2.03102e-05	1.05465e-05	2.08332e-05	2.59883e-05	5.96303e-06	3.33634e-05	1.98088e-05	1.11104e-05	2.67962e-05	6.17777e-06	2.56988e-05	3.30885e-05	0	3.65705e-05	5.68071e-06	3.85244e-05	5.97492e-05	3.83249e-05	1.62478e-05	1.98542e-05	1.06425e-05	2.08302e-05	0	2.35237e-05	0.000153743
K10864	K10864: DNA mismatch repair protein PMS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06376e-06	0	0	0	0	0	0	2.07592e-06	0	0	0	0	0	0
K10866	K10866: DNA repair protein RAD50	0	0	3.2946e-06	0	4.54307e-06	0	0	0	0	0	0	0	0	1.10049e-06	0	0	0	0	1.27069e-06	0	0	0	0	0	0	0	0	0	0
K01053	K01053: gluconolactonase	0	0	1.03335e-05	0	0	0	0	4.546e-06	0	6.61099e-06	0	7.79493e-06	1.42128e-05	0	0	0	0	2.26388e-05	0	0	0	9.12736e-06	0	0	0	0	0	6.9291e-06	0
K10240	K10240: cellobiose transport system substrate-binding protein	0	0	0	0	0	0	2.18723e-05	4.08026e-06	0	4.64812e-06	0	0	0	0	0	0	0	0	0	0	0	6.08492e-06	0	0	0	0	0	0	0
K10241	K10241: cellobiose transport system permease protein	0	0	1.00156e-05	0	1.40268e-05	0	0	5.48516e-06	1.6272e-05	1.24847e-05	5.55501e-06	1.40285e-05	1.35273e-05	1.4007e-05	5.52515e-06	4.9442e-06	0	0	0	6.94199e-06	0	8.2119e-06	5.88617e-06	1.90864e-05	7.56268e-06	0	0	0	2.64709e-05
K10242	K10242: cellobiose transport system permease protein	2.90635e-05	0	1.07428e-05	1.22185e-05	1.49619e-05	3.01365e-05	3.06942e-05	6.1893e-06	8.69852e-06	6.58874e-06	0	3.27421e-05	0	2.19416e-05	0	6.77335e-06	0	0	8.28669e-06	3.52706e-05	3.47056e-05	9.54667e-06	1.24014e-05	6.98798e-06	3.32625e-05	0	1.96539e-05	1.2477e-05	1.10282e-05
K10243	K10243: cellobiose transport system ATP-binding protein	7.09855e-05	0	4.45441e-05	5.91578e-05	6.00922e-05	2.47958e-05	2.44251e-05	3.43238e-05	3.49929e-05	2.54927e-05	2.79476e-05	2.61216e-05	0.000112238	2.88712e-05	9.55544e-06	2.45766e-05	0	6.54405e-05	2.70534e-05	2.08672e-05	0	3.59081e-05	1.51333e-05	2.84264e-05	3.16467e-05	3.73528e-05	3.15923e-05	3.92898e-05	1.64648e-05
K04117	K04117: cyclohexanecarboxyl-CoA dehydrogenase	0	0	8.49886e-06	9.74265e-06	0	1.19527e-05	0	4.69753e-06	0	0	0	0	1.07872e-05	5.72255e-06	4.72755e-06	0	0	0	0	0	0	1.40715e-05	4.7693e-06	0	6.03076e-06	0	0	0	0
K04116	K04116: cyclohexanecarboxylate-CoA ligase	0	0	0	0	8.1462e-06	0	1.67119e-05	0	0	0	0	0	0	3.94659e-06	0	0	0	0	4.55693e-06	0	0	0	0	0	0	0	0	0	0
K07705	K07705: two-component system, LytT family, response regulator LytT	5.35978e-05	0	2.66827e-05	3.04755e-05	0	3.81329e-05	0	4.58262e-05	3.26734e-05	8.58269e-06	8.50202e-05	3.02741e-05	8.62184e-05	3.57248e-05	6.00958e-05	3.09728e-05	0	3.33971e-05	6.20021e-05	5.42222e-05	8.69136e-05	2.1965e-05	3.88424e-05	7.12207e-05	2.92884e-05	7.6257e-05	7.34272e-05	3.01491e-05	0.000102899
K07704	K07704: two-component system, LytT family, sensor histidine kinase LytS	8.04643e-05	0	6.19238e-05	0.00011449	5.93122e-05	6.15743e-05	0.000100199	8.73764e-05	9.49176e-05	0.000115857	0.000103726	0.000105482	0.00010911	6.64982e-05	0.000119775	9.27692e-05	0	1.37217e-05	0.000122492	0.000124154	4.2132e-05	0.000126673	7.73111e-05	7.3085e-05	9.09227e-05	7.98346e-05	3.46785e-05	9.73063e-05	0
K07707	K07707: two-component system, AgrA family, response regulator AgrA	5.30185e-05	0	0.000160045	0.000152675	0.000200799	0.000245878	0.000300427	7.53924e-06	0	0.000127482	1.73206e-05	3.11708e-05	0.000223644	6.91886e-05	7.5364e-06	6.0427e-05	0	0.0003617	5.10608e-05	1.06844e-05	0	9.98515e-05	3.82797e-05	5.26237e-05	5.90583e-05	9.38893e-05	2.53409e-05	6.14372e-05	0.000191477
K07706	K07706: two-component system, AgrA family, sensor histidine kinase AgrC	5.91343e-05	0	0.000109929	2.48676e-05	0.000143031	8.4049e-05	0.000228285	1.65252e-05	0	6.16094e-05	1.40378e-05	1.65908e-05	9.49074e-05	2.9412e-05	4.02952e-06	2.89978e-05	0	0.000194714	2.89759e-05	5.98226e-06	0	4.26396e-05	3.77736e-05	2.86259e-05	3.72293e-05	3.0827e-05	2.68855e-05	4.17434e-05	0
K07701	K07701: two-component system, CitB family, sensor histidine kinase DcuS	8.02779e-06	0	1.17865e-05	6.81806e-06	1.66876e-05	8.58484e-06	1.69581e-05	0	9.76196e-06	3.60379e-06	0	4.52194e-06	7.74769e-06	0	0	0	0	3.00476e-05	4.62407e-06	4.7814e-06	0	0	0	0	8.70325e-06	8.47786e-06	0	6.80149e-06	0
