Gene,NAME,Category,SuperPathway,SubPathway,KOAnnot,ESM5GEYX,ESM5GEYY,ESM5GEZ1,ESM5MEAB,ESM5MEB9,ESM5MEC7,ESM5MEDP,ESM5MEE2,ESM5MEEJ,ESM718U9,ESM7F5AE,HSM5MD6G,HSM5MD6S,HSM67VDR,HSM67VDT,HSM6XRQC,HSM6XRTE,HSM7CZ2X,HSM7J4JV,HSMA33J1
K01103,K01103: fructose-26-bisphosphatase,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,PFKFB3; 6-phosphofructo-2-kinase / fructose-26-biphosphatase 3&#160;,0,1.64E-05,0,0,2.6E-05,0,0,0,0,0,0,0,0,0,0,0,2.26E-05,0,0,0
K03475,K03475: PTS system ascorbate-specific IIC component,Metabolism,Carbohydrate metabolism,Ascorbate_and_aldarate_metabolism,PTS-Ula-EIIC ulaA sgaT; PTS system ascorbate-specific IIC component,1.06E-05,0.000252969,6.79E-05,3.96E-05,0.000139537,3.96E-05,0,0.000132461,0,0.00011358,6.65E-05,0,0,2.42E-05,7.32E-05,0.000303061,1.82E-05,9.44E-05,0,0
K13010,K13010,Metabolism,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,per rfbE; perosamine synthetase,0.000164783,0.000199338,0.000125706,0.000146863,0.000229017,0.000170697,0.000124546,0.000267551,0.000276676,0,0.000338871,0,0.00018584,0.000160136,0.00012374,0.000176942,0.000274306,0.000125494,0,3.5E-05
K13015,K13015,Metabolism,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,wbpA; UDP-N-acetyl-D-glucosamine dehydrogenase,0,0,0,4E-05,0,3.98E-05,3.39E-05,0,0,0,0,0,0,2.62E-05,2.54E-05,7.31E-05,4.17E-05,0,5.04E-05,2.88E-05
K13920,K13920,Metabolism,Carbohydrate metabolism,Propanoate_metabolism,pduE; propanediol dehydratase small subunit,3.61E-05,3.83E-05,9.11E-05,0,6.04E-05,0,0,0,0,0,0,0,0,0,0,0,0,8.9E-05,0,7.63E-05
K13921,K13921,Metabolism,Carbohydrate metabolism,Propanoate_metabolism,pduQ; 1-propanol dehydrogenase,0,3.61E-05,2.09E-05,0,2.84E-05,0,0,2.68E-05,2.74E-05,0,0,0,0,0,0,0,0,0,0,0
K13922,K13922,Metabolism,Carbohydrate metabolism,Propanoate_metabolism,pduP; propionaldehyde dehydrogenase,2.56E-05,2.83E-05,4.79E-05,3.88E-05,4.55E-05,1.93E-05,3.22E-05,0.0001069,4.33E-05,0.000100296,5.97E-05,0,2.91E-05,5.02E-05,4.83E-05,0,5.8E-05,9.88E-05,9.2E-05,2.73E-05
K13923,K13923,Metabolism,Carbohydrate metabolism,Propanoate_metabolism,pduL; phosphate propanoyltransferase,5.98E-05,9.53E-05,0.00011061,0,5.01E-05,0,7.24E-05,0,0,0,0,0,0,5.64E-05,0,0,0,0,0,0
K00754,K00754,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,E2.4.1.-;,0.00295592,0.00268292,0.00251369,0.00293756,0.00297179,0.00386076,0.00394957,0.0042197,0.00469361,0.00158166,0.00399734,0,0.00370495,0.00351253,0.00395746,0.00201295,0.00360273,0.00229376,0.00279005,0.00264149
K00688,K00688: starch phosphorylase,Metabolism,Carbohydrate metabolism,Starch_and_sucrose_metabolism,E2.4.1.1 glgP PYG; starch phosphorylase,0.00117214,0.000759359,0.000580964,0.000770669,0.00107635,0.000727789,0.000732206,0.00097398,0.00102509,0.000718209,0.000790191,0,0.000692904,0.000806045,0.000803697,0.000882392,0.000802414,0.00057358,0.000934868,0.00108237
K07406,K07406: alpha-galactosidase,Metabolism,Carbohydrate metabolism,Galactose_metabolism,melA; alpha-galactosidase,0.000151713,9.14E-05,0.000136546,7.51E-05,0.000115188,0.000139693,3.4E-05,0.000148693,0,0.000114774,7.96E-05,0,3.07E-05,5.33E-05,0,7.23E-05,0.000101999,0.000138142,0,2.98E-05
K07407,K07407: alpha-galactosidase,Metabolism,Carbohydrate metabolism,Galactose_metabolism,E3.2.1.22B galA rafA; alpha-galactosidase,0.00132329,0.000721701,0.000588679,0.000522841,0.00104054,0.000835463,0.00100336,0.0007402,0.00107573,0.000726614,0.00114159,0,0.000913929,0.000907202,0.00116722,0.000966922,0.000805735,0.000500432,0.00108079,0.000735212
K07405,K07405: alpha-amylase,Metabolism,Carbohydrate metabolism,Starch_and_sucrose_metabolism,E3.2.1.1A; alpha-amylase,0.000253494,0.000219862,5E-05,0.00027015,0.000227272,0.000356471,0.000548898,8.64E-05,0.000243303,0.000459837,0.000339471,0,0.000339568,0.000233336,0.000410928,0.000141703,0.000375115,0.000165553,0.000308741,0.000322899
K01808,K01808: ribose 5-phosphate isomerase B,Metabolism,Carbohydrate metabolism,Pentose_phosphate_pathway,rpiB; ribose 5-phosphate isomerase B,0.00109389,0.000911132,0.000948669,0.000871109,0.000965667,0.000857063,0.00105749,0.00114888,0.00112505,0.000695902,0.000834271,0,0.00138959,0.000965935,0.00117409,0.000904643,0.00129595,0.0010157,0.00121628,0.00132566
K01803,K01803: triosephosphate isomerase (TIM),Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,TPI tpiA; triosephosphate isomerase (TIM),0.000991959,0.000767227,0.000767874,0.0010054,0.000784666,0.000940634,0.000807902,0.000566594,0.000692133,0.00104901,0.000734971,0,0.000765773,0.000762321,0.000720886,0.000904695,0.000708924,0.000662945,0.000980459,0.00085591
K01804,K01804: L-arabinose isomerase,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,araA; L-arabinose isomerase,0.000239007,0.00026389,0.00021715,0.000317702,0.000334319,0.000317603,0.000333786,0.000259122,0.000319535,0.000304828,0.000323229,0,0.000219825,0.000210224,0.000497289,0.000519246,0.00025487,0.000244068,0.000223939,0.000282825
K01805,K01805: xylose isomerase,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,xylA; xylose isomerase,0.000241801,0.000255942,0.000147396,0.000325582,0.00021495,0.00026336,0.000344858,8.99E-05,0.000255034,0.000283956,0.000175688,0,0.000312008,0.000212847,0.000310361,0.000148789,0.000272117,0.000308548,0.000356249,0.000291378
K01807,K01807: ribose 5-phosphate isomerase A,Metabolism,Carbohydrate metabolism,Pentose_phosphate_pathway,rpiA; ribose 5-phosphate isomerase A,0.000190282,0.000323793,0.000168852,0.00031742,0.000135933,0.000305834,0.0002647,0.000172833,0.000263592,0.000219619,0.000122988,0,0.000117917,0.000403943,0.000244409,0.000140487,0.000197604,0.000130416,9.77E-05,0
K10011,K10011: UDP-GlcUA decarboxylase/UDP-L-Ara4N formyltransferase,Metabolism,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,arnA pmrI; UDP-4-amino-4-deoxy-L-arabinose formyltransferase / UDP-glucuronic acid dehydrogenase (UDP-4-keto-hexauronic acid decarboxylating),1.9E-05,2.02E-05,3.51E-05,0,3.15E-05,5.4E-05,0,1.5E-05,0,3.84E-05,1.44E-05,0,0,0,1.73E-05,4.97E-05,0,2.31E-05,0,0
K10012,K10012: undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,Metabolism,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,arnC pmrF; undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,8.04E-05,8.19E-05,9.61E-05,0,6.49E-05,8.38E-05,0,0.000124886,3.25E-05,0,0.00012918,0,4.28E-05,7.38E-05,0,9.98E-05,0,0.000139688,0,0
K14268,K14268,Metabolism,Carbohydrate metabolism,Butanoate_metabolism,davT gabT; 5-aminovalerate/4-aminobutyrate aminotransferase,0,0,0,0,0,0,0,0,0,5.98E-05,0,0,0,0,0,0,0,0,0,0
K01907,K01907: acetoacetyl-CoA synthetase,Metabolism,Carbohydrate metabolism,Butanoate_metabolism,AACS acsA; acetoacetyl-CoA synthetase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01069,K01069: hydroxyacylglutathione hydrolase,Metabolism,Carbohydrate metabolism,Pyruvate_metabolism,E3.1.2.6 gloB; hydroxyacylglutathione hydrolase,0.000166094,0.000388833,0.000374382,0.000400102,0.000374117,0.000514887,0.000340152,0.000354054,0.000319735,0.000207202,0.00030196,0,0.000558054,0.000371864,0.000560175,0.000271646,0.000448268,0.000335063,0.000102088,0.00017275
K01791,K01791: UDP-N-acetylglucosamine 2-epimerase,Metabolism,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,wecB; UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing),0.00100841,0.00107827,0.000538478,0.00105962,0.00101963,0.00132591,0.00135745,0.000575381,0.001243,0.00083074,0.00126064,0,0.000567728,0.000870396,0.00131342,0.00111104,0.00115613,0.00121614,0.00122088,0.00114132
K00820,K00820: glucosamine--fructose-6-phosphate aminotransferase (isomerizing),Metabolism,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,glmS GFPT; glucosamine--fructose-6-phosphate aminotransferase (isomerizing),0.000772964,0.000688733,0.000548105,0.000730363,0.000668424,0.000700971,0.000498776,0.000665113,0.00041316,0.000379317,0.00070594,0,0.000616494,0.000583478,0.000491551,0.000753959,0.000596358,0.000490105,0.00114973,0.000829217
K00823,K00823: 4-aminobutyrate aminotransferase,Metabolism,Carbohydrate metabolism,Propanoate_metabolism,puuE; 4-aminobutyrate aminotransferase,2.95E-05,7.9E-05,0,0,2.5E-05,6.35E-05,0,0,0,0,0,0,0,0,0,7.61E-05,0,0,0,0
K00822,K00822: beta-alanine--pyruvate transaminase,Metabolism,Carbohydrate metabolism,Propanoate_metabolism,E2.6.1.18; beta-alanine--pyruvate transaminase,0,0,1.66E-05,0,0,0,0,0,2.19E-05,0,0,0,3.12E-05,0,0,0,0,0,0,0
K05305,K05305: fucokinase,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,FUK; fucokinase,0.000135129,8.24E-05,2.62E-05,7.29E-05,0.000134539,7.96E-05,7.42E-05,8.95E-05,0.000149668,0.000144746,0.000134254,0,4.47E-05,0.000123876,0.000120419,2.66E-05,6.14E-05,0.000136067,5.51E-05,9.42E-05
K05304,K05304: sialic acid synthase,Metabolism,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,NANS SAS; sialic acid synthase,1.73E-05,3.76E-05,0,0.000100954,5.99E-05,2.48E-05,4.23E-05,0,5.83E-05,0,2.66E-05,0,3.83E-05,3.27E-05,6.42E-05,0,5.25E-05,0,0,3.59E-05
K00122,K00122: formate dehydrogenase,Metabolism,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,FDH; formate dehydrogenase,4.52E-05,4.39E-05,0.000109842,0,0,0,0,5.16E-05,3.68E-05,0,0,0,0,4.33E-05,4.1E-05,4.91E-05,0,0.000174338,0,0
K00689,K00689: dextransucrase,Metabolism,Carbohydrate metabolism,Starch_and_sucrose_metabolism,E2.4.1.5; dextransucrase,0,0,0,2.38E-05,0,0,0,2.01E-05,0,0,0,0,0,0,0,0,0,0,0,0
K12409,K12409: bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine,Metabolism,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,GNE; bifunctional UDP-N-acetylglucosamine 2-epimerase / N-acetylmannosamine kinase,8.64E-06,0,0,0,0,0,0,1.36E-05,0,0,1.31E-05,0,0,0,0,0,0,0,0,0
K07404,K07404: 6-phosphogluconolactonase,Metabolism,Carbohydrate metabolism,Pentose_phosphate_pathway,pgl; 6-phosphogluconolactonase,0.000156747,0.000200838,0.000215509,0.000300455,0.000147619,0.000317451,0.000122991,0.000304415,0.000222546,6.96E-05,0.000131516,0,0.000307227,0.000194643,0.000184449,0.000268698,0.000150079,0.000293782,6E-05,3.43E-05
K02813,K02813: PTS system sorbose-specific IIB component,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,PTS-Sor-EIIB sorB; PTS system sorbose-specific IIB component,3.83E-05,4.07E-05,4.72E-05,0,0,0,0,6.09E-05,0,0.000155337,0,0,0,0,0,0,0,9.28E-05,0,0
K03366,K03366: acetoin dehydrogenase,Metabolism,Carbohydrate metabolism,Butanoate_metabolism,butA budC; meso-butanediol dehydrogenase / (SS)-butanediol dehydrogenase / diacetyl reductase,2.42E-05,0,0,0,0,3.44E-05,0,0,0,0,0,0,0,0,0,0.00012399,0,0,0,0
K11192,K11192: PTS system N-acetylmuramic acid-specific IIC component,Metabolism,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,PTS-Mur-EIIC murP; PTS system N-acetylmuramic acid-specific IIC component,0,2.77E-05,3.23E-05,0,2.17E-05,1.87E-05,0,0,0,5.26E-05,0,0,0,0,0,6.81E-05,0,3.15E-05,0,0
K11191,K11191: PTS system N-acetylmuramic acid-specific IIB component,Metabolism,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,PTS-Mur-EIIB murP; PTS system N-acetylmuramic acid-specific IIB component,0,2.77E-05,3.23E-05,0,2.17E-05,1.87E-05,0,0,0,5.26E-05,0,0,0,0,0,6.81E-05,0,3.15E-05,0,0
K11194,K11194: PTS system fructose-specific IIA component,Metabolism,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,PTS-Fru1-EIIA levD; PTS system fructose-specific IIA component,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01816,K01816: hydroxypyruvate isomerase,Metabolism,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,hyi gip; hydroxypyruvate isomerase,3.74E-05,0.000143553,8.98E-05,5.5E-05,9.97E-05,6.1E-05,4.66E-05,2.95E-05,0.000141648,0.00018876,6.18E-05,0,0,6.98E-05,6.89E-05,0,2.74E-05,0.000155597,6.71E-05,4.81E-05
K01815,K01815: 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,kduI; 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase,0.00050109,0.000552629,0.000356573,0.000744798,0.000359644,0.000497019,0.00079513,0.000588316,0.000738547,0.000704475,0.000581693,0,0.000762116,0.000569756,0.000554039,0.00100873,0.000438197,0.000528665,0.00068929,0.000480114
K01812,K01812: glucuronate isomerase,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,uxaC; glucuronate isomerase,0.000332593,0.000346805,0.000281837,0.000382527,0.000332575,0.000358375,0.000291242,0.000360463,0.00054918,0.000540877,0.000402355,0,0.000494371,0.000546593,0.00041325,0.000420108,0.000428224,0.000352789,0.000720178,0.000384798
K01810,K01810: glucose-6-phosphate isomerase,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,GPI pgi; glucose-6-phosphate isomerase,0.00074206,0.000597511,0.000644407,0.000683997,0.000705781,0.000636139,0.000731485,0.000741641,0.000747596,0.000750866,0.000545012,0,0.000788721,0.000627929,0.000685728,0.000976459,0.000600608,0.000511673,0.00117027,0.000791307
K01819,K01819: galactose-6-phosphate isomerase,Metabolism,Carbohydrate metabolism,Galactose_metabolism,E5.3.1.26 lacA lacB; galactose-6-phosphate isomerase,0.000150966,3.21E-05,0.0001108,0.000172279,5.05E-05,0.000128471,7.3E-05,0.000285021,0.000195551,0.000122477,4.59E-05,0,0.000198135,0.000169132,5.48E-05,0,4.43E-05,7.15E-05,0.000108468,0.000123981
K01818,K01818: L-fucose isomerase,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,fucI; L-fucose isomerase,0.000416639,0.000168396,0.00018898,0.000120366,0.000282886,0.000164988,0.000307411,0.000167197,0.000206539,0.000515621,0.000245563,0,0.000138501,0.000177823,0.000287648,0.000275637,0.000299466,0.000180259,0.000302989,0.000218362
K04042,K04042: bifunctional protein GlmU,Metabolism,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,glmU; bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase,0.000278728,0.000277655,0.00032331,0.000314355,0.000186939,0.000139132,0.000132591,0.000351213,0.000178539,0.000112474,0.000151335,0,3.02E-05,0.0001574,7.48E-05,0.000286523,0.000166416,0.000230403,0.000147473,0.000363277
K04041,K04041: fructose-16-bisphosphatase III,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,fbp3; fructose-16-bisphosphatase III,0.000558407,0.000324242,0.000332195,0.000356383,0.000414475,0.000444934,0.000413095,0.00042289,0.000524261,0.000501381,0.000480133,0,0.000500101,0.000412604,0.000416383,0.000500364,0.000363383,0.000324707,0.000721155,0.000391007
K00036,K00036: glucose-6-phosphate 1-dehydrogenase,Metabolism,Carbohydrate metabolism,Pentose_phosphate_pathway,G6PD zwf; glucose-6-phosphate 1-dehydrogenase,0.000250601,0.000228857,0.000171572,0.000360101,0.000168283,0.000197852,0.000304439,0.000158149,0.00032845,0.000512812,0.000346203,0,0.000194117,0.000307999,0.000253106,0.000394397,0.00029451,0.000307018,0.000228897,0.00017893
K00034,K00034: glucose 1-dehydrogenase,Metabolism,Carbohydrate metabolism,Pentose_phosphate_pathway,gdh; glucose 1-dehydrogenase,2.37E-05,5.1E-05,3.02E-05,6.76E-05,0,3.2E-05,0,7.57E-05,3.95E-05,0,0.000107718,0,0,0,0,0,3.57E-05,0,0,0
K00033,K00033: 6-phosphogluconate dehydrogenase,Metabolism,Carbohydrate metabolism,Pentose_phosphate_pathway,PGD gnd gntZ; 6-phosphogluconate dehydrogenase,0.000335312,0.000190441,0.000159244,0.000525479,0.000337376,0.00016325,0.000341434,0.000217571,0.000271846,0.000469057,0.000234304,0,0.000227438,0.000359845,0.000372373,0.00026848,0.000283309,0.000343943,0.000184272,0.000209588
K00030,K00030: isocitrate dehydrogenase (NAD+),Metabolism,Carbohydrate metabolism,Citrate_cycle_TCA_cycle,IDH3; isocitrate dehydrogenase (NAD+),9.98E-05,5.7E-05,1.94E-05,4.78E-05,2.8E-05,1.96E-05,0,0.000108768,2.73E-05,0,2.58E-05,0,3.66E-05,7.09E-05,2.86E-05,0,5.24E-05,7.46E-05,0.000116708,9.9E-05
K00031,K00031: isocitrate dehydrogenase,Metabolism,Carbohydrate metabolism,Citrate_cycle_TCA_cycle,IDH1 IDH2 icd; isocitrate dehydrogenase,0.000458355,0.000373761,0.000482019,0.000397055,0.000437011,0.000347827,0.000600718,0.000477713,0.00058299,0.000616075,0.000520768,0,0.000577053,0.000489416,0.000508211,0.000555072,0.000479901,0.000262587,0.000657891,0.000534376
K01809,K01809: mannose-6-phosphate isomerase,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,manA MPI; mannose-6-phosphate isomerase,0.000751721,0.000497679,0.000430188,0.000634858,0.000486604,0.000675754,0.000786361,0.000522996,0.000670261,0.000491782,0.000805035,0,0.000790674,0.000688496,0.000742708,0.000405367,0.000678074,0.000374091,0.000697275,0.00072834
K08302,K08302: tagatose 16-diphosphate aldolase,Metabolism,Carbohydrate metabolism,Galactose_metabolism,gatY-kbaY; tagatose 16-diphosphate aldolase GatY/KbaY,6.76E-05,7.07E-05,0.000164361,6.33E-05,0.000146263,0.000124598,0,0.000139355,0,0.000433237,0.000102013,0,4.85E-05,0.000124163,4.03E-05,0.000115666,6.47E-05,0.00031872,7.97E-05,4.56E-05
K01677,K01677: fumarate hydratase subunit alpha,Metabolism,Carbohydrate metabolism,Citrate_cycle_TCA_cycle,E4.2.1.2AA fumA; fumarate hydratase subunit alpha,0.000425063,0.000238223,0.000357695,0.000383261,0.000262784,0.000346381,0.000217066,0.000496112,0.00040146,0,0.000340538,0,0.000393025,0.000208658,8.16E-05,0.000232981,0.000228865,0.000378048,8.12E-05,0.000320359
K01676,K01676: fumarate hydratase class I,Metabolism,Carbohydrate metabolism,Citrate_cycle_TCA_cycle,E4.2.1.2A fumA fumB; fumarate hydratase class I,0.00021679,0.000290389,0.000113267,0.000294258,0.000345406,0.000373898,0.000445347,0.000108608,0.000262664,0.000506321,0.000279859,0,0.00020186,0.000276602,0.000481766,0.000419121,0.000269618,0.000194544,0.000328719,0.000188403
K01678,K01678: fumarate hydratase subunit beta,Metabolism,Carbohydrate metabolism,Citrate_cycle_TCA_cycle,E4.2.1.2AB fumB; fumarate hydratase subunit beta,0.000581433,0.0002147,0.000459177,0.00048917,0.000339739,0.000439952,0.000242522,0.000588812,0.000335053,0.000136964,0.000308175,0,0.000367388,0.000371379,0.000122925,0.000530843,0.00039509,0.000327455,0.000485868,0.000414473
K00121,K00121: S-(hydroxymethyl)glutathione dehydrogenase,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,frmA ADH5 adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase,1.69E-05,3.6E-05,2.09E-05,4.83E-05,2.83E-05,2.4E-05,0,2.67E-05,0,6.87E-05,2.53E-05,0,0,0,0,8.82E-05,0,4.1E-05,0,0
K02782,K02782: PTS system glucitol/sorbitol-specific IIB component,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,PTS-Gut-EIIB srlE; PTS system glucitol/sorbitol-specific IIB component,1.87E-05,3.98E-05,0,0,3.14E-05,2.71E-05,0,0,0,7.6E-05,2.89E-05,0,0,0,3.38E-05,0,0,4.63E-05,0,0
K02783,K02783: PTS system glucitol/sorbitol-specific IIC component,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,PTS-Gut-EIIC srlA; PTS system glucitol/sorbitol-specific IIC component,1.87E-05,0.000140971,4.19E-05,8.7E-05,3.14E-05,2.71E-05,0,5.45E-05,0,7.6E-05,2.89E-05,0,0,0,3.38E-05,0,5.06E-05,0.000128582,0,0
K02781,K02781: PTS system glucitol/sorbitol-specific IIA component,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,PTS-Gut-EIIA srlB; PTS system glucitol/sorbitol-specific IIA component,0,0.000109416,6.45E-05,0,8.76E-05,7.42E-05,0,0,0,0,0,0,0,0,0,0,0,0.000126883,0,0
K01787,K01787: N-acylglucosamine 2-epimerase,Metabolism,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,RENBP; N-acylglucosamine 2-epimerase,0.000477124,0.000354594,9.81E-05,0.000318332,0.000425859,0.000519308,0.00069438,0.000225907,0.000466332,0.00045229,0.000460099,0,0.000279116,0.000296735,0.000520283,0.00016574,0.000326962,0.00019207,0.000399987,0.00029388
K01786,K01786: L-ribulose-5-phosphate 4-epimerase,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,araD; L-ribulose-5-phosphate 4-epimerase,0.000299655,0.000144179,0.00056771,0.000154457,0.000363634,0.000346237,0.000130986,0.000427431,0.000221214,0.000220565,0.000285,0,0.00023636,5.08E-05,0.000146156,0.000703679,0.000474546,0.000328717,0.000293005,0.00021851
K01785,K01785: aldose 1-epimerase,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,galM GALM; aldose 1-epimerase,0.00131875,0.00111036,0.000810234,0.0014231,0.00143895,0.00129355,0.0019041,0.00114894,0.00150791,0.00106207,0.0015964,0,0.00149153,0.00145783,0.00159277,0.00118092,0.00142021,0.000884656,0.00121672,0.000950538
K01784,K01784: UDP-glucose 4-epimerase,Metabolism,Carbohydrate metabolism,Galactose_metabolism,galE GALE; UDP-glucose 4-epimerase,0.00200364,0.00164812,0.00138371,0.00191926,0.00159928,0.00171104,0.00223703,0.00148708,0.00184196,0.00129924,0.00219534,0,0.00151491,0.00187748,0.0022313,0.00213919,0.00184093,0.00108021,0.00189225,0.00168283
K01783,K01783: ribulose-phosphate 3-epimerase,Metabolism,Carbohydrate metabolism,Pentose_phosphate_pathway,rpe RPE; ribulose-phosphate 3-epimerase,0.000852165,0.000875978,0.00094483,0.000960943,0.000944033,0.00093093,0.000824379,0.000992163,0.000925789,0.000817134,0.000952997,0,0.000935675,0.000957186,0.00114223,0.000745447,0.00103682,0.000947507,0.00132583,0.00104609
K01782,K01782: 3-hydroxybutyryl-CoA epimerase,Metabolism,Carbohydrate metabolism,Propanoate_metabolism,fadJ; 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase,1.76E-05,3.74E-05,2.18E-05,0,2.94E-05,1.25E-05,0,0,0,7.14E-05,0,0,0,0,0,4.57E-05,0,8.54E-05,0,0
K03781,K03781: catalase,Metabolism,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,katE CAT catB srpA; catalase,0.000182272,0.000272124,0.000186588,7.41E-05,0.000207938,0.000206146,0.000309848,9.54E-05,0.000105019,0.000187576,0.000189717,0,0.000140403,0.000118455,0.000179757,0.000134848,0.00023809,0.000154507,4.68E-05,0.000132121
K03780,K03780: L(+)-tartrate dehydratase beta subunit,Metabolism,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,ttdB; L(+)-tartrate dehydratase beta subunit,6.01E-05,9.5E-05,0.0002614,0.000260928,0.000253728,8.61E-05,0.00014267,0.000331454,0.000248975,0.000253485,9.34E-05,0,0.000257978,0.000165161,0,0.000320148,0,0.000294685,0.000320313,6.05E-05
K02791,K02791: PTS system maltose and glucose-specific IIC component,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,PTS-Mal-EIIC malX; PTS system maltose and glucose-specific IIC component,0.000117803,7.31E-05,7.25E-05,3.47E-05,0.000137123,8.25E-05,2.94E-05,0.000150247,7.77E-05,0.000187353,1.8E-05,0,7.93E-05,4.44E-05,6.58E-05,0,5.4E-05,5.66E-05,0.000257672,0.000122257
K03418,K03418: NN-dimethylformamidase,Metabolism,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,E3.5.1.56; NN-dimethylformamidase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01067,K01067: acetyl-CoA hydrolase,Metabolism,Carbohydrate metabolism,Pyruvate_metabolism,E3.1.2.1 ACH1; acetyl-CoA hydrolase,0.000163055,0.000152391,0.000212399,0.000142344,8.33E-05,0.00031716,0.000298583,3.9E-05,0.000105442,9.8E-05,0.000142432,0,0.000180038,0.000103599,0.000127334,0.000127507,9.88E-05,0.000166787,0.000103628,0.000199214
K13788,K13788,Metabolism,Carbohydrate metabolism,Pyruvate_metabolism,pta; phosphate acetyltransferase,2.7E-05,3.71E-05,5.41E-05,2.51E-05,5.25E-05,3.74E-05,0,1.39E-05,0,0.000105969,2.72E-05,0,0,1.64E-05,0,0,0,2.14E-05,0,0
K06859,K06859: glucose-6-phosphate isomerase archaeal,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,pgi1; glucose-6-phosphate isomerase archaeal,0.000276088,0,0.000117408,0.00017484,0.000159389,0.000173841,0.000148271,0,0.000199629,0,0.000223447,0,0,0.000228861,0.000214791,0,0.000125382,0.000148581,0,5E-05
K10705,K10705: glyceraldehyde-3-phosphate dehydrogenase spermatogenic,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,GAPDHS; glyceraldehyde-3-phosphate dehydrogenase spermatogenic,1.87E-05,0,3.79E-05,0,0,2.18E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07130,K07130,Metabolism,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,kynB; arylformamidase,8.24E-05,0.000223906,0.000297855,7.14E-05,9.01E-05,0.000136075,6.05E-05,7.9E-05,0.000195791,0,3.81E-05,0,5.47E-05,0.000102559,4.54E-05,0,0.000208728,6.07E-05,8.99E-05,0.000162714
