	Gene	NAME	CSM5LLGB.kegg.e-40.m8-hit-keg-cat	CSM6J2H9.kegg.e-40.m8-hit-keg-cat	CSM79HGR.kegg.e-40.m8-hit-keg-cat	ESM5GEYX.kegg.e-40.m8-hit-keg-cat	ESM5GEYY.kegg.e-40.m8-hit-keg-cat	ESM5GEZ1.kegg.e-40.m8-hit-keg-cat	ESM5MEAB.kegg.e-40.m8-hit-keg-cat	ESM5MEB9.kegg.e-40.m8-hit-keg-cat	ESM5MEC7.kegg.e-40.m8-hit-keg-cat	ESM5MEDP.kegg.e-40.m8-hit-keg-cat	ESM5MEE2.kegg.e-40.m8-hit-keg-cat	ESM5MEEJ.kegg.e-40.m8-hit-keg-cat	ESM718U9.kegg.e-40.m8-hit-keg-cat	ESM7F5AE.kegg.e-40.m8-hit-keg-cat	HSM5MD6G.kegg.e-40.m8-hit-keg-cat	HSM5MD6S.kegg.e-40.m8-hit-keg-cat	HSM67VDR.kegg.e-40.m8-hit-keg-cat	HSM67VDT.kegg.e-40.m8-hit-keg-cat	HSM6XRQC.kegg.e-40.m8-hit-keg-cat	HSM6XRTE.kegg.e-40.m8-hit-keg-cat	HSM7CZ2X.kegg.e-40.m8-hit-keg-cat	HSM7J4JV.kegg.e-40.m8-hit-keg-cat	HSMA33J1.kegg.e-40.m8-hit-keg-cat	mock_even_lc-hit-keg-cat	Category	SuperPathway	SubPathway	KOAnnot
275	K06917	K06917: tRNA 2-selenouridine synthase	0.0	0.0	0.0	0.0	1.85e-05	8.53e-05	0.0	5.7799999999999995e-05	2.45e-05	0.0	0.0	0.0	7e-05	2.7899999999999997e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.23e-05	0.0	0.0	0.0	None	None	None	None
276	K06916	K06916	0.0	0.0	0.0	1.67e-05	7.159999999999999e-05	4.15e-05	4.92e-05	2.8199999999999998e-05	2.3899999999999998e-05	0.0	0.0	0.0	0.00013659700000000002	0.0	0.0	0.0	0.0	0.0	8.71e-05	0.0	8.159999999999999e-05	0.0	0.0	3.12e-07	None	None	None	None
277	K06915	K06915	0.0	0.0	0.00010278	0.00023391200000000002	0.000144935	0.00013099799999999998	0.000143552	0.000108567	0.000151425	0.000131175	7.52e-05	5.8399999999999997e-05	9.88e-05	0.000199717	0.0	2.45e-05	4.66e-05	0.000123884	0.000113735	0.00013392799999999998	5.96e-05	3.66e-05	0.00011975799999999999	0.0	None	None	None	None
278	K06911	K06911	0.0007561930000000001	0.00033768	0.000569378	0.00057982	0.000654849	0.000404141	0.000729327	0.00047239199999999997	0.00073701	0.000891135	0.00040638	0.000765257	0.00137015	0.000697036	0.0	0.000439995	0.000559375	0.000843344	0.000837874	0.00044237300000000003	0.000816093	0.000454979	0.00046830699999999995	0.00141046	None	None	None	None
279	K00983	K00983: N-acylneuraminate cytidylyltransferase	0.0	0.0	0.00034657599999999997	0.000277948	0.00017375599999999998	0.000225847	0.000296978	0.000186783	0.00029009799999999997	6.579999999999999e-05	0.000238217	0.000293317	0.000187719	0.000519301	0.0	0.00015497200000000002	0.00038402	0.000257169	0.000226285	0.00041197099999999996	2.84e-05	5.8299999999999994e-05	5.610000000000001e-05	0.00133291	Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	E2.7.7.43 neuA CMAS; N-acylneuraminate cytidylyltransferase
280	K00773	K00773: queuine tRNA-ribosyltransferase	0.00047061	0.00041592699999999996	0.000930376	0.00098476	0.00061571	0.000730548	0.000709938	0.000569144	0.000651655	0.000690293	0.000597998	0.000745662	0.0005431219999999999	0.000624186	0.0	0.000725354	0.000869564	0.000720198	0.0009594610000000001	0.000884736	0.00079162	0.000893632	0.000720696	0.000213578	None	None	None	None
281	K00772	K00772: 5'-methylthioadenosine phosphorylase	0.0	0.0	9.84e-05	2.3899999999999998e-05	0.000100629	8.3e-05	0.000130305	4.3799999999999994e-05	0.0	0.0	3.84e-05	7.929999999999999e-05	0.0	0.000108959	0.0	5.22e-05	3.68e-05	0.0	0.00023609099999999999	7.209999999999999e-05	5.479999999999999e-05	0.0	0.0	0.0	Metabolism	Amino acid metabolism	Cysteine_and_methionine_metabolism	E2.4.2.28 mtaP; 5'-methylthioadenosine phosphorylase
282	K08740	K08740: DNA mismatch repair protein MSH4	0.0	0.0	0.0	7.08e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None	None	None	None
283	K08741	K08741: DNA mismatch repair protein MSH5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None	None	None	None
284	K00777	K00777	0.0	0.0	0.0	0.0	0.0	3.07e-05	0.0	0.0	7.070000000000001e-05	6.0299999999999995e-05	3.9399999999999995e-05	0.0	0.0	0.0	0.0	0.00010902700000000001	0.0	0.0	0.0	7.31e-05	0.0	8.950000000000001e-05	0.0	0.0	None	None	None	None
285	K13611	K13611	0.0	0.0	0.0	0.0	0.0	1.53e-06	3.55e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.83e-06	3e-06	0.0	0.0	2.7600000000000003e-05	None	None	None	None
286	K07308	K07308: anaerobic dimethyl sulfoxide reductase subunit C (DMSO reductase	0.0	0.0	0.0	2.1899999999999997e-05	4.49e-05	2.78e-05	0.0	3.77e-05	6.08e-05	0.0	0.0	0.0	8.27e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.94e-05	0.0	0.0	0.0	Metabolism	Energy metabolism	Sulfur_metabolism	dmsC; anaerobic dimethyl sulfoxide reductase subunit C (DMSO reductase anchor subunit)
287	K08986	K08986: putative membrane protein	0.0	0.0	0.0	0.0	0.0	2.57e-05	6.64e-05	0.0	0.0	0.0	0.0	3.4e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None	None	None	None
288	K01299	K01299: carboxypeptidase Taq	0.0	0.0	5.01e-05	0.00010048299999999999	0.000171875	0.00017015	6.99e-05	4.2e-05	0.00012419	3.04e-05	0.000118601	0.000102414	5.07e-05	5.7600000000000004e-05	0.0	0.000109798	9.31e-05	0.0	0.0	3.68e-05	9.14e-05	4.51e-05	0.000103414	0.000134589	None	None	None	None
289	K08984	K08984: putative membrane protein	0.0	0.0	0.0	0.0	0.0	3.76e-05	0.0	0.0	0.0	7.48e-05	0.0	0.0	0.00011028299999999999	0.0	0.0	0.0	0.0	0.0	0.0	4.54e-05	6.59e-05	0.0	0.0	0.00033293900000000003	None	None	None	None
290	K08981	K08981: putative membrane protein	0.0	0.0	1.6800000000000002e-05	0.0	0.0	1.55e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.59e-05	0.0	None	None	None	None
291	K02589	K02589: nitrogen regulatory protein PII 1	0.0	0.0	0.0	0.0	0.0	0.000144736	0.0	0.0	8.25e-05	0.0	0.0	9.65e-05	0.0	0.0	0.0	0.0	0.00010857799999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None	None	None	None
292	K08989	K08989: putative membrane protein	0.0	0.0	0.0	0.0	4.6700000000000003e-05	0.000102841	0.0	6.61e-05	6.23e-05	0.0	6.94e-05	0.0	0.00019748299999999998	0.0	0.0	0.0	0.0	0.0	0.00066368	0.0	9.58e-05	0.0	0.0	0.000513639	None	None	None	None
293	K10439	K10439: ribose transport system substrate-binding protein	0.0	0.000479753	0.000309903	0.00046624	0.0005079430000000001	0.00071932	0.000407941	0.000491158	0.000622223	0.00038571199999999997	0.000654242	0.000436665	0.000582205	0.0005021219999999999	0.0	0.00039052300000000004	0.00039498699999999996	0.000390004	0.000393932	0.000378606	0.000736731	0.00033771	0.000279877	0.000409064	Environmental Information Processing	Membrane transport	ABC_transporters	rbsB; ribose transport system substrate-binding protein
294	K06351	K06351: inhibitor of KinA	0.0	0.0	0.0	4.91e-05	0.0	3.02e-05	7e-05	8.209999999999999e-05	7.340000000000001e-05	0.0	8.06e-05	0.0	0.00011028299999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.209999999999999e-05	5.04e-05	0.0	None	None	None	None
295	K06350	K06350: antagonist of KipI	0.0	0.0	2.54e-05	1.9e-05	2.02e-05	2.6600000000000003e-05	0.00010925	6.720000000000001e-05	0.0	0.0	2.9299999999999997e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.71e-05	0.0	4.5600000000000004e-05	0.0	0.0	0.0	None	None	None	None
296	K07512	K07512: mitochondrial trans-2-enoyl-CoA reductase	0.0	0.0	2.24e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.07e-05	0.0	0.0	6.809999999999999e-05	0.0	0.0	0.0	0.0	3.05e-05	0.0	2.46e-05	0.0	0.0	0.0	0.0	Metabolism	Lipid metabolism	Fatty_acid_elongation	MECR NRBF1; mitochondrial trans-2-enoyl-CoA reductase
297	K10921	K10921: cholera toxin transcriptional activator	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.63e-05	Human Diseases	Infectious diseases	Vibrio_cholerae_pathogenic_cycle	toxR; cholera toxin transcriptional activator
298	K07516	K07516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000159703	Metabolism	Carbohydrate metabolism	Butanoate_metabolism	fadN; 3-hydroxyacyl-CoA dehydrogenase
299	K10213	K10213: ribosylpyrimidine nucleosidase	0.0	0.0	0.0	0.0	2.15e-05	7.44e-05	0.0	3.3600000000000004e-05	5.7100000000000006e-05	0.0	0.0	3.28e-05	0.0	3.0799999999999996e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.15e-05	0.0	Metabolism	Nucleotide metabolism	Purine_metabolism	rihB; ribosylpyrimidine nucleosidase
300	K10210	K10210: 44'-diaponeurosporene oxidase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000136419	Metabolism	Metabolism of terpenoids and polyketides	Carotenoid_biosynthesis	crtP; diapolycopene oxygenase
301	K03302	K03302: anaerobic C4-dicarboxylate transporter Dcu family	0.0	0.0	1.91e-05	4.29e-05	1.52e-05	1.76e-05	0.0	0.0	2.0300000000000002e-05	0.0	0.0	2.33e-05	0.0	2.18e-05	0.0	3.13e-05	0.0	0.0	0.0	2.1e-05	0.0	0.0	0.0	0.0	None	None	None	None
302	K10218	K10218: 4-hydroxy-4-methyl-2-oxoglutarate aldolase	0.0	0.0	0.0	0.0	5.720000000000001e-05	3.37e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.15e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Metabolism	Carbohydrate metabolism	C5-Branched_dibasic_acid_metabolism	ligK galC; 4-hydroxy-4-methyl-2-oxoglutarate aldolase
303	K05851	K05851: adenylate cyclase class 1	0.0	0.0	0.0	2.2100000000000002e-05	4.71e-05	5.489999999999999e-05	6.4e-05	7.3e-05	3.14e-05	0.0	2.35e-05	0.0	2.99e-05	0.0	0.0	0.0	4.2e-05	0.0	0.0	1.0800000000000002e-05	7.140000000000001e-05	0.0	0.0	0.00015999799999999998	Metabolism	Nucleotide metabolism	Purine_metabolism	E4.6.1.1A cyaA; adenylate cyclase class 1
304	K13795	K13795	0.0	0.0	0.0	0.0	3.4899999999999995e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None	None	None	None
305	K01912	K01912: phenylacetate-CoA ligase	0.0	0.000181649	0.000696502	0.000772433	0.00044830300000000005	0.000394088	0.00078698	0.0006815219999999999	0.000618478	0.000737495	0.000388577	0.000875955	0.000823965	0.0006193780000000001	0.0	0.000636433	0.00054031	0.0008953310000000001	0.00098329	0.000744058	0.000492708	0.000625742	0.000571723	0.0	Metabolism	Amino acid metabolism	Phenylalanine_metabolism	paaK; phenylacetate-CoA ligase
306	K01913	K01913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.56e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.8599999999999995e-05	None	None	None	None
307	K01910	K01910: [citrate (pro-3S)-lyase] ligase	0.0	0.0	0.0	9.02e-05	9.620000000000001e-05	4.28e-05	0.000102972	0.00012056	7.72e-05	4.3700000000000005e-05	5.6999999999999996e-05	2.94e-05	7.26e-05	2.7699999999999996e-05	0.0	7.92e-05	0.000135177	0.0	0.0	2.6600000000000003e-05	0.00017109799999999998	6.48e-05	0.0	0.0	Environmental Information Processing	Signal transduction	Two-component_system	citC; [citrate (pro-3S)-lyase] ligase
308	K01911	K01911: O-succinylbenzoic acid--CoA ligase	0.0	0.00042779300000000004	0.000360523	0.000172423	0.000303006	0.00015379399999999998	0.000187716	0.00033669699999999995	0.00032723	0.00033310699999999997	0.000200587	0.00035737400000000004	0.000471777	0.00035877099999999997	0.0	0.00022564599999999997	0.000281478	0.00031286599999999997	0.000541381	0.000227232	0.00027569	0.000248112	0.00017812900000000002	0.000165201	Metabolism	Metabolism of cofactors and vitamins	Ubiquinone_and_other_terpenoid-quinone_biosynthesis	menE; O-succinylbenzoic acid--CoA ligase
309	K01916	K01916: NAD+ synthase	0.0	0.0	0.000109059	0.000181265	0.000260445	0.00010317200000000001	0.0	3.91e-05	4.71e-05	6.2e-05	0.00015314	4.1700000000000004e-05	9.23e-05	3.4e-05	0.0	0.0	0.0	2.01e-05	0.000250051	1.63e-05	5.520000000000001e-05	9.059999999999999e-05	0.000177094	2.61e-06	Metabolism	Metabolism of cofactors and vitamins	Nicotinate_and_nicotinamide_metabolism	nadE; NAD+ synthase
310	K01917	K01917: glutathionylspermidine synthase	0.0	0.0	4.4200000000000004e-05	1.67e-05	0.000115894	9.92e-05	4.77e-05	0.000109951	9.31e-05	4.04e-05	9.48e-05	5.07e-05	0.00019975	2.54e-05	0.0	3.65e-05	3.12e-05	3.0299999999999998e-05	0.00022574700000000002	2.45e-05	0.00012032799999999999	5.9999999999999995e-05	3.43e-05	0.0	Metabolism	Metabolism of other amino acids	Glutathione_metabolism	E6.3.1.8; glutathionylspermidine synthase
311	K01914	K01914: aspartate--ammonia ligase	0.0	0.0	0.000469058	0.000589681	0.000506126	0.00042963400000000003	0.000624478	0.000549413	0.000599087	0.000396286	0.000646603	0.0005643180000000001	0.00058534	0.000700254	0.0	0.000481566	0.000478321	0.0004986109999999999	0.0008528689999999999	0.000539338	0.000487625	0.000664622	0.00044976099999999997	0.00040893900000000004	Metabolism	Amino acid metabolism	Alanine_aspartate_and_glutamate_metabolism	asnA; aspartate--ammonia ligase
312	K01915	K01915: glutamine synthetase	0.000746624	0.0010686	0.00146128	0.00164238	0.00115195	0.000897326	0.00116679	0.00133413	0.00104662	0.00139737	0.00144244	0.00127043	0.000985912	0.00135395	0.0	0.00131688	0.00113613	0.00129514	0.00156902	0.00151328	0.00108305	0.00147872	0.00155707	0.00059439	Metabolism	Carbohydrate metabolism	Glyoxylate_and_dicarboxylate_metabolism	glnA GLUL; glutamine synthetase
313	K01918	K01918: pantoate--beta-alanine ligase	0.0	0.000560414	0.000590265	0.000438994	0.000403904	0.00040764	0.000572281	0.000481818	0.000535079	0.0005927430000000001	0.000317715	0.000508623	0.0007059010000000001	0.0006750969999999999	0.0	0.000487668	0.000458605	0.000526655	0.000349888	0.000457444	0.000595888	0.00040032	0.000454029	0.000474158	Metabolism	Metabolism of other amino acids	beta-Alanine_metabolism	panC; pantoate--beta-alanine ligase
314	K01919	K01919: glutamate--cysteine ligase	0.0	0.0	2.95e-05	7.87e-05	0.000103125	2.99e-05	0.000105265	6.159999999999999e-05	3.4399999999999996e-05	1.9600000000000002e-05	5.24e-05	0.0	0.0	3.68e-05	0.0	0.0	3.09e-05	1.4599999999999999e-05	6.32e-05	4.31e-05	0.000108375	0.0	1.66e-05	8.93e-05	Metabolism	Metabolism of other amino acids	Glutathione_metabolism	gshA; glutamate--cysteine ligase
315	K10954	K10954: zona occludens toxin	0.0	0.0	0.0	0.0	0.0	2.27e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.47e-05	0.0	0.0	0.0	Human Diseases	Infectious diseases	Vibrio_cholerae_infection	zot; zona occludens toxin
316	K10697	K10697: two-component system OmpR family response regulator RpaA	0.0	0.0	0.000101376	0.0	0.0	0.0	7.2e-05	0.0	0.0	0.0	0.0	4.16e-05	0.0	3.81e-05	0.0	0.0	0.000137358	0.0	0.0	3.570000000000001e-05	0.0	0.0	0.0	0.0	Environmental Information Processing	Signal transduction	Two-component_system	rpaA; two-component system OmpR family response regulator RpaA
317	K07775	K07775: two-component system OmpR family response regulator ResD	0.0	0.000348094	0.0001447	0.00024129099999999998	0.000229599	0.000231429	0.000380923	0.000405531	0.000189707	0.000332321	0.00037925800000000005	0.00021638700000000001	0.0	0.00036591099999999996	0.0	0.000352828	0.00050339	0.00014900700000000002	0.0	0.00047454400000000003	0.00032725	0.00038328099999999996	0.000273454	5.41e-05	Environmental Information Processing	Signal transduction	Two-component_system	resD; two-component system OmpR family response regulator ResD
318	K00179	K00179: indolepyruvate ferredoxin oxidoreductase alpha subunit	0.000917857	0.000572073	0.000547676	0.00041375099999999996	0.000233075	0.00020313700000000002	0.000393322	0.00026352900000000003	0.00026606	0.000370825	0.00023102599999999998	0.000378221	0.000382389	0.00020968400000000002	0.0	0.000405927	0.000303195	0.00047959699999999996	0.00036318	0.00035872300000000003	0.000269944	0.000412629	0.00038259	0.000114381	None	None	None	None
319	K07777	K07777: two-component system NarL family sensor histidine kinase DegS	0.0	0.0	4.47e-05	1.8100000000000003e-05	0.0	6.579999999999999e-05	0.0	0.0	5e-05	0.0	5.720000000000001e-05	2.95e-05	0.0	2.49e-05	0.0	0.000119821	6.579999999999999e-05	3.289999999999999e-05	9.429999999999999e-05	2.6600000000000003e-05	4.39e-05	6.500000000000001e-05	3.72e-05	0.0	Environmental Information Processing	Signal transduction	Two-component_system	degS; two-component system NarL family sensor histidine kinase DegS
320	K05934	K05934: precorrin-3B C17-methyltransferase	0.00037972	0.000169565	0.00022544900000000002	0.00037611800000000005	0.000301489	0.00039934800000000005	0.000404842	0.000253601	0.000235098	0.000247142	0.000400631	0.000283445	0.000109336	0.000298889	0.0	0.000333183	0.000365162	0.00035003800000000005	0.00040937199999999997	0.000263696	0.000392818	0.000264652	0.000407497	0.0	Metabolism	Metabolism of cofactors and vitamins	Porphyrin_and_chlorophyll_metabolism	E2.1.1.131 cobJ cbiH; precorrin-3B C17-methyltransferase
321	K07048	K07048	0.0011164000000000002	0.000249265	2.8499999999999998e-05	2.1e-05	3.72e-05	0.000145163	5.870000000000001e-05	0.000106705	6.14e-05	0.0	3.43e-05	0.0	0.0001616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00023962200000000002	0.0	4.46e-05	0.000231014	None	None	None	None
322	K05936	K05936: precorrin-4 C11-methyltransferase	0.0	0.0	0.00042218800000000004	0.000292977	0.00041067400000000003	0.000507735	0.000401604	0.000397906	0.00047476	0.0004025	0.0007618719999999999	0.00038343599999999997	0.00018731799999999998	0.000405394	0.0	0.000522811	0.000533546	0.00042993199999999995	0.0004984330000000001	0.000419553	0.000468035	0.00025446299999999997	0.000490278	0.000532657	Metabolism	Metabolism of cofactors and vitamins	Porphyrin_and_chlorophyll_metabolism	cobM cbiF; precorrin-4/cobalt-precorrin-4 C11-methyltransferase
323	K07773	K07773: two-component system OmpR family aerobic respiration control	0.0	0.0	0.0	2.6700000000000002e-05	5.68e-05	6.59e-05	7.59e-05	8.950000000000001e-05	3.79e-05	0.0	0.0	0.0	0.000108405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.48e-05	0.0	0.0	3.06e-05	Environmental Information Processing	Signal transduction	Two-component_system	arcA; two-component system OmpR family aerobic respiration control protein ArcA
324	K00172	K00172: pyruvate ferredoxin oxidoreductase gamma subunit	0.00185288	0.00041370400000000004	6.850000000000001e-05	0.00013461	3.5499999999999996e-05	0.0002282	0.0	0.000108119	7.290000000000001e-05	0.0	2.9299999999999997e-05	0.00010824299999999999	0.0	4.8700000000000005e-05	0.0	7.190000000000001e-05	9.7e-05	0.00011967700000000001	0.0	4.83e-05	0.0	0.000240015	0.0	0.0	Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	porG; pyruvate ferredoxin oxidoreductase gamma subunit
325	K00171	K00171: pyruvate ferredoxin oxidoreductase delta subunit	0.00176949	0.00078235	0.00016654	0.0	0.0	7.74e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.22e-05	0.0	0.0	0.0	0.0	Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	porD; pyruvate ferredoxin oxidoreductase delta subunit
326	K00170	K00170: pyruvate ferredoxin oxidoreductase beta subunit	0.00113429	0.00025326	5.4000000000000005e-05	0.00014119799999999999	4.02e-05	0.00012142	0.0	3.37e-05	5.7100000000000006e-05	0.0	0.0	9.63e-05	0.0	5.8399999999999997e-05	0.0	8.859999999999999e-05	7.45e-05	0.0	9.71e-05	5.7700000000000007e-05	9.570000000000001e-05	7.28e-05	8.18e-05	0.0	Metabolism	Carbohydrate metabolism	Glycolysis___Gluconeogenesis	porB; pyruvate ferredoxin oxidoreductase beta subunit
327	K00177	K00177: 2-oxoglutarate ferredoxin oxidoreductase subunit gamma	0.000983055	0.00043656	0.000508578	0.000416234	0.00040472800000000003	0.000290313	0.0006945780000000001	0.000406512	0.000443453	0.000335787	0.000219217	0.000395897	0.000281495	0.0006327559999999999	0.0	0.000531698	0.000453868	0.0006322680000000001	0.000361695	0.00045297199999999994	0.000336486	0.000373946	0.000633852	0.000365553	Metabolism	Carbohydrate metabolism	Citrate_cycle_TCA_cycle	korC oorC; 2-oxoglutarate ferredoxin oxidoreductase subunit gamma
328	K00176	K00176: 2-oxoglutarate ferredoxin oxidoreductase subunit delta	0.0	0.0	0.0006695539999999999	0.000416504	0.0008008360000000001	0.000308349	0.00118818	0.000695214	0.00082983	0.00162361	0.000393301	0.0008129119999999999	0.000339671	0.000759137	0.0	0.00128469	0.00125376	0.00121808	0.000872889	0.0008586510000000001	0.000400685	0.000894539	0.000515823	1.31e-06	Metabolism	Carbohydrate metabolism	Citrate_cycle_TCA_cycle	korD oorD; 2-oxoglutarate ferredoxin oxidoreductase subunit delta
329	K00175	K00175: 2-oxoglutarate ferredoxin oxidoreductase subunit beta	0.00265064	0.000525355	0.0007996230000000001	0.0008023539999999999	0.000594288	0.000305038	0.000746845	0.000621893	0.000713788	0.00113764	0.000404067	0.0008054280000000001	0.00053127	0.00100129	0.0	0.0007506230000000001	0.000737213	0.00100101	0.0011497	0.0007372619999999999	0.00046879999999999996	0.0011478	0.000725055	0.00042453099999999996	Metabolism	Carbohydrate metabolism	Citrate_cycle_TCA_cycle	korB oorB; 2-oxoglutarate ferredoxin oxidoreductase subunit beta
330	K00174	K00174: 2-oxoglutarate ferredoxin oxidoreductase subunit alpha	0.00177853	0.0009177739999999999	0.0007635669999999999	0.000723024	0.00046818900000000004	0.00029315900000000003	0.00077242	0.000492426	0.000588331	0.000734897	0.000268819	0.000631636	0.0007601960000000001	0.0007362810000000001	0.0	0.000544634	0.0006019980000000001	0.000890771	0.0007018230000000001	0.000707972	0.000429794	0.00053483	0.000679142	0.00020894900000000002	Metabolism	Carbohydrate metabolism	Citrate_cycle_TCA_cycle	korA oorA; 2-oxoglutarate ferredoxin oxidoreductase subunit alpha
331	K07177	K07177: PDZ domain-containing protein	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.78e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.8900000000000004e-05	0.0	3.09e-05	0.000105087	0.0	0.0	0.0	None	None	None	None
332	K07175	K07175: PhoH-like ATPase	0.0	0.00125424	0.00017078400000000002	0.00023919099999999998	0.00016523599999999997	0.00011572700000000001	0.000244235	0.000162665	0.000179863	0.000275635	0.00010978799999999999	0.00020664400000000002	0.000288836	0.000214277	0.0	0.00018690299999999998	0.00022951400000000003	0.000303389	0.00020742900000000002	0.00016676900000000002	0.00017015900000000002	0.000539524	0.00013680299999999998	2.36e-05	None	None	None	None
333	K07172	K07172	0.0	0.0	0.0	0.0	6.12e-05	9.44e-05	0.0	0.0	0.000108626	0.0	0.0	0.0	0.00031067400000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	None	None	None	None
334	K07173	K07173: S-ribosylhomocysteine lyase	0.0	0.000490791	0.000583645	0.000563758	0.000420911	0.0007371119999999999	0.000675259	0.00085197	0.000391425	0.000483398	0.000766192	0.000589176	0.000158232	0.000542902	0.0	0.0010505	0.000744377	0.00036165800000000005	0.0006126230000000001	0.0007528089999999999	0.0006713369999999999	0.00087059	0.000665177	0.000420752	Metabolism	Amino acid metabolism	Cysteine_and_methionine_metabolism	luxS; S-ribosylhomocysteine lyase
335	K07170	K07170: GAF domain-containing protein	0.0	0.00101304	0.000420526	0.000472772	0.000535632	0.000277595	0.00034026	0.000583899	0.000387499	0.000771875	0.00036073699999999997	0.0005192209999999999	0.000455525	0.000591478	0.0	0.000609801	0.0006649210000000001	0.0007964939999999999	0.00039447699999999996	0.000466357	0.00047552	0.0007043780000000001	0.000320949	0.0	None	None	None	None
336	K07171	K07171	0.00133045	0.000738481	0.000896561	0.00124481	0.000895147	0.00132409	0.0005826059999999999	0.0009583710000000001	0.00124852	0.000764574	0.00167709	0.00068079	0.000467594	0.0007036319999999999	0.42125	0.0009324019999999999	0.000686669	0.0005667000000000001	0.000849611	0.00108984	0.000982098	0.00150458	0.00183132	0.000580021	None	None	None	None
337	K00375	K00375: GntR family transcriptional regulator / MocR family aminotransferase	0.0	0.0	0.000292801	0.000337012	0.000360339	0.000411267	0.000274998	0.00010761600000000001	0.00023013099999999998	9.640000000000001e-05	0.000248777	0.00018618200000000001	5.739999999999999e-05	0.000185556	0.0	0.00021445900000000001	0.000248035	7.28e-05	0.000278456	0.000196606	0.000346901	0.000254808	0.00028664900000000004	0.00016969900000000002	None	None	None	None
338	K00374	K00374: nitrate reductase 1 gamma subunit	0.0	0.0	0.0	0.0	0.00011942100000000001	6.91e-05	0.0	3.15e-05	2.6700000000000002e-05	0.0	4.35e-05	0.0	0.000113224	0.0	0.0	0.0	0.0	0.0	0.000146787	0.0	0.00019643299999999998	0.0	0.0	0.00015748299999999998	Metabolism	Energy metabolism	Nitrogen_metabolism	narI; nitrate reductase gamma subunit
339	K00376	K00376: nitrous-oxide reductase	0.0	0.0	0.0	0.0	0.0	4.72e-05	0.0	0.0	0.0	0.0	3.59e-05	1.34e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010577	Metabolism	Energy metabolism	Nitrogen_metabolism	nosZ; nitrous-oxide reductase
