Gene,Name,Category,SuperPathway,SubPathway,KOAnnot,A,B,C,D,E,F,G,H,I,K,L,M,N,O,P,S,J,Q,R,T
K00845,K00845: glucokinase,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,glk; glucokinase,0.00114904,0.00121321,0.00101997,0.00116851,0.00125152,0.0013604,0.00126127,0.00125021,0.00119151,0.00132129,0.00143627,0.00124613,0.00131349,0.00146842,0.00118837,0.00121538,0.00108357,0.0011933,0.00108691,0.00124091
K00847,K00847: fructokinase,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,E2.7.1.4 scrK; fructokinase,0.000716518,0.000882431,0.000892685,0.00117894,0.000783713,0.000858798,0.00083473,0.000947113,0.00100371,0.000955455,0.000903918,0.000960827,0.00107097,0.00102474,0.000958147,0.000957267,0.000969021,0.000914628,0.000831513,0.000916432
K00848,K00848: rhamnulokinase,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,rhaB; rhamnulokinase,0.000286396,0.00036585,0.000378128,0.000285417,0.000364043,0.000393659,0.000294159,0.00029521,0.000348774,0.000347664,0.000401504,0.000339605,0.000309338,0.000231221,0.000369045,0.000275733,0.000350692,0.000358054,0.000411479,0.000351033
K00849,K00849: galactokinase,Metabolism,Carbohydrate metabolism,Galactose_metabolism,galK; galactokinase,0.000517554,0.000711942,0.000697872,0.000667975,0.000516301,0.00058635,0.000600577,0.000761934,0.000759796,0.000710684,0.000663907,0.000575975,0.000692739,0.000540166,0.000709823,0.000526065,0.00073209,0.000568515,0.000718818,0.00060704
K00850,K00850: 6-phosphofructokinase,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,pfkA PFK; 6-phosphofructokinase 1,0.00179572,0.00170969,0.00211049,0.00173669,0.00182492,0.00194803,0.00201936,0.00170371,0.00202792,0.00185846,0.00206646,0.00160455,0.00194251,0.00175441,0.00190314,0.00172726,0.00208686,0.00181608,0.00190275,0.00184893
K00851,K00851: gluconokinase,Metabolism,Carbohydrate metabolism,Pentose_phosphate_pathway,E2.7.1.12 gntK idnK; gluconokinase,8.77E-05,5.51E-06,2.8E-05,3.1E-05,6.85E-05,4.66E-05,7.83E-05,0.000100832,2.62E-05,8.73E-05,3.49E-05,9.76E-05,3.02E-05,3.81E-05,3.74E-05,0.000141179,5.04E-05,9.6E-05,5.21E-05,9.03E-05
K00852,K00852: ribokinase,Metabolism,Carbohydrate metabolism,Pentose_phosphate_pathway,rbsK RBKS; ribokinase,0.000783801,0.000317501,0.000458082,0.000209097,0.000520935,0.000593038,0.000497059,0.000676946,0.000471004,0.000579685,0.00057791,0.000714149,0.000518316,0.000582991,0.000440952,0.000544995,0.000451246,0.000440279,0.000467988,0.000567976
K00853,K00853: L-ribulokinase,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,araB; L-ribulokinase,0.000278175,0.000292436,0.000364412,0.000304191,0.000274721,0.000367971,0.000372889,0.000333799,0.000338051,0.000369831,0.000435962,0.000418479,0.000355422,0.000297608,0.000336273,0.000285811,0.000364362,0.000280629,0.000351831,0.00031663
K00854,K00854: xylulokinase,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,xylB XYLB; xylulokinase,0.00073702,0.000430253,0.000614931,0.000506176,0.000473078,0.000810797,0.000618799,0.000509304,0.00047522,0.000546995,0.000531351,0.000511045,0.000503041,0.000416679,0.000537819,0.000589571,0.000488941,0.000545021,0.000530905,0.000524714
K00865,K00865: glycerate kinase,Metabolism,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,glxK; glycerate kinase,0.000418713,0.000420261,0.000396927,0.000461366,0.00047007,0.00039514,0.000415822,0.000314045,0.000330675,0.000462397,0.00044837,0.000305393,0.000451385,0.000432469,0.000335375,0.000442995,0.000359006,0.000546372,0.000443876,0.000391884
K00873,K00873: pyruvate kinase,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,PK pyk; pyruvate kinase,0.000448678,0.000648834,0.000575228,0.000771027,0.000659783,0.000741104,0.000683916,0.000729134,0.000630338,0.000621573,0.000571007,0.000634259,0.000592972,0.000592355,0.00066472,0.000673313,0.0006773,0.00063898,0.000606675,0.000629323
K00874,K00874: 2-dehydro-3-deoxygluconokinase,Metabolism,Carbohydrate metabolism,Pentose_phosphate_pathway,kdgK; 2-dehydro-3-deoxygluconokinase,0.000657936,0.000704129,0.000665994,0.000771879,0.000594178,0.000783099,0.000705491,0.000573164,0.000727629,0.000733912,0.000710973,0.000680588,0.000609188,0.000516915,0.000715885,0.000692958,0.000630715,0.000768772,0.00072053,0.000675053
K00875,K00875: D-ribulokinase,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,E2.7.1.47; D-ribulokinase,5.53E-06,0,0,0,0,0,7.23E-06,4.43E-06,0,0,0,0,0,0,0,0,0,0,0,0
K00879,K00879: L-fuculokinase,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,fucK; L-fuculokinase,4.42E-05,4.09E-05,4.29E-05,7.57E-05,7.95E-05,5.34E-05,4.92E-05,3.08E-05,3.8E-05,4.22E-05,3.6E-05,4.76E-05,5.93E-05,6.63E-05,2.73E-05,4.35E-05,3.26E-05,6.06E-05,3.25E-05,4.79E-05
K00880,K00880: L-xylulokinase,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,lyxK; L-xylulokinase,0.000109367,1.12E-05,2.28E-05,2.06E-05,2.33E-05,6.61E-05,2.34E-05,3.87E-05,2.68E-05,2.37E-05,2.56E-05,5.46E-05,3.96E-05,2.33E-05,2.16E-05,3.04E-05,1.55E-05,4E-05,1.56E-05,3.4E-05
K00881,K00881: allose kinase,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,alsK; allose kinase,3.86E-05,1.89E-05,0,1.79E-05,1.96E-05,5.9E-05,0,1.5E-05,0,1.35E-05,1.45E-05,7.32E-06,1.17E-05,1.33E-05,0,1.72E-05,0,1.79E-05,8.77E-06,3.68E-05
K00882,K00882: 1-phosphofructokinase,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,fruK; 1-phosphofructokinase,0.000490045,0.00051884,0.000459297,0.000521271,0.000469136,0.000539209,0.000611591,0.000448508,0.000463588,0.00054492,0.000503576,0.000430614,0.000357852,0.000349559,0.000426878,0.00057098,0.000486999,0.000476386,0.000498842,0.000404438
K00883,K00883: 2-dehydro-3-deoxygalactonokinase,Metabolism,Carbohydrate metabolism,Galactose_metabolism,dgoK; 2-dehydro-3-deoxygalactonokinase,4.09E-05,0,0,1.74E-05,1.86E-05,8.4E-06,0,3.25E-05,1.33E-05,1.18E-05,1.28E-05,3.38E-05,1.18E-05,0,1.28E-05,1.66E-05,0,3.76E-05,0,1.78E-05
K00884,K00884: N-acetylglucosamine kinase,Metabolism,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,NAGK nagK; N-acetylglucosamine kinase,1.39E-05,0,0,3.48E-05,9.11E-06,0,2.6E-05,3.12E-05,0,2.57E-05,0,1.61E-05,0,0,0,2.53E-05,0,1.9E-05,0,0
K00885,K00885: N-acylmannosamine kinase,Metabolism,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,nanK; N-acylmannosamine kinase,2.85E-05,9.56E-06,0,3.59E-05,0,0,4.02E-05,1.67E-05,0,0,1.42E-05,2.55E-05,0,0,0,1.77E-05,0,1.98E-05,0,0
K00886,K00886: polyphosphate glucokinase,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,ppgK; polyphosphate glucokinase,0,1.11E-05,1.14E-05,0,5.72E-05,0,1.55E-05,2.85E-05,3.56E-05,1.57E-05,1.68E-05,2.94E-05,0,3.11E-05,2.55E-05,3.04E-05,2.05E-05,2.27E-05,3.08E-05,6.72E-05
K00888,K00888: phosphatidylinositol 4-kinase,Metabolism,Carbohydrate metabolism,Inositol_phosphate_metabolism,PI4K; phosphatidylinositol 4-kinase,0,0,0,4.54E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00889,K00889: 1-phosphatidylinositol-4-phosphate 5-kinase,Metabolism,Carbohydrate metabolism,Inositol_phosphate_metabolism,PIP5K; 1-phosphatidylinositol-4-phosphate 5-kinase,2.4E-05,5.97E-05,3.21E-05,5.7E-05,3.23E-05,2.51E-05,4.83E-05,4.37E-05,5.56E-05,4.45E-05,5.32E-05,4.18E-05,4.98E-05,6.52E-05,5.58E-05,2.47E-05,3.25E-05,3.98E-05,2.54E-05,3.51E-05
K00895,K00895: pyrophosphate--fructose-6-phosphate 1-phosphotransferase,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,E2.7.1.90 pfk; pyrophosphate--fructose-6-phosphate 1-phosphotransferase,7.28E-05,0.000183111,7.54E-05,0.000333409,0.000102185,8.34E-05,9.37E-05,0.00010374,0.000164128,0.000101615,0.000132267,0.000115659,0.00022033,0.000118416,0.000174533,9.64E-05,0.000107886,0.000114762,0.00010082,8.8E-05
K00900,K00900: 6-phosphofructo-2-kinase,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,E2.7.1.105 PFK; 6-phosphofructo-2-kinase,2.06E-05,0,0,0,0,6.33E-06,0,0,0,0,0,0,9.79E-06,0,0,0,1.28E-05,0,1.92E-05,2.11E-05
K00917,K00917: tagatose 6-phosphate kinase,Metabolism,Carbohydrate metabolism,Galactose_metabolism,lacC; tagatose 6-phosphate kinase,0.000124428,6.58E-05,7.03E-05,1.72E-05,0.000105055,7.57E-05,5.62E-05,0.000117792,7.86E-05,7.15E-05,0.000101425,0.000165704,2.18E-05,6.47E-05,6.02E-05,0.000184353,0.000122514,0.000153804,8.61E-05,0.000124002
K00918,K00918: ADP-specific phosphofructokinase,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,pfkC; ADP-dependent phosphofructokinase/glucokinase,2.92E-05,0,0,0,0,1.79E-05,0,0,0,0,0,0,0,0,0,1.14E-05,0,0,0,0
K00922,K00922: phosphatidylinositol-45-bisphosphate 3-kinase,Metabolism,Carbohydrate metabolism,Inositol_phosphate_metabolism,PIK3C; phosphatidylinositol-45-bisphosphate 3-kinase,0,0,0,0,0,0,0,0,1.33E-06,0,0,0,0,0,2.07E-06,0,0,0,0,0
K00925,K00925: acetate kinase,Metabolism,Carbohydrate metabolism,Pyruvate_metabolism,ackA; acetate kinase,0.00069845,0.000801685,0.000808692,0.000824343,0.000738568,0.000781345,0.000684511,0.000720335,0.000841519,0.000684371,0.000614295,0.00072806,0.00074764,0.000587682,0.000894392,0.000749415,0.000845133,0.000638481,0.000706748,0.000705558
K00927,K00927: phosphoglycerate kinase,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,PGK pgk; phosphoglycerate kinase,0.000512341,0.000697437,0.000705829,0.000815168,0.000571355,0.000646203,0.000525264,0.000733951,0.000740152,0.000643246,0.000641542,0.000620197,0.000683808,0.00062923,0.000794804,0.000689132,0.000761823,0.000576873,0.000748238,0.000593557
K00929,K00929: butyrate kinase,Metabolism,Carbohydrate metabolism,Butanoate_metabolism,E2.7.2.7 buk; butyrate kinase,0.000293818,0.000290629,0.000241033,0.000249244,0.000250893,0.000240937,0.000306442,0.000274457,0.000313236,0.00025691,0.000237988,0.000305138,0.000345721,0.000338968,0.000313594,0.000222532,0.000215371,0.000214624,0.000216412,0.000346602
K00932,K00932: propionate kinase,Metabolism,Carbohydrate metabolism,Propanoate_metabolism,E2.7.2.15 tdcD pduW; propionate kinase,1.96E-05,0,7.07E-06,1.23E-05,7.25E-06,0,0,5.63E-06,0,0,9.95E-06,1.16E-05,9.99E-06,0,0,1.2E-05,0,1.34E-05,0,0
K00948,K00948: ribose-phosphate pyrophosphokinase,Metabolism,Carbohydrate metabolism,Pentose_phosphate_pathway,PRPS prsA; ribose-phosphate pyrophosphokinase,0.000820163,0.00088711,0.000988245,0.00105828,0.000837269,0.00092222,0.000894944,0.000901951,0.000954947,0.000932723,0.000948806,0.000858801,0.000770201,0.000837465,0.000855175,0.000937123,0.00101159,0.000971274,0.00105091,0.000861215
K00963,K00963: UTP--glucose-1-phosphate uridylyltransferase,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,UGP2 galU galF; UTP--glucose-1-phosphate uridylyltransferase,0.000343533,0.000219622,0.000287474,0.00046534,0.000314067,0.000314174,0.000212283,0.000301176,0.000220556,0.00014298,0.000134554,0.000294231,0.000186766,0.000279888,0.000206106,0.000295635,0.000199989,0.000219863,0.000263093,0.000345384
K00965,K00965: UDPglucose--hexose-1-phosphate uridylyltransferase,Metabolism,Carbohydrate metabolism,Galactose_metabolism,galT GALT; UDPglucose--hexose-1-phosphate uridylyltransferase,0.000289263,0.000326989,0.00042942,0.000327775,0.000435633,0.000382542,0.000458106,0.000319063,0.000369128,0.000469753,0.000430339,0.000355636,0.000283412,0.000425509,0.000352507,0.000440211,0.000406837,0.000335038,0.000456246,0.000374341
K00966,K00966: mannose-1-phosphate guanylyltransferase,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,GMPP; mannose-1-phosphate guanylyltransferase,0.000199822,0.000272177,0.000192832,0.000275568,0.000203685,0.000213199,0.00020015,0.000238667,0.000223824,0.000281222,0.000271154,0.000194219,0.000320038,0.000248761,0.000257616,0.000160063,0.000172843,0.000221479,0.000191957,0.000179085
K00971,K00971: mannose-1-phosphate guanylyltransferase,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,manC cpsB; mannose-1-phosphate guanylyltransferase,0.000324254,0.000534366,0.000357462,0.000754159,0.00045974,0.000406955,0.00034168,0.000462197,0.000496148,0.000467705,0.000465298,0.000421539,0.000675313,0.000590417,0.000453275,0.000336672,0.000324082,0.000400021,0.000375469,0.000403826
K00972,K00972: UDP-N-acetylglucosamine pyrophosphorylase,Metabolism,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,UAP1; UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine diphosphorylase,2.95E-05,0.000203361,0.000131789,0.000190689,7.04E-05,5.67E-05,6.83E-05,7.55E-05,0.00017185,0.000106664,0.000103663,4.6E-05,3.69E-05,6.65E-05,0.000157308,7.61E-05,0.000138106,9.2E-05,0.000138876,6.99E-05
K00975,K00975: glucose-1-phosphate adenylyltransferase,Metabolism,Carbohydrate metabolism,Starch_and_sucrose_metabolism,glgC; glucose-1-phosphate adenylyltransferase,0.00104449,0.00101637,0.00133591,0.000833951,0.00124676,0.0012811,0.00133745,0.00124628,0.00127312,0.0011902,0.00144269,0.00100349,0.0011796,0.0010132,0.00124443,0.00123509,0.00135003,0.00123373,0.00144449,0.00127941
K00978,K00978: glucose-1-phosphate cytidylyltransferase,Metabolism,Carbohydrate metabolism,Starch_and_sucrose_metabolism,rfbF; glucose-1-phosphate cytidylyltransferase,0.000225614,0.000237732,0.000299988,0.000184596,0.000256464,0.000195409,0.00024376,0.000184861,0.000251232,0.000244702,0.000180177,0.000220616,0.000246927,0.000227364,0.00022375,0.000315316,0.000348717,0.000373535,0.00028998,0.000261268
K00983,K00983: N-acylneuraminate cytidylyltransferase,Metabolism,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,E2.7.7.43 neuA CMAS; N-acylneuraminate cytidylyltransferase,0.000148515,0.000290926,0.000173897,0.00026477,0.000192226,0.000180701,0.000168169,0.000171237,0.000202043,0.000233525,0.000298126,0.000205787,0.00019366,0.000198399,0.000222971,0.000186881,0.000188677,0.000217408,0.000177707,0.00019197
K01006,K01006: pyruvateorthophosphate dikinase,Metabolism,Carbohydrate metabolism,Pyruvate_metabolism,ppdK; pyruvate orthophosphate dikinase,0.000402709,0.000511069,0.000524524,0.000657512,0.000494228,0.000549913,0.000446056,0.000472974,0.000605133,0.000399955,0.000456126,0.000439854,0.000425547,0.000403921,0.000518882,0.000425898,0.000589214,0.000393215,0.000573861,0.000426663
K01007,K01007: pyruvate water dikinase,Metabolism,Carbohydrate metabolism,Pyruvate_metabolism,pps ppsA; pyruvate water dikinase,0.000143428,4.52E-05,2.88E-05,7.21E-05,2.96E-05,5.74E-05,5.48E-05,6.03E-05,3.49E-05,6.43E-05,4.8E-05,8.06E-05,3.98E-05,5.3E-05,3.93E-05,7.55E-05,5.41E-05,7.04E-05,5.63E-05,3.18E-05
K01026,K01026: propionate CoA-transferase,Metabolism,Carbohydrate metabolism,Pyruvate_metabolism,pct; propionate CoA-transferase,0.000168052,6.23E-05,4.99E-05,2.82E-05,7.69E-05,0.000162247,0.000134601,6.34E-05,5.11E-05,0.000117757,0.000112312,7.06E-05,7.39E-05,9.67E-05,7.31E-05,0.000173153,7.7E-05,0.000131076,7.49E-05,0.000111054
K01027,K01027,Metabolism,Carbohydrate metabolism,Butanoate_metabolism,OXCT; 3-oxoacid CoA-transferase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3E-06,6.15E-06
K01028,K01028: 3-oxoacid CoA-transferase subunit A,Metabolism,Carbohydrate metabolism,Butanoate_metabolism,E2.8.3.5A scoA; 3-oxoacid CoA-transferase subunit A,7.25E-05,3.64E-05,0.000100867,2.27E-05,5E-05,7.78E-05,8.5E-05,5.2E-05,6.8E-05,6.88E-05,9.21E-05,6.52E-05,5.17E-05,5.08E-05,8.37E-05,0.000121893,7.81E-05,7.5E-05,7.85E-05,7.34E-05
K01029,K01029: 3-oxoacid CoA-transferase subunit B,Metabolism,Carbohydrate metabolism,Butanoate_metabolism,E2.8.3.5B scoB; 3-oxoacid CoA-transferase subunit B,1.97E-05,2.54E-05,9.21E-05,0,4.09E-05,3.5E-05,3.6E-05,5.49E-05,7.14E-05,9.08E-05,7.59E-05,5.67E-05,1.78E-05,3.54E-05,4.91E-05,8.22E-05,0.000105765,5.17E-05,4.7E-05,7.87E-05
K01034,K01034: acetate CoA-transferase alpha subunit,Metabolism,Carbohydrate metabolism,Propanoate_metabolism,atoD; acetate CoA/acetoacetate CoA-transferase alpha subunit,0.000115264,6.4E-05,7.96E-05,7.17E-05,9.31E-05,4.63E-05,5.5E-05,8.8E-05,8.22E-05,7.4E-05,9.78E-05,0.000124199,9.23E-05,7.27E-05,3.91E-05,0.000105827,8.21E-05,6.55E-05,7.13E-05,8.02E-05
K01035,K01035: acetate CoA-transferase beta subunit,Metabolism,Carbohydrate metabolism,Propanoate_metabolism,atoA; acetate CoA/acetoacetate CoA-transferase beta subunit,9.64E-05,2.58E-05,1.35E-05,0,1.29E-05,2.32E-05,1.75E-05,5.54E-05,1.05E-05,0,0,4.59E-05,1.78E-05,1.75E-05,2.01E-05,1.19E-05,1.2E-05,3.94E-05,1.21E-05,3.87E-05
K01039,K01039: glutaconate CoA-transferase subunit A,Metabolism,Carbohydrate metabolism,Butanoate_metabolism,gctA; glutaconate CoA-transferase subunit A,3.96E-05,2.65E-05,3.64E-05,1.65E-05,1.82E-05,2.4E-05,0,1.52E-05,2.13E-05,1.25E-05,0,7.82E-06,2.51E-05,3.7E-05,2.04E-05,2.42E-05,2.43E-05,1.81E-05,2.45E-05,8.91E-06
K01040,K01040: glutaconate CoA-transferase subunit B,Metabolism,Carbohydrate metabolism,Butanoate_metabolism,gctB; glutaconate CoA-transferase subunit B,1.59E-05,3.18E-05,4.37E-05,0,3.28E-05,2.02E-05,1.49E-05,2.73E-05,4.33E-05,3.01E-05,0,9.41E-06,3.01E-05,1.48E-05,5.05E-05,2.9E-05,9.73E-06,3.24E-05,1.96E-05,3.21E-05
K01051,K01051: pectinesterase,Metabolism,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,E3.1.1.11; pectinesterase,0.000216332,0.00038188,0.000195991,0.00029072,0.000288054,0.000181744,0.000272241,0.000298143,0.000334763,0.00025075,0.000243245,0.000269301,0.000307886,0.000257479,0.000309152,0.000243303,0.000177437,0.000431697,0.000238106,0.000246771
K01053,K01053: gluconolactonase,Metabolism,Carbohydrate metabolism,Pentose_phosphate_pathway,E3.1.1.17 gnl RGN; gluconolactonase,1.37E-05,1.44E-05,1.88E-05,1.71E-05,1.88E-05,3.3E-05,1.28E-05,2.35E-05,6.85E-06,0,0,1.6E-05,2.6E-05,0,6.57E-06,0,0,0,0,1.85E-05
K01057,K01057: 6-phosphogluconolactonase,Metabolism,Carbohydrate metabolism,Pentose_phosphate_pathway,PGLS pgl devB; 6-phosphogluconolactonase,0.000139629,0.000211596,9.86E-05,0.000112392,0.000199872,0.000106752,0.000239497,0.000186567,0.000160243,0.000228803,0.000285077,0.000195636,0.000250582,0.000279747,0.000179852,0.000157548,0.000107396,0.000199137,0.000116426,0.000219535
K01067,K01067: acetyl-CoA hydrolase,Metabolism,Carbohydrate metabolism,Pyruvate_metabolism,E3.1.2.1 ACH1; acetyl-CoA hydrolase,0.000147237,8.71E-05,0.000103913,7.81E-05,0.000143791,0.00010272,4.77E-05,0.000157618,0.000143874,9.99E-05,0.000155209,0.000197705,0.000142333,0.000113977,0.000141993,7.85E-05,0.000132503,8.14E-05,7.89E-05,0.000101233
K01069,K01069: hydroxyacylglutathione hydrolase,Metabolism,Carbohydrate metabolism,Pyruvate_metabolism,E3.1.2.6 gloB; hydroxyacylglutathione hydrolase,0.000337986,0.000445997,0.000344042,0.000341192,0.000354725,0.000307461,0.000314209,0.00039377,0.000453069,0.000348837,0.000380125,0.000400765,0.000414531,0.000357126,0.000408804,0.000371015,0.000325515,0.000374035,0.000340116,0.000384962
K01083,K01083: 3-phytase,Metabolism,Carbohydrate metabolism,Inositol_phosphate_metabolism,E3.1.3.8; 3-phytase,1.17E-05,0,0,0,0,7.1E-06,1.1E-05,0,0,0,0,6.93E-06,0,0,0,0,0,0,0,0
K01085,K01085: glucose-1-phosphatase,Metabolism,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,agp; glucose-1-phosphatase,2.05E-05,1.29E-05,0,4.84E-05,0,0,3.64E-05,1.17E-05,0,0,1.04E-05,6.06E-06,0,9.56E-06,0,1.86E-05,0,1.16E-05,0,6.91E-06
K01087,K01087: trehalose-phosphatase,Metabolism,Carbohydrate metabolism,Starch_and_sucrose_metabolism,otsB; trehalose 6-phosphate phosphatase,3.79E-05,0,6.63E-06,0,0,2.17E-05,1.47E-05,2.08E-05,0,9.12E-06,0,3.55E-05,0,0,4.94E-06,1.98E-05,2.96E-06,2.01E-05,2.98E-06,0
K01091,K01091: phosphoglycolate phosphatase,Metabolism,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,gph; phosphoglycolate phosphatase,0.0015988,0.00154912,0.00181735,0.00147619,0.00182048,0.00170445,0.00164285,0.00165584,0.00169586,0.00155128,0.0016346,0.00153998,0.00165694,0.00160304,0.00165218,0.0018371,0.00179185,0.00174501,0.00186666,0.0015491
K01092,K01092: myo-inositol-1(or 4)-monophosphatase,Metabolism,Carbohydrate metabolism,Inositol_phosphate_metabolism,E3.1.3.25 IMPA suhB; myo-inositol-1(or 4)-monophosphatase,0.000355228,0.000339791,0.000214167,0.00027336,0.000374771,0.000234491,0.000320642,0.000314243,0.00029485,0.000301808,0.000295088,0.000317374,0.000459027,0.000376507,0.00026496,0.000360717,0.000276708,0.00038107,0.000296803,0.000265999
K01093,K01093: 4-phytase / acid phosphatase,Metabolism,Carbohydrate metabolism,Inositol_phosphate_metabolism,appA; 4-phytase / acid phosphatase,2.7E-05,0,0,0,0,0,0,1.01E-05,0,0,0,1.04E-05,9.17E-06,0,0,5.79E-06,0,1.29E-05,0,6.94E-06
K01103,K01103: fructose-26-bisphosphatase,Metabolism,Carbohydrate metabolism,Fructose_and_mannose_metabolism,PFKFB3; 6-phosphofructo-2-kinase / fructose-26-biphosphatase 3&#160;,2.06E-05,0,0,0,0,6.33E-06,0,0,0,0,0,0,9.79E-06,0,0,0,1.28E-05,0,1.92E-05,2.11E-05
K01114,K01114: phospholipase C,Metabolism,Carbohydrate metabolism,Inositol_phosphate_metabolism,plcC; phospholipase C,1.68E-05,0,4.02E-06,6.72E-06,3.62E-06,2.24E-05,1.64E-05,2.39E-05,0,1.68E-05,1.16E-05,1.37E-05,7.21E-06,0,0,4.63E-06,0,3.68E-06,0,2.62E-05
K01176,K01176: alpha-amylase,Metabolism,Carbohydrate metabolism,Starch_and_sucrose_metabolism,E3.2.1.1 amyA malS; alpha-amylase,8.43E-05,0.000173632,0.000255051,0.000149919,0.000144132,0.000291799,0.000123944,0.000211017,0.000259521,0.000113935,0.000167253,0.000267108,0.000148972,0.000140554,0.00021941,0.000133142,0.000248171,0.000157982,0.000217221,0.000139466
K01178,K01178: glucoamylase,Metabolism,Carbohydrate metabolism,Starch_and_sucrose_metabolism,E3.2.1.3; glucoamylase,1.27E-05,3.16E-05,2.12E-05,7.99E-06,1.32E-05,2.42E-05,1.2E-05,2.65E-05,1.36E-05,2.42E-05,2.59E-05,2.26E-05,2.68E-05,1.79E-05,1.31E-05,1.73E-05,1.15E-05,1.3E-05,3.94E-06,1.77E-05
K01179,K01179: endoglucanase,Metabolism,Carbohydrate metabolism,Starch_and_sucrose_metabolism,E3.2.1.4; endoglucanase,0.000344001,0.000511633,0.000595536,0.000463627,0.000398142,0.000586714,0.000440873,0.00037063,0.000597475,0.000462797,0.000453601,0.000340178,0.00037662,0.000348822,0.00058178,0.000306015,0.000506266,0.000380636,0.000524117,0.000355635
K01182,K01182: oligo-16-glucosidase,Metabolism,Carbohydrate metabolism,Galactose_metabolism,E3.2.1.10; oligo-16-glucosidase,0.000184051,0.000214677,0.00029604,0.000114375,0.000253185,0.000269476,0.000336568,0.000193531,0.000271847,0.00036586,0.000408527,0.000253755,0.000282778,0.000219613,0.00026824,0.00032963,0.000312544,0.000268978,0.000389596,0.000267649
K01183,K01183: chitinase,Metabolism,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,E3.2.1.14; chitinase,9.38E-05,3.76E-05,6E-05,1.53E-05,6.54E-05,3.93E-05,4.77E-05,9.99E-05,6.28E-05,4.99E-05,7.19E-05,8.34E-05,3.39E-05,4.56E-05,7.46E-05,8.11E-05,4.43E-05,6.13E-05,4.03E-05,5.15E-05
K01187,K01187: alpha-glucosidase,Metabolism,Carbohydrate metabolism,Galactose_metabolism,malZ; alpha-glucosidase,0.000725672,0.00125062,0.00102525,0.000976146,0.00108841,0.00113304,0.00112765,0.00109677,0.00124321,0.00125794,0.00132608,0.00120472,0.00125421,0.00118761,0.00126642,0.00094483,0.00104077,0.00120082,0.00102127,0.00102511
K01188,K01188: beta-glucosidase,Metabolism,Carbohydrate metabolism,Starch_and_sucrose_metabolism,E3.2.1.21; beta-glucosidase,0.000573955,0.000619353,0.000411014,0.00047232,0.000417644,0.000521049,0.000545522,0.00046881,0.000502973,0.000498932,0.000520615,0.000486482,0.00055897,0.000549204,0.000483668,0.000383773,0.000362641,0.000424584,0.000382551,0.000366955
K01189,K01189: alpha-galactosidase,Metabolism,Carbohydrate metabolism,Galactose_metabolism,GLA; alpha-galactosidase,0,6.1E-06,6.93E-06,0,0,0,0,0,5.31E-06,0,0,0,0,0,5.16E-06,0,5.62E-06,0,6.23E-06,0
K01190,K01190: beta-galactosidase,Metabolism,Carbohydrate metabolism,Galactose_metabolism,lacZ; beta-galactosidase,0.0012499,0.00216449,0.00136688,0.00185799,0.0014994,0.00180858,0.00160695,0.00153026,0.00171818,0.00175862,0.00170922,0.00166518,0.00190023,0.00163327,0.00172378,0.00158115,0.00148388,0.00179898,0.00152268,0.00159389
