	Gene	NAME	ERR688513.kegg.e-15.m8-hit-keg-cat	ERR688523.kegg.e-15.m8-hit-keg-cat	ERR688534.kegg.e-15.m8-hit-keg-cat	ERR688548.kegg.e-15.m8-hit-keg-cat	ERR688557.kegg.e-15.m8-hit-keg-cat	ERR688560.kegg.e-15.m8-hit-keg-cat	ERR688561.kegg.e-15.m8-hit-keg-cat	ERR688574.kegg.e-15.m8-hit-keg-cat	ERR688580.kegg.e-15.m8-hit-keg-cat	ERR688581.kegg.e-15.m8-hit-keg-cat	ERR688589.kegg.e-15.m8-hit-keg-cat	ERR688613.kegg.e-15.m8-hit-keg-cat	ERR688615.kegg.e-15.m8-hit-keg-cat	ERR688623.kegg.e-15.m8-hit-keg-cat	ERR688627.kegg.e-15.m8-hit-keg-cat	ERR688632.kegg.e-15.m8-hit-keg-cat	ERR688635.kegg.e-15.m8-hit-keg-cat	ERR688638.kegg.e-15.m8-hit-keg-cat	ERR688642.kegg.e-15.m8-hit-keg-cat	ERR688650.kegg.e-15.m8-hit-keg-cat	ERR710424.kegg.e-15.m8-hit-keg-cat	ERR710426.kegg.e-15.m8-hit-keg-cat	ERR710427.kegg.e-15.m8-hit-keg-cat	ERR710428.kegg.e-15.m8-hit-keg-cat	ERR710429.kegg.e-15.m8-hit-keg-cat	ERR710430.kegg.e-15.m8-hit-keg-cat	ERR710431.kegg.e-15.m8-hit-keg-cat	ERR710432.kegg.e-15.m8-hit-keg-cat	mock_even_lc-hit-keg-cat	Category	SuperPathway	SubPathway	KOAnnot
491	K00762	K00762: orotate phosphoribosyltransferase	0.000988472	0.0	0.000960189	0.000988357	0.00103751	0.000994026	0.0009587189999999999	0.0010555999999999999	0.00119608	0.00102574	0.00100792	0.00110155	0.00105262	0.00125292	0.00102476	0.00116283	0.0	0.000600783	0.00105992	0.00114705	0.00133219	0.00104913	0.0010243000000000001	0.0011436	0.00119702	0.00114397	0.00139461	0.00114044	0.00101288	Metabolism	Nucleotide metabolism	Pyrimidine_metabolism	pyrE; orotate phosphoribosyltransferase
492	K00763	K00763: nicotinate phosphoribosyltransferase	0.000515638	0.0	0.000542366	0.000551059	0.000575454	0.000544331	0.000481902	0.000613418	0.000586187	0.000496686	0.00061882	0.00065652	0.000670538	0.000535577	0.0006492959999999999	0.000541888	0.0	0.00046766099999999997	0.000521533	0.000545635	0.00045009300000000004	0.00045064199999999996	0.000579555	0.000575476	0.000594955	0.0006424509999999999	0.000664839	0.000529786	0.000875694	Metabolism	Metabolism of cofactors and vitamins	Nicotinate_and_nicotinamide_metabolism	pncB NAPRT1; nicotinate phosphoribosyltransferase
493	K00764	K00764: amidophosphoribosyltransferase	0.000856365	0.0	0.00082715	0.000830192	0.000638178	0.0007747160000000001	0.000476964	0.0009352469999999999	0.0010272999999999999	0.000870864	0.000817853	0.000821868	0.0007211639999999999	0.000869018	0.0009199410000000001	0.0010667	0.0	0.000607838	0.0009692980000000001	0.00103855	0.00111394	0.000858382	0.0009366760000000001	0.00097346	0.0008328160000000001	0.0008523510000000001	0.000987118	0.00103042	0.000551878	Metabolism	Nucleotide metabolism	Purine_metabolism	purF PPAT; amidophosphoribosyltransferase
494	K00765	K00765: ATP phosphoribosyltransferase	0.0007147880000000001	0.0	0.000698261	0.000800107	0.000642993	0.000664407	0.0007104810000000001	0.000662855	0.000695415	0.000604254	0.00072871	0.00075764	0.000704544	0.0007876439999999999	0.0006488280000000001	0.000730818	0.0	0.000349924	0.0007247639999999999	0.000683645	0.000801174	0.000767373	0.0006513669999999999	0.000816477	0.000785465	0.0006812130000000001	0.000887012	0.000637402	0.00106285	Metabolism	Amino acid metabolism	Histidine_metabolism	hisG; ATP phosphoribosyltransferase
495	K00766	K00766: anthranilate phosphoribosyltransferase	0.000409799	0.0	0.00046967300000000004	0.00042207199999999995	0.00036778	0.00038440699999999997	0.000374518	0.00041947400000000003	0.00029486	0.00036314699999999997	0.000335491	0.00042540199999999996	0.000450745	0.00040866	0.00036628199999999995	0.000359569	0.0	0.00038532199999999995	0.00040781199999999996	0.00039876699999999996	0.000498054	0.000381689	0.000335466	0.000455455	0.00035868	0.000431073	0.00044086900000000004	0.000444715	0.000766282	Metabolism	Amino acid metabolism	Phenylalanine_tyrosine_and_tryptophan_biosynthesis	trpD; anthranilate phosphoribosyltransferase
496	K00767	K00767: nicotinate-nucleotide pyrophosphorylase (carboxylating)	0.000455665	0.0	0.000475295	0.000583698	0.000375493	0.00038952	0.000225267	0.00052696	0.00048191099999999996	0.00039847699999999995	0.000414141	0.000445578	0.00051492	0.00044070400000000004	0.00046157699999999996	0.000449717	0.0	0.000283645	0.00042400699999999995	0.000494163	0.000629261	0.00049164	0.00041932	0.000422103	0.00044675300000000004	0.000452301	0.000710735	0.0005274219999999999	0.000698897	Metabolism	Metabolism of cofactors and vitamins	Nicotinate_and_nicotinamide_metabolism	nadC QPRT; nicotinate-nucleotide pyrophosphorylase (carboxylating)
497	K00768	K00768: nicotinate-nucleotide--dimethylbenzimidazole	0.000351095	0.0	0.000337924	0.000388138	0.000291341	0.00042541800000000005	0.00026026099999999997	0.00035448300000000005	0.000379879	0.000388037	0.00038318	0.000352915	0.00032261700000000003	0.00032736	0.00034794199999999996	0.000359859	0.0	0.000207835	0.000303943	0.000420739	0.00040921699999999997	0.00036977699999999995	0.00031928	0.000407449	0.000347506	0.00046524099999999997	0.00037878300000000005	0.00039343699999999995	0.0005139519999999999	Metabolism	Metabolism of cofactors and vitamins	Porphyrin_and_chlorophyll_metabolism	E2.4.2.21 cobU cobT; nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
498	K00769	K00769: xanthine phosphoribosyltransferase	5.3500000000000006e-05	0.0	3.78e-05	2.15e-05	5.22e-05	5.31e-05	5.3500000000000006e-05	0.0	1.53e-05	1.1400000000000001e-05	0.0	1.4300000000000002e-05	2.35e-05	0.0	0.0	1.1400000000000001e-05	0.0	9.4e-05	1.4599999999999999e-05	1.6e-05	0.0	0.0	0.0	2.59e-05	1.3699999999999998e-05	2.8999999999999997e-05	0.0	2.15e-05	0.0	Metabolism	Nucleotide metabolism	Purine_metabolism	gpt; xanthine phosphoribosyltransferase
499	K00772	K00772: 5'-methylthioadenosine phosphorylase	3.3e-05	0.0	6.02e-05	2.6899999999999997e-05	0.0	5.3e-05	6.64e-05	4.18e-05	1.05e-05	7.53e-05	1.63e-05	0.0	4.84e-05	2.56e-05	2e-05	2.1e-05	0.0	6.11e-05	3.9500000000000005e-05	1.8100000000000003e-05	7.97e-05	3.02e-05	1.4800000000000002e-05	3.04e-05	1.7899999999999998e-05	3.41e-05	2.26e-05	2.8600000000000004e-05	0.0	Metabolism	Amino acid metabolism	Cysteine_and_methionine_metabolism	E2.4.2.28 mtaP; 5'-methylthioadenosine phosphorylase
500	K00773	K00773: queuine tRNA-ribosyltransferase	0.000595309	0.0	0.000580626	0.000574808	0.000493532	0.000635486	0.000495368	0.00073136	0.0006886269999999999	0.0006797330000000001	0.000829019	0.0007029810000000001	0.0007377060000000001	0.0006683710000000001	0.0008376360000000001	0.000653053	0.0	0.0005427990000000001	0.0006986280000000001	0.0006433319999999999	0.000653707	0.00057155	0.0007189389999999999	0.000672614	0.000618268	0.0006256359999999999	0.000728987	0.000879696	0.000213578	None	None	None	None
501	K00777	K00777	0.00013838299999999998	0.0	0.000129169	8.809999999999999e-05	8.909999999999998e-05	0.000184983	0.000182703	4.36e-05	7.32e-05	8.540000000000002e-05	9.070000000000001e-05	2.9199999999999998e-05	0.000116861	0.00012914100000000002	6.43e-05	5.4600000000000006e-05	0.0	9.620000000000001e-05	4.95e-05	3.09e-05	0.000166918	8.58e-05	7.38e-05	4.2e-05	9.329999999999999e-05	9.13e-05	0.000141789	5.8599999999999995e-05	0.0	None	None	None	None
502	K00782	K00782: hypothetical protein	0.000127092	0.0	0.00018628200000000002	0.00016511099999999998	4.88e-05	0.00015104299999999998	6.25e-05	0.000112829	6.879999999999999e-05	0.000261974	0.000111701	7.4e-05	8.05e-05	9.88e-05	0.000191792	0.00028409700000000003	0.0	0.000331697	0.00018144099999999999	0.000176466	0.00022097799999999998	0.000123104	0.00014550700000000001	0.00016744900000000002	0.000102621	5.47e-05	6.21e-05	0.00025116900000000003	0.000315351	None	None	None	None
503	K00783	K00783: hypothetical protein	0.00101208	0.0	0.000997488	0.00111615	0.00106773	0.00105562	0.00105913	0.00109256	0.000955463	0.00101598	0.00118064	0.00106643	0.000930988	0.00100037	0.00110627	0.00105922	0.0	0.000806818	0.00105074	0.00109307	0.000803474	0.00103935	0.00116532	0.00108781	0.00101698	0.000985897	0.000823732	0.00112993	0.0	None	None	None	None
504	K00784	K00784: ribonuclease Z	0.000881187	0.0	0.0008645339999999999	0.00109685	0.0008290519999999999	0.000982248	0.000766502	0.00082554	0.000935643	0.00088963	0.000794813	0.00100155	0.000864785	0.000784953	0.000838717	0.0008107110000000001	0.0	0.0005751759999999999	0.000804204	0.00109195	0.0006826180000000001	0.00105844	0.000953469	0.000839971	0.0009550730000000001	0.00095289	0.000807953	0.000708329	0.000218152	Genetic Information Processing	Translation	RNA_transport	rnz; ribonuclease Z
505	K00786	K00786	0.000419977	0.0	0.00042916	0.0006710939999999999	0.00033081	0.000447594	0.000421043	0.000467417	0.00046469800000000004	0.00040442300000000005	0.000505963	0.000582759	0.00048075300000000005	0.00046632300000000004	0.000518145	0.00036312800000000005	0.0	0.000287384	0.00047881800000000005	0.0005482180000000001	0.00031178900000000003	0.00045191400000000004	0.000521097	0.000470224	0.0005533630000000001	0.00044189	0.0005617819999999999	0.00041491300000000004	0.000239065	None	None	None	None
506	K00788	K00788: thiamine-phosphate pyrophosphorylase	0.000985678	0.0	0.000885548	0.0009483310000000001	0.0007424339999999999	0.000875237	0.000708655	0.0008782010000000001	0.000961235	0.0009049189999999999	0.000750178	0.00103615	0.000779572	0.0008657080000000001	0.000971162	0.000996521	0.0	0.000583959	0.000913825	0.0010630999999999998	0.00152228	0.00104951	0.000982202	0.000986277	0.00103474	0.0009218939999999999	0.00111105	0.000819168	0.000936604	Metabolism	Metabolism of cofactors and vitamins	Thiamine_metabolism	thiE; thiamine-phosphate pyrophosphorylase
507	K00789	K00789: S-adenosylmethionine synthetase	0.00082003	0.0	0.000752286	0.0006123519999999999	0.000658568	0.000771845	0.00068439	0.000816164	0.0008019689999999999	0.0007154939999999999	0.000932978	0.000706444	0.000816908	0.0007482330000000001	0.000841238	0.0008107889999999999	0.0	0.0006627060000000001	0.000831755	0.0006987930000000001	0.000622381	0.000705727	0.0007762019999999999	0.0007456489999999999	0.0007452889999999999	0.0007668789999999999	0.000784561	0.000846474	0.0006866110000000001	Metabolism	Amino acid metabolism	Cysteine_and_methionine_metabolism	metK; S-adenosylmethionine synthetase
508	K00790	K00790: UDP-N-acetylglucosamine 1-carboxyvinyltransferase	0.000814633	0.0	0.000875725	0.000880931	0.000840896	0.000959062	0.000798203	0.00103573	0.00110851	0.000892636	0.00112324	0.00106254	0.0009279080000000001	0.000974678	0.00115505	0.0009588660000000001	0.0	0.0008494819999999999	0.00100718	0.000992059	0.00108101	0.000771788	0.00107666	0.0009992360000000001	0.000933523	0.000800739	0.000991734	0.00135525	0.0004951430000000001	Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase
509	K00791	K00791: tRNA delta(2)-isopentenylpyrophosphate transferase	0.0006745789999999999	0.0	0.0006907660000000001	0.00071546	0.00063307	0.0006908589999999999	0.000642869	0.0008066810000000001	0.0007487310000000001	0.000799271	0.0008532660000000001	0.000697233	0.0005793980000000001	0.000735865	0.000835482	0.0008379230000000001	0.0	0.0005760930000000001	0.0008496469999999999	0.000687021	0.000823258	0.00068835	0.00084035	0.000796438	0.000740506	0.000587439	0.0007499280000000001	0.0007837639999999999	0.00177124	Metabolism	Metabolism of terpenoids and polyketides	Zeatin_biosynthesis	miaA TRIT1; tRNA dimethylallyltransferase
510	K00793	K00793: riboflavin synthase alpha chain	0.00046406199999999995	0.0	0.00033983699999999995	0.00039559400000000003	0.000311137	0.00038848	0.000256615	0.000505727	0.00040875300000000004	0.000446415	0.00037197900000000004	0.000384901	0.000309896	0.00045161	0.000509928	0.000492768	0.0	0.000427012	0.00034874099999999996	0.000596058	0.0007989739999999999	0.00046059	0.00042117	0.00048294300000000005	0.000431746	0.000467154	0.00044454300000000004	0.0004931730000000001	0.000628565	Metabolism	Metabolism of cofactors and vitamins	Riboflavin_metabolism	ribE RIB5; riboflavin synthase
511	K00794	K00794: riboflavin synthase beta chain	0.000563919	0.0	0.000499905	0.0005021159999999999	0.000408851	0.000545105	0.000298217	0.000648157	0.000577955	0.000665182	0.000564065	0.000509844	0.00041297	0.000534361	0.00066992	0.000642195	0.0	0.000466469	0.000579067	0.0006314269999999999	0.0009387260000000001	0.000585904	0.000556631	0.000549502	0.0006801330000000001	0.000507353	0.000606592	0.0006870169999999999	0.0	Metabolism	Metabolism of cofactors and vitamins	Riboflavin_metabolism	ribH RIB4; 67-dimethyl-8-ribityllumazine synthase
512	K00795	K00795: geranyltranstransferase	7.049999999999999e-05	0.0	7.58e-05	8.49e-05	0.00010378299999999999	0.000140352	0.000178813	6.670000000000001e-05	0.000113669	8.379999999999999e-05	0.000124	0.00012118	9.71e-05	7.92e-05	7.72e-05	9.790000000000001e-05	0.0	5.36e-05	6.6e-05	6.879999999999999e-05	0.00010460100000000001	7.13e-05	7.929999999999999e-05	7.64e-05	0.000106839	0.00015142200000000001	7.809999999999999e-05	6.0299999999999995e-05	8.669999999999999e-05	Metabolism	Metabolism of terpenoids and polyketides	Terpenoid_backbone_biosynthesis	ispA; farnesyl diphosphate synthase
513	K00796	K00796: dihydropteroate synthase	0.000493016	0.0	0.000549465	0.000489438	0.000478854	0.000453623	0.0004896190000000001	0.000427843	0.00044667599999999996	0.000514554	0.00034065	0.000450631	0.000652074	0.000494667	0.00039033199999999996	0.000385017	0.0	0.000280428	0.00042473300000000005	0.000493342	0.000450666	0.00037319999999999996	0.00037424699999999997	0.00042303699999999997	0.000388599	0.00045904199999999995	0.000636151	0.000610581	0.000848059	Metabolism	Metabolism of cofactors and vitamins	Folate_biosynthesis	folP; dihydropteroate synthase
514	K00797	K00797: spermidine synthase	0.000272339	0.0	0.000202063	0.000212253	0.00023342599999999998	0.000422146	0.00037553699999999995	0.000217918	0.000301818	0.000249052	0.00018664099999999998	0.000220471	0.000257912	0.00023454900000000002	0.000233781	0.000202967	0.0	0.00011235100000000001	0.00026158700000000003	0.000314252	0.000287288	0.00021179	0.00022409	0.000255528	0.000301245	0.000432471	0.00045207099999999996	0.000192048	0.000478484	Metabolism	Amino acid metabolism	Cysteine_and_methionine_metabolism	speE SRM; spermidine synthase
515	K00798	K00798: cob(I)alamin adenosyltransferase	0.0007302869999999999	0.0	0.000705329	0.000649765	0.00045657900000000003	0.000675178	0.000624403	0.000574519	0.000615764	0.000693574	0.000437999	0.00062998	0.000524803	0.000576501	0.000619424	0.000594487	0.0	0.000630963	0.000566867	0.0006590480000000001	0.000608378	0.000832262	0.000757035	0.000728603	0.000653791	0.000756307	0.0006421280000000001	0.0006199619999999999	0.0	Metabolism	Metabolism of cofactors and vitamins	Porphyrin_and_chlorophyll_metabolism	MMAB pduO; cob(I)alamin adenosyltransferase
516	K00799	K00799: glutathione S-transferase	0.000248852	0.0	0.000382668	8.89e-05	0.000312826	0.00019307	0.00038138099999999997	0.0	6.330000000000001e-05	4.7e-05	0.0	0.00015102600000000001	0.0	0.0	0.0	0.0	0.0	0.000762906	6.0299999999999995e-05	5.04e-05	0.0	0.0	8.42e-06	0.0	6.720000000000001e-05	0.00014591799999999998	0.0	3.41e-05	0.00163042	Metabolism	Metabolism of other amino acids	Glutathione_metabolism	GST gst; glutathione S-transferase
517	K00800	K00800: 3-phosphoshikimate 1-carboxyvinyltransferase	0.000574133	0.0	0.000602445	0.000497011	0.00045180599999999996	0.000488692	0.000538695	0.000589867	0.000605475	0.000582405	0.000545473	0.0005014819999999999	0.000717118	0.000604586	0.000577099	0.000596016	0.0	0.00039435	0.000504219	0.0005760919999999999	0.000590683	0.0005013	0.000539552	0.0005394919999999999	0.000601909	0.000525316	0.0006896469999999999	0.000565527	0.000467226	Metabolism	Amino acid metabolism	Phenylalanine_tyrosine_and_tryptophan_biosynthesis	aroA; 3-phosphoshikimate 1-carboxyvinyltransferase
518	K00801	K00801: farnesyl-diphosphate farnesyltransferase	0.0	0.0	2.18e-05	0.0	0.0	0.0	0.0	6.13e-06	0.0	6.54e-06	6.95e-06	0.0	4.22e-05	7.27e-06	6.02e-06	6.18e-06	0.0	0.0	0.0	8.68e-06	7.03e-05	9.04e-06	1.29e-05	7.08e-06	0.0	0.0	0.0	0.0	0.0	Metabolism	Lipid metabolism	Steroid_biosynthesis	FDFT1; farnesyl-diphosphate farnesyltransferase
519	K00803	K00803: alkyldihydroxyacetonephosphate synthase	3.3799999999999995e-05	0.0	4.5299999999999997e-05	3.3600000000000004e-05	7.32e-05	1.9600000000000002e-05	3.4899999999999995e-05	4.1700000000000004e-05	6.28e-05	4.24e-05	3.64e-05	3.6700000000000004e-05	2.49e-05	5.59e-05	1.32e-05	2.0600000000000003e-05	0.0	6.13e-05	2.25e-05	4.48e-05	1.7899999999999998e-05	2.97e-05	1.6800000000000002e-05	1.6100000000000002e-05	1.7e-05	5.5e-05	3.09e-05	3.76e-05	2.6600000000000003e-05	Metabolism	Lipid metabolism	Ether_lipid_metabolism	AGPS agpS; alkyldihydroxyacetonephosphate synthase
520	K00805	K00805: trans-hexaprenyltranstransferase	0.0005547000000000001	0.0	0.000472605	0.0006297999999999999	0.0005528180000000001	0.000570293	0.0005386869999999999	0.000651355	0.000715192	0.000477079	0.0006053909999999999	0.0006911630000000001	0.000584213	0.000612814	0.000611937	0.000629385	0.0	0.000281914	0.000534251	0.000588861	0.00027803400000000003	0.0006587	0.000521663	0.000574093	0.000602591	0.000650624	0.000530687	0.000392335	9.19e-05	Metabolism	Metabolism of terpenoids and polyketides	Terpenoid_backbone_biosynthesis	hepST; heptaprenyl diphosphate synthase
521	K00806	K00806: undecaprenyl pyrophosphate synthetase	0.0007295569999999999	0.0	0.000696731	0.000763815	0.000670354	0.0007414489999999999	0.00073689	0.0008322389999999999	0.0007527219999999999	0.000832698	0.000881796	0.0008199269999999999	0.000796633	0.000695907	0.0009718760000000001	0.0007559789999999999	0.0	0.000610331	0.000796103	0.000752862	0.000780294	0.0008409410000000001	0.000855953	0.000883793	0.0009395219999999999	0.0009440539999999999	0.000925947	0.000903939	0.00136178	Metabolism	Metabolism of terpenoids and polyketides	Terpenoid_backbone_biosynthesis	uppS; undecaprenyl diphosphate synthase
522	K00808	K00808: homospermidine synthase	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.76e-06	0.0	Metabolism	Biosynthesis of other secondary metabolites	Tropane_piperidine_and_pyridine_alkaloid_biosynthesis	hss; homospermidine synthase
523	K00809	K00809: deoxyhypusine synthase	0.0	0.0	1.04e-05	0.0	0.0	0.0	0.0	1.64e-05	8.67e-06	1.8e-05	1.32e-05	0.0	0.0	7.15e-06	5.93e-06	1.7e-05	0.0	0.0	3.2e-05	1.5399999999999998e-05	0.0	0.0	5.27e-06	1.85e-05	1.4999999999999999e-05	0.0	0.0	3.5e-05	0.0	None	None	None	None
524	K00810	K00810	1.21e-05	0.0	1.8100000000000003e-05	0.0	0.0	0.0	0.0	1.0199999999999999e-05	0.0	3.26e-05	1.15e-05	0.0	0.0	1.21e-05	1.4999999999999999e-05	1.5399999999999998e-05	0.0	0.0	3.4899999999999995e-05	1.4400000000000001e-05	0.0	7.5e-06	1.0300000000000001e-05	2.35e-05	1.31e-05	0.0	0.0	4.1e-05	0.0	None	None	None	None
525	K00811	K00811: aspartate aminotransferase	0.000137686	0.0	0.000144801	7.4e-05	4.46e-05	6.659999999999999e-05	0.0	0.00020996	0.000144339	0.000193061	0.00018637900000000003	6.11e-05	5.16e-05	0.000141105	0.00025579	0.000221395	0.0	0.000199974	0.00013151299999999999	0.000135871	0.00036722	0.000107837	0.000227234	0.00020460700000000001	0.000187885	5.6399999999999995e-05	0.00017858299999999998	0.000258298	0.000170927	Metabolism	Amino acid metabolism	Alanine_aspartate_and_glutamate_metabolism	ASP5; aspartate aminotransferase chloroplastic
526	K00812	K00812: aspartate aminotransferase	0.000233713	0.0	0.000263835	0.000161232	0.000250171	0.00021253599999999999	0.00020999700000000002	0.000273433	0.000271425	0.000279302	0.00036076	0.000174269	0.00021606200000000002	0.000352078	0.000255576	0.000397536	0.0	0.000386911	0.000209283	0.000258914	0.000320448	0.000267958	0.000315732	0.00026151099999999997	0.000267421	0.00016394400000000001	0.000210783	0.000243044	0.000304581	Metabolism	Amino acid metabolism	Alanine_aspartate_and_glutamate_metabolism	aspB; aspartate aminotransferase
527	K00813	K00813: aspartate aminotransferase	6.38e-05	0.0	3.24e-05	1.88e-05	3.41e-05	1.18e-05	2.33e-05	0.0	1.3000000000000001e-05	9.92e-06	1.0300000000000001e-05	3.0799999999999996e-05	1.07e-05	5.53e-06	4.58e-06	9.23e-06	0.0	4.0799999999999996e-05	1.91e-05	6.56e-06	0.0	1.3699999999999998e-05	4.73e-06	5.39e-06	1.77e-05	2.3100000000000002e-05	0.0	9.33e-06	0.000197309	Metabolism	Amino acid metabolism	Alanine_aspartate_and_glutamate_metabolism	aspC; aspartate aminotransferase
528	K00814	K00814: alanine transaminase	0.0	0.0	0.0	0.0	1.04e-05	0.0	2.14e-05	0.0	0.0	0.0	0.0	0.0	0.0	5.05e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Metabolism	Energy metabolism	Carbon_fixation_in_photosynthetic_organisms	GPT ALT; alanine transaminase
529	K00816	K00816: kynurenine-oxoglutarate transaminase	0.0	0.0	7.12e-06	0.0	0.0	0.0	0.0	8.26e-06	6.72e-06	4.54e-06	0.0	5.15e-06	1.01e-05	4.76e-06	0.0	4.72e-06	0.0	0.0	0.0	0.0	0.0	6.89e-06	0.0	0.0	4.93e-06	0.0	0.0	0.0	0.0	Metabolism	Amino acid metabolism	Tryptophan_metabolism	CCBL; kynurenine---oxoglutarate transaminase / cysteine-S-conjugate beta-lyase / glutamine---phenylpyruvate transaminase
530	K00817	K00817: histidinol-phosphate aminotransferase	0.000559203	0.0	0.000633839	0.000721302	0.000532906	0.0006081109999999999	0.000535248	0.000572815	0.000715841	0.000559315	0.000499979	0.000623285	0.000576152	0.000614782	0.0005536019999999999	0.000588201	0.0	0.00038578	0.0005689	0.000675774	0.0006245609999999999	0.0006167330000000001	0.000566067	0.0006980469999999999	0.0006577880000000001	0.0005999859999999999	0.000701875	0.000609178	0.000294073	Metabolism	Amino acid metabolism	Histidine_metabolism	hisC; histidinol-phosphate aminotransferase
531	K00818	K00818: acetylornithine aminotransferase	0.000197399	0.0	0.000315429	0.000238874	0.000197827	0.000129817	0.000182416	0.000261272	0.000250217	0.00025420900000000003	0.000273187	0.00016942900000000002	0.00015526100000000002	0.000234236	0.000249582	0.00035178900000000003	0.0	0.000127482	0.000226344	0.000293091	0.0004922080000000001	0.000301908	0.000268812	0.000311032	0.000277424	0.00018229299999999998	0.000312193	0.000335776	0.000361763	Metabolism	Amino acid metabolism	Arginine_and_proline_metabolism	E2.6.1.11 argD; acetylornithine aminotransferase
532	K00819	K00819: ornithine--oxo-acid transaminase	9.429999999999999e-05	0.0	6.12e-05	6.97e-05	4.18e-05	5.4600000000000006e-05	6.709999999999999e-05	5.68e-05	6.23e-05	2.78e-05	4.73e-05	3.75e-05	5.02e-05	6.59e-05	4.94e-05	3.4899999999999995e-05	0.0	1.9699999999999998e-05	6.74e-05	4.1700000000000004e-05	2.56e-05	5.870000000000001e-05	4.73e-05	5.9499999999999996e-05	2.57e-05	4.41e-05	1.4499999999999998e-05	6.13e-05	4.6e-05	Metabolism	Amino acid metabolism	Arginine_and_proline_metabolism	E2.6.1.13 rocD; ornithine--oxo-acid transaminase
533	K00820	K00820: glucosamine--fructose-6-phosphate aminotransferase (isomerizing)	0.000567269	0.0	0.0006612	0.000630857	0.0007356960000000001	0.000598892	0.000557221	0.00063677	0.000663563	0.000657578	0.000684157	0.000647044	0.0006733619999999999	0.000628711	0.000686882	0.000586755	0.0	0.000436271	0.000590351	0.000633333	0.0008511969999999999	0.0005210319999999999	0.000649465	0.000646181	0.000639045	0.000659492	0.000768426	0.000793948	0.000561426	Metabolism	Carbohydrate metabolism	Amino_sugar_and_nucleotide_sugar_metabolism	glmS GFPT; glucosamine--fructose-6-phosphate aminotransferase (isomerizing)
534	K00821	K00821: acetylornithine/N-succinyldiaminopimelate aminotransferase	0.000403178	0.0	0.00030046099999999997	0.00039682300000000003	0.00049291	0.00045527699999999997	0.00029862599999999997	0.00039109	0.000342148	0.000337128	0.000318066	0.00049065	0.000390635	0.000418996	0.000283859	0.000323899	0.0	0.000245224	0.000263862	0.000408945	0.00047243599999999996	0.000359261	0.000335886	0.000359273	0.00042415	0.00041338199999999995	0.000504111	0.000341625	0.000284095	Metabolism	Amino acid metabolism	Lysine_biosynthesis	argD; acetylornithine/N-succinyldiaminopimelate aminotransferase
535	K00822	K00822: beta-alanine--pyruvate transaminase	0.0	0.0	7.45e-06	0.0	0.0	0.0	0.0	8.3e-06	0.0	0.0	4.68e-06	0.0	0.0	4.86e-06	7.98e-06	0.0	0.0	0.0	5.75e-06	5.56e-06	0.0	5.87e-06	4.26e-06	4.85e-06	0.0	0.0	1.28e-05	0.0	5.3e-06	Metabolism	Carbohydrate metabolism	Propanoate_metabolism	E2.6.1.18; beta-alanine--pyruvate transaminase
536	K00823	K00823: 4-aminobutyrate aminotransferase	4.970000000000001e-05	0.0	3.71e-05	4.15e-05	6.07e-05	3.14e-05	0.0	1.59e-05	4.79e-05	1.32e-05	2.78e-05	5.07e-05	9.17e-06	4.4200000000000004e-05	1.6100000000000002e-05	2.09e-05	0.0	3.76e-05	1.73e-05	4.13e-05	0.0	1.82e-05	5.12e-05	2.9199999999999998e-05	1.65e-05	1.0800000000000002e-05	4.0799999999999996e-05	2.48e-05	0.00012361	Metabolism	Carbohydrate metabolism	Propanoate_metabolism	puuE; 4-aminobutyrate aminotransferase
537	K00824	K00824: D-alanine transaminase	0.000123397	0.0	9.22e-05	0.000184041	3.21e-05	0.000148376	3.289999999999999e-05	0.000123466	0.000112627	0.00011799899999999999	0.000132935	0.00012185200000000001	4.47e-05	8.44e-05	0.000115364	7.240000000000001e-05	0.0	5.6399999999999995e-05	0.000169312	0.000110813	0.00011135200000000001	0.000144362	0.00015183700000000002	0.000119876	9.990000000000002e-05	0.00022804	0.000105369	9.19e-05	0.00038059599999999997	Metabolism	Amino acid metabolism	Lysine_degradation	dat; D-alanine transaminase
538	K00825	K00825: 2-aminoadipate transaminase	0.0	0.0	0.0	9.69e-06	1.04e-05	0.0	2.4100000000000003e-05	0.0	1.9600000000000002e-05	9.64e-06	4.8e-06	1.7800000000000002e-05	1.1e-05	3.3100000000000005e-05	1.36e-05	1.3800000000000002e-05	0.0	0.0	0.0	6e-06	0.0	7.07e-06	8.59e-06	2.13e-05	1.1599999999999999e-05	1.06e-05	1.3800000000000002e-05	8.53e-06	0.0	Metabolism	Amino acid metabolism	Lysine_biosynthesis	AADAT KAT2; kynurenine/2-aminoadipate aminotransferase
